Season,Round,CircuitLocation,LapNumber,DriverNumber,Team,TyreLife,Compound,TrackStatus,LapStartTime_Sec,LapTime_Sec,Sector1Time_Sec,Sector2Time_Sec,Sector3Time_Sec,Position,FreshTyre
2018,1,Melbourne,1.0,10,Toro Rosso,,nan,,427.988,105.06,,25.495,37.955,17.0,True
2018,1,Melbourne,1.0,11,Force India,,nan,,427.988,102.341,,24.934,37.81,12.0,True
2018,1,Melbourne,1.0,14,McLaren,,nan,,427.988,101.528,,24.692,38.129,10.0,True
2018,1,Melbourne,1.0,16,Sauber,,nan,,427.988,105.584,,25.641,37.954,18.0,True
2018,1,Melbourne,1.0,18,Williams,,nan,,427.988,103.434,,25.292,38.288,14.0,True
2018,1,Melbourne,1.0,2,McLaren,,nan,,427.988,101.951,,24.842,38.046,11.0,True
2018,1,Melbourne,1.0,20,Haas F1 Team,,nan,,427.988,97.107,,24.172,36.683,4.0,True
2018,1,Melbourne,1.0,27,Renault,,nan,,427.988,99.077,,24.679,36.881,7.0,True
2018,1,Melbourne,1.0,28,Toro Rosso,,nan,,427.988,125.584,,26.123,58.018,20.0,True
2018,1,Melbourne,1.0,3,Red Bull Racing,,nan,,427.988,99.6,,24.88,36.745,8.0,True
2018,1,Melbourne,1.0,31,Force India,,nan,,427.988,102.906,,25.175,37.589,13.0,True
2018,1,Melbourne,1.0,33,Red Bull Racing,,nan,,427.988,97.684,,24.474,36.592,5.0,True
2018,1,Melbourne,1.0,35,Williams,,nan,,427.988,106.494,,26.394,38.117,19.0,True
2018,1,Melbourne,1.0,44,Mercedes,,nan,,427.988,94.233,,23.82,35.564,1.0,True
2018,1,Melbourne,1.0,5,Ferrari,,nan,,427.988,96.194,,24.142,36.352,3.0,True
2018,1,Melbourne,1.0,55,Renault,,nan,,427.988,100.565,,24.762,37.444,9.0,True
2018,1,Melbourne,1.0,7,Ferrari,,nan,,427.988,95.474,,23.858,36.343,2.0,True
2018,1,Melbourne,1.0,77,Mercedes,,nan,,427.988,103.824,,25.298,38.132,15.0,True
2018,1,Melbourne,1.0,8,Haas F1 Team,,nan,,427.988,98.45,,24.627,36.832,6.0,True
2018,1,Melbourne,1.0,9,Sauber,,nan,,427.988,104.674,,25.152,38.541,16.0,True
2018,1,Melbourne,2.0,44,Mercedes,,nan,,522.399,90.265,30.261,24.081,35.923,1.0,True
2018,1,Melbourne,2.0,7,Ferrari,4.0,ULTRASOFT,,523.64,90.266,29.958,24.047,36.261,2.0,False
2018,1,Melbourne,2.0,5,Ferrari,4.0,ULTRASOFT,,524.36,90.562,30.174,23.995,36.393,3.0,False
2018,1,Melbourne,2.0,20,Haas F1 Team,4.0,ULTRASOFT,,525.273,90.83,30.35,24.353,36.127,4.0,False
2018,1,Melbourne,2.0,33,Red Bull Racing,4.0,SUPERSOFT,,525.85,90.942,30.368,24.093,36.481,5.0,False
2018,1,Melbourne,2.0,8,Haas F1 Team,4.0,ULTRASOFT,,526.616,91.033,30.519,24.231,36.283,6.0,False
2018,1,Melbourne,2.0,27,Renault,4.0,ULTRASOFT,,527.243,91.31,30.586,24.299,36.425,7.0,False
2018,1,Melbourne,2.0,3,Red Bull Racing,4.0,SUPERSOFT,,527.766,91.264,30.571,24.323,36.37,8.0,False
2018,1,Melbourne,2.0,55,Renault,4.0,ULTRASOFT,,528.731,91.322,30.437,24.592,36.293,9.0,False
2018,1,Melbourne,2.0,14,McLaren,1.0,ULTRASOFT,,529.694,91.565,30.482,24.593,36.49,10.0,True
2018,1,Melbourne,2.0,2,McLaren,1.0,ULTRASOFT,,530.117,92.173,31.13,24.448,36.595,11.0,True
2018,1,Melbourne,2.0,11,Force India,1.0,ULTRASOFT,,530.507,92.896,31.283,24.566,37.047,12.0,True
2018,1,Melbourne,2.0,31,Force India,1.0,ULTRASOFT,,531.072,92.955,31.293,24.552,37.11,13.0,True
2018,1,Melbourne,2.0,18,Williams,1.0,SUPERSOFT,,531.6,93.137,31.289,24.676,37.172,14.0,True
2018,1,Melbourne,2.0,77,Mercedes,4.0,ULTRASOFT,,531.99,93.264,31.344,24.7,37.22,15.0,False
2018,1,Melbourne,2.0,9,Sauber,1.0,SUPERSOFT,,532.84,93.177,31.039,24.734,37.404,16.0,True
2018,1,Melbourne,2.0,10,Toro Rosso,1.0,ULTRASOFT,,533.226,93.372,31.357,24.825,37.19,17.0,True
2018,1,Melbourne,2.0,16,Sauber,1.0,SUPERSOFT,,533.75,93.775,31.554,25.095,37.126,18.0,True
2018,1,Melbourne,2.0,35,Williams,1.0,SUPERSOFT,,534.66,94.137,31.407,24.92,37.81,19.0,True
2018,1,Melbourne,2.0,28,Toro Rosso,1.0,SOFT,,553.75,97.241,36.075,24.421,36.745,20.0,True
2018,1,Melbourne,3.0,44,Mercedes,4.0,ULTRASOFT,,612.664,89.809,30.055,24.031,35.723,1.0,False
2018,1,Melbourne,3.0,7,Ferrari,5.0,ULTRASOFT,,613.906,89.856,30.015,23.968,35.873,2.0,False
2018,1,Melbourne,3.0,5,Ferrari,5.0,ULTRASOFT,,614.922,90.177,30.157,23.966,36.054,3.0,False
2018,1,Melbourne,3.0,20,Haas F1 Team,5.0,ULTRASOFT,,616.103,91.235,30.43,24.433,36.372,4.0,False
2018,1,Melbourne,3.0,33,Red Bull Racing,5.0,SUPERSOFT,,616.792,90.904,30.261,24.402,36.241,5.0,False
2018,1,Melbourne,3.0,8,Haas F1 Team,5.0,ULTRASOFT,,617.649,91.15,30.587,24.346,36.217,6.0,False
2018,1,Melbourne,3.0,27,Renault,5.0,ULTRASOFT,,618.553,91.081,30.513,24.36,36.208,7.0,False
2018,1,Melbourne,3.0,3,Red Bull Racing,5.0,SUPERSOFT,,619.03,91.162,30.582,24.249,36.331,8.0,False
2018,1,Melbourne,3.0,55,Renault,5.0,ULTRASOFT,,620.053,91.267,30.587,24.378,36.302,9.0,False
2018,1,Melbourne,3.0,14,McLaren,2.0,ULTRASOFT,,621.259,91.304,30.619,24.376,36.309,10.0,True
2018,1,Melbourne,3.0,2,McLaren,2.0,ULTRASOFT,,622.29,91.56,30.526,24.506,36.528,11.0,True
2018,1,Melbourne,3.0,11,Force India,2.0,ULTRASOFT,,623.403,92.004,30.911,24.442,36.651,12.0,True
2018,1,Melbourne,3.0,31,Force India,2.0,ULTRASOFT,,624.027,92.581,31.034,24.662,36.885,13.0,True
2018,1,Melbourne,3.0,18,Williams,2.0,SUPERSOFT,,624.737,92.654,31.087,24.698,36.869,14.0,True
2018,1,Melbourne,3.0,77,Mercedes,5.0,ULTRASOFT,,625.254,92.58,31.142,24.674,36.764,15.0,False
2018,1,Melbourne,3.0,9,Sauber,2.0,SUPERSOFT,,626.017,92.746,31.083,24.646,37.017,16.0,True
2018,1,Melbourne,3.0,10,Toro Rosso,2.0,ULTRASOFT,,626.598,92.861,31.16,24.725,36.976,17.0,True
2018,1,Melbourne,3.0,16,Sauber,2.0,SUPERSOFT,,627.525,92.405,30.785,24.693,36.927,18.0,True
2018,1,Melbourne,3.0,35,Williams,2.0,SUPERSOFT,,628.797,92.573,30.979,24.562,37.032,19.0,True
2018,1,Melbourne,3.0,28,Toro Rosso,2.0,SOFT,,650.991,90.888,30.264,24.315,36.309,20.0,True
2018,1,Melbourne,4.0,44,Mercedes,5.0,ULTRASOFT,,702.473,89.473,29.886,23.95,35.637,1.0,False
2018,1,Melbourne,4.0,7,Ferrari,6.0,ULTRASOFT,,703.762,89.55,29.834,23.946,35.77,2.0,False
2018,1,Melbourne,4.0,5,Ferrari,6.0,ULTRASOFT,,705.099,89.61,29.954,23.871,35.785,3.0,False
2018,1,Melbourne,4.0,20,Haas F1 Team,6.0,ULTRASOFT,,707.338,90.547,30.12,24.352,36.075,4.0,False
2018,1,Melbourne,4.0,33,Red Bull Racing,6.0,SUPERSOFT,,707.696,90.812,30.353,24.381,36.078,5.0,False
2018,1,Melbourne,4.0,8,Haas F1 Team,6.0,ULTRASOFT,,708.799,90.769,30.224,24.443,36.102,6.0,False
2018,1,Melbourne,4.0,27,Renault,6.0,ULTRASOFT,,709.634,90.847,30.219,24.2,36.428,7.0,False
2018,1,Melbourne,4.0,3,Red Bull Racing,6.0,SUPERSOFT,,710.192,90.796,30.367,24.318,36.111,8.0,False
2018,1,Melbourne,4.0,55,Renault,6.0,ULTRASOFT,,711.32,90.672,30.184,24.296,36.192,9.0,False
2018,1,Melbourne,4.0,14,McLaren,3.0,ULTRASOFT,,712.563,90.551,30.031,24.386,36.134,10.0,True
2018,1,Melbourne,4.0,2,McLaren,3.0,ULTRASOFT,,713.85,90.857,30.39,24.273,36.194,11.0,True
2018,1,Melbourne,4.0,11,Force India,3.0,ULTRASOFT,,715.407,91.372,30.489,24.42,36.463,12.0,True
2018,1,Melbourne,4.0,31,Force India,3.0,ULTRASOFT,,716.608,91.912,30.637,24.556,36.719,13.0,True
2018,1,Melbourne,4.0,18,Williams,3.0,SUPERSOFT,,717.391,92.962,30.754,24.681,37.527,15.0,True
2018,1,Melbourne,4.0,77,Mercedes,6.0,ULTRASOFT,,717.834,91.848,30.895,24.449,36.504,14.0,False
2018,1,Melbourne,4.0,9,Sauber,3.0,SUPERSOFT,,718.763,92.21,30.666,24.561,36.983,16.0,True
2018,1,Melbourne,4.0,10,Toro Rosso,3.0,ULTRASOFT,,719.459,92.184,30.835,24.73,36.619,17.0,True
2018,1,Melbourne,4.0,16,Sauber,3.0,SUPERSOFT,,719.93,93.128,31.427,24.829,36.872,18.0,True
2018,1,Melbourne,4.0,35,Williams,3.0,SUPERSOFT,,721.37,92.943,30.936,24.84,37.167,19.0,True
2018,1,Melbourne,4.0,28,Toro Rosso,3.0,SOFT,,741.879,91.182,30.288,24.332,36.562,20.0,True
2018,1,Melbourne,5.0,44,Mercedes,6.0,ULTRASOFT,,791.946,89.161,29.719,23.909,35.533,1.0,False
2018,1,Melbourne,5.0,7,Ferrari,7.0,ULTRASOFT,,793.312,89.74,29.89,23.797,36.053,2.0,False
2018,1,Melbourne,5.0,5,Ferrari,7.0,ULTRASOFT,,794.709,89.54,29.826999999999998,23.85,35.863,3.0,False
2018,1,Melbourne,5.0,20,Haas F1 Team,7.0,ULTRASOFT,2,797.885,90.518,30.337,24.248,35.933,4.0,False
2018,1,Melbourne,5.0,33,Red Bull Racing,7.0,SUPERSOFT,2,798.508,90.477,30.395,24.097,35.985,5.0,False
2018,1,Melbourne,5.0,8,Haas F1 Team,7.0,ULTRASOFT,2,799.568,90.694,30.296,24.331,36.067,6.0,False
2018,1,Melbourne,5.0,27,Renault,7.0,ULTRASOFT,2,800.481,92.858,30.369,24.617,37.872,8.0,False
2018,1,Melbourne,5.0,3,Red Bull Racing,7.0,SUPERSOFT,2,800.988,91.69,30.423,24.115,37.152,7.0,False
2018,1,Melbourne,5.0,55,Renault,7.0,ULTRASOFT,2,801.992,91.834,30.405,24.373,37.056,9.0,False
2018,1,Melbourne,5.0,14,McLaren,4.0,ULTRASOFT,21,803.114,91.91,30.524,24.55,36.836,10.0,True
2018,1,Melbourne,5.0,2,McLaren,4.0,ULTRASOFT,21,804.707,91.471,30.384,24.541,36.546,11.0,True
2018,1,Melbourne,5.0,11,Force India,4.0,ULTRASOFT,21,806.779,91.16,30.373,24.324,36.463,12.0,True
2018,1,Melbourne,5.0,31,Force India,4.0,ULTRASOFT,21,808.52,91.337,30.427,24.42,36.49,13.0,True
2018,1,Melbourne,5.0,77,Mercedes,7.0,ULTRASOFT,21,809.682,91.53,30.546,24.382,36.602,14.0,False
2018,1,Melbourne,5.0,18,Williams,4.0,SUPERSOFT,21,810.353,92.273,30.779,24.53,36.964,15.0,True
2018,1,Melbourne,5.0,9,Sauber,4.0,SUPERSOFT,21,810.973,92.289,30.732,24.546,37.011,16.0,True
2018,1,Melbourne,5.0,10,Toro Rosso,4.0,ULTRASOFT,21,811.643,92.332,30.716,24.821,36.795,17.0,True
2018,1,Melbourne,5.0,16,Sauber,4.0,SUPERSOFT,21,813.058,92.087,30.688,24.666,36.733,18.0,True
2018,1,Melbourne,5.0,35,Williams,4.0,SUPERSOFT,21,814.313,,,,,,True
2018,1,Melbourne,5.0,28,Toro Rosso,4.0,SOFT,21,833.061,91.481,30.272,24.435,36.774,19.0,True
2018,1,Melbourne,6.0,44,Mercedes,7.0,ULTRASOFT,21,881.107,90.113,29.972,23.986,36.155,1.0,False
2018,1,Melbourne,6.0,7,Ferrari,8.0,ULTRASOFT,21,883.052,90.432,29.867,23.995,36.57,2.0,False
2018,1,Melbourne,6.0,5,Ferrari,8.0,ULTRASOFT,21,884.249,90.497,30.008,23.981,36.508,3.0,False
2018,1,Melbourne,6.0,20,Haas F1 Team,8.0,ULTRASOFT,21,888.403,90.984,30.409,24.132,36.443,4.0,False
2018,1,Melbourne,6.0,33,Red Bull Racing,8.0,SUPERSOFT,21,888.985,91.259,30.562,24.187,36.51,5.0,False
2018,1,Melbourne,6.0,8,Haas F1 Team,8.0,ULTRASOFT,21,890.262,91.43,30.328,24.284,36.818,6.0,False
2018,1,Melbourne,6.0,3,Red Bull Racing,8.0,SUPERSOFT,21,892.678,90.718,30.286,24.052,36.38,7.0,False
2018,1,Melbourne,6.0,27,Renault,8.0,ULTRASOFT,21,893.339,91.321,30.608,24.17,36.543,8.0,False
2018,1,Melbourne,6.0,55,Renault,8.0,ULTRASOFT,21,893.826,91.816,30.781,24.352,36.683,9.0,False
2018,1,Melbourne,6.0,14,McLaren,5.0,ULTRASOFT,12,895.024,91.731,30.531,24.504,36.696,10.0,True
2018,1,Melbourne,6.0,2,McLaren,5.0,ULTRASOFT,2,896.178,91.963,30.523,24.631,36.809,11.0,True
2018,1,Melbourne,6.0,11,Force India,5.0,ULTRASOFT,2,897.939,91.558,30.626,24.31,36.622,12.0,True
2018,1,Melbourne,6.0,31,Force India,5.0,ULTRASOFT,2,899.857,91.906,30.627,24.325,36.954,13.0,True
2018,1,Melbourne,6.0,77,Mercedes,8.0,ULTRASOFT,2,901.212,91.554,30.41,24.231,36.913,14.0,False
2018,1,Melbourne,6.0,18,Williams,5.0,SUPERSOFT,2,902.626,92.517,30.803,24.405,37.309,15.0,True
2018,1,Melbourne,6.0,9,Sauber,5.0,SUPERSOFT,2,903.262,,30.84,24.446,,18.0,True
2018,1,Melbourne,6.0,10,Toro Rosso,5.0,ULTRASOFT,2,903.975,98.18,30.866,24.601,42.713,16.0,True
2018,1,Melbourne,6.0,16,Sauber,5.0,SUPERSOFT,2,905.145,97.515,30.759,24.566,42.19,17.0,True
2018,1,Melbourne,6.0,28,Toro Rosso,5.0,SOFT,2,924.542,92.111,30.461,24.638,37.012,19.0,True
2018,1,Melbourne,7.0,44,Mercedes,8.0,ULTRASOFT,21,971.22,90.02,29.909,24.02,36.091,1.0,False
2018,1,Melbourne,7.0,7,Ferrari,9.0,ULTRASOFT,21,973.484,89.944,29.868,23.915,36.161,2.0,False
2018,1,Melbourne,7.0,5,Ferrari,9.0,ULTRASOFT,21,974.746,90.177,29.821,23.961,36.395,3.0,False
2018,1,Melbourne,7.0,20,Haas F1 Team,9.0,ULTRASOFT,21,979.387,90.577,30.169,24.274,36.134,4.0,False
2018,1,Melbourne,7.0,33,Red Bull Racing,9.0,SUPERSOFT,21,980.244,90.46,30.594,24.045,35.821,5.0,False
2018,1,Melbourne,7.0,8,Haas F1 Team,9.0,ULTRASOFT,21,981.692,90.898,30.322,24.136,36.44,6.0,False
2018,1,Melbourne,7.0,3,Red Bull Racing,9.0,SUPERSOFT,21,983.396,90.559,30.111,24.036,36.412,7.0,False
2018,1,Melbourne,7.0,27,Renault,9.0,ULTRASOFT,21,984.66,90.514,30.22,24.011,36.283,8.0,False
2018,1,Melbourne,7.0,55,Renault,9.0,ULTRASOFT,21,985.642,90.68,30.415,24.096,36.169,9.0,False
2018,1,Melbourne,7.0,14,McLaren,6.0,ULTRASOFT,21,986.755,91.167,30.449,24.307,36.411,10.0,True
2018,1,Melbourne,7.0,2,McLaren,6.0,ULTRASOFT,21,988.141,91.602,30.486,24.817,36.299,11.0,True
2018,1,Melbourne,7.0,11,Force India,6.0,ULTRASOFT,21,989.497,91.838,30.627,24.431,36.78,12.0,True
2018,1,Melbourne,7.0,31,Force India,6.0,ULTRASOFT,21,991.763,91.559,30.508,24.399,36.652,13.0,True
2018,1,Melbourne,7.0,77,Mercedes,9.0,ULTRASOFT,21,992.766,91.057,30.429,24.18,36.448,14.0,False
2018,1,Melbourne,7.0,18,Williams,6.0,SUPERSOFT,21,995.143,91.978,30.762,24.464,36.752,15.0,True
2018,1,Melbourne,7.0,10,Toro Rosso,6.0,ULTRASOFT,21,1002.155,91.537,30.529,24.583,36.425,16.0,True
2018,1,Melbourne,7.0,16,Sauber,6.0,SUPERSOFT,21,1002.66,92.043,30.997,24.533,36.513,17.0,True
2018,1,Melbourne,7.0,28,Toro Rosso,6.0,SOFT,21,1016.653,91.597,30.327,24.567,36.703,18.0,True
2018,1,Melbourne,8.0,44,Mercedes,9.0,ULTRASOFT,1,1061.24,89.092,29.809,23.825,35.458,1.0,False
2018,1,Melbourne,8.0,7,Ferrari,10.0,ULTRASOFT,1,1063.428,89.593,29.865,23.926,35.802,2.0,False
2018,1,Melbourne,8.0,5,Ferrari,10.0,ULTRASOFT,1,1064.923,89.481,29.826999999999998,23.867,35.787,3.0,False
2018,1,Melbourne,8.0,20,Haas F1 Team,10.0,ULTRASOFT,1,1069.964,90.252,30.219,24.09,35.943,4.0,False
2018,1,Melbourne,8.0,33,Red Bull Racing,10.0,SUPERSOFT,1,1070.704,90.251,30.015,24.215,36.021,5.0,False
2018,1,Melbourne,8.0,8,Haas F1 Team,10.0,ULTRASOFT,1,1072.59,90.289,30.115,24.223,35.951,6.0,False
2018,1,Melbourne,8.0,3,Red Bull Racing,10.0,SUPERSOFT,1,1073.955,89.921,30.091,23.978,35.852,7.0,False
2018,1,Melbourne,8.0,27,Renault,10.0,ULTRASOFT,1,1075.174,90.369,30.187,24.097,36.085,8.0,False
2018,1,Melbourne,8.0,55,Renault,10.0,ULTRASOFT,1,1076.322,90.596,30.3,24.133,36.163,9.0,False
2018,1,Melbourne,8.0,14,McLaren,7.0,ULTRASOFT,1,1077.922,90.926,30.468,24.244,36.214,10.0,True
2018,1,Melbourne,8.0,2,McLaren,7.0,ULTRASOFT,1,1079.743,91.048,30.452,24.487,36.109,11.0,True
2018,1,Melbourne,8.0,11,Force India,7.0,ULTRASOFT,1,1081.335,90.922,30.448,24.26,36.214,12.0,True
2018,1,Melbourne,8.0,31,Force India,7.0,ULTRASOFT,1,1083.322,91.556,30.6,24.414,36.542,13.0,True
2018,1,Melbourne,8.0,77,Mercedes,10.0,ULTRASOFT,1,1083.823,91.571,30.716,24.179,36.676,14.0,False
2018,1,Melbourne,8.0,18,Williams,7.0,SUPERSOFT,1,1087.121,91.658,30.576,24.411,36.671,15.0,True
2018,1,Melbourne,8.0,10,Toro Rosso,7.0,ULTRASOFT,1,1093.692,91.319,30.438,24.594,36.287,16.0,True
2018,1,Melbourne,8.0,16,Sauber,7.0,SUPERSOFT,1,1094.703,91.859,30.742,24.496,36.621,17.0,True
2018,1,Melbourne,8.0,28,Toro Rosso,7.0,SOFT,1,1108.25,91.16,30.236,24.483,36.441,18.0,True
2018,1,Melbourne,9.0,44,Mercedes,10.0,ULTRASOFT,1,1150.332,89.07,29.668,23.893,35.509,1.0,False
2018,1,Melbourne,9.0,7,Ferrari,11.0,ULTRASOFT,1,1153.021,89.003,29.753,23.722,35.528,2.0,False
2018,1,Melbourne,9.0,5,Ferrari,11.0,ULTRASOFT,1,1154.404,89.375,29.781,23.823,35.771,3.0,False
2018,1,Melbourne,9.0,20,Haas F1 Team,11.0,ULTRASOFT,1,1160.216,90.445,30.162,24.163,36.12,4.0,False
2018,1,Melbourne,9.0,33,Red Bull Racing,11.0,SUPERSOFT,1,1160.955,90.444,30.169,24.205,36.07,5.0,False
2018,1,Melbourne,9.0,8,Haas F1 Team,11.0,ULTRASOFT,1,1162.879,89.914,29.992,24.048,35.874,6.0,False
2018,1,Melbourne,9.0,3,Red Bull Racing,11.0,SUPERSOFT,1,1163.876,89.654,30.041,23.943,35.67,7.0,False
2018,1,Melbourne,9.0,27,Renault,11.0,ULTRASOFT,1,1165.543,89.97,29.999,23.992,35.979,8.0,False
2018,1,Melbourne,9.0,55,Renault,11.0,ULTRASOFT,1,1166.918,90.239,30.174,24.122,35.943,9.0,False
2018,1,Melbourne,9.0,14,McLaren,8.0,ULTRASOFT,1,1168.848,90.407,30.157,24.264,35.986,10.0,True
2018,1,Melbourne,9.0,2,McLaren,8.0,ULTRASOFT,12,1170.791,90.948,30.393,24.392,36.163,11.0,True
2018,1,Melbourne,9.0,11,Force India,8.0,ULTRASOFT,12,1172.257,90.859,30.266,24.397,36.196,12.0,True
2018,1,Melbourne,9.0,31,Force India,8.0,ULTRASOFT,12,1174.878,92.583,31.194,24.648,36.741,14.0,True
2018,1,Melbourne,9.0,77,Mercedes,11.0,ULTRASOFT,12,1175.394,90.756,30.09,24.328,36.338,13.0,False
2018,1,Melbourne,9.0,18,Williams,8.0,SUPERSOFT,12,1178.779,91.402,30.457,24.323,36.622,15.0,True
2018,1,Melbourne,9.0,10,Toro Rosso,8.0,ULTRASOFT,12,1185.011,91.141,30.515,24.328,36.298,16.0,True
2018,1,Melbourne,9.0,16,Sauber,8.0,SUPERSOFT,12,1186.562,91.287,30.355,24.43,36.502,17.0,True
2018,1,Melbourne,9.0,28,Toro Rosso,8.0,SOFT,12,1199.41,91.047,30.167,24.34,36.54,18.0,True
2018,1,Melbourne,10.0,44,Mercedes,11.0,ULTRASOFT,12,1239.402,88.884,29.72,23.809,35.355,1.0,False
2018,1,Melbourne,10.0,7,Ferrari,12.0,ULTRASOFT,12,1242.024,88.906,29.74,23.816,35.35,2.0,False
2018,1,Melbourne,10.0,5,Ferrari,12.0,ULTRASOFT,12,1243.779,88.665,29.489,23.706,35.47,3.0,False
2018,1,Melbourne,10.0,20,Haas F1 Team,12.0,ULTRASOFT,12,1250.661,90.61,30.297,24.192,36.121,4.0,False
2018,1,Melbourne,10.0,33,Red Bull Racing,12.0,SUPERSOFT,12,1251.399,96.502,36.795,23.947,35.76,8.0,False
2018,1,Melbourne,10.0,8,Haas F1 Team,12.0,ULTRASOFT,12,1252.793,91.253,31.456,24.099,35.698,5.0,False
2018,1,Melbourne,10.0,3,Red Bull Racing,12.0,SUPERSOFT,12,1253.53,91.265,31.355,24.121,35.789,6.0,False
2018,1,Melbourne,10.0,27,Renault,12.0,ULTRASOFT,12,1255.513,90.769,30.441,24.171,36.157,7.0,False
2018,1,Melbourne,10.0,55,Renault,12.0,ULTRASOFT,12,1257.157,92.039,31.422,24.57,36.047,9.0,False
2018,1,Melbourne,10.0,14,McLaren,9.0,ULTRASOFT,12,1259.255,90.985,30.494,24.281,36.21,10.0,True
2018,1,Melbourne,10.0,2,McLaren,9.0,ULTRASOFT,21,1261.739,90.591,30.251,24.233,36.107,11.0,True
2018,1,Melbourne,10.0,11,Force India,9.0,ULTRASOFT,1,1263.116,90.922,30.382,24.312,36.228,12.0,True
2018,1,Melbourne,10.0,77,Mercedes,12.0,ULTRASOFT,1,1266.15,90.229,30.066,24.085,36.078,13.0,False
2018,1,Melbourne,10.0,31,Force India,9.0,ULTRASOFT,1,1267.461,91.446,30.571,24.416,36.459,14.0,True
2018,1,Melbourne,10.0,18,Williams,9.0,SUPERSOFT,1,1270.181,91.088,30.485,24.26,36.343,15.0,True
2018,1,Melbourne,10.0,10,Toro Rosso,9.0,ULTRASOFT,1,1276.152,91.136,30.548000000000002,24.305,36.283,16.0,True
2018,1,Melbourne,10.0,16,Sauber,9.0,SUPERSOFT,1,1277.849,90.977,30.375,24.305,36.297,17.0,True
2018,1,Melbourne,10.0,28,Toro Rosso,9.0,SOFT,1,1290.457,91.053,30.287,24.287,36.479,18.0,True
2018,1,Melbourne,11.0,44,Mercedes,12.0,ULTRASOFT,1,1328.286,88.861,29.64,23.778,35.443,1.0,False
2018,1,Melbourne,11.0,7,Ferrari,13.0,ULTRASOFT,1,1330.93,88.485,29.449,23.629,35.407,2.0,False
2018,1,Melbourne,11.0,5,Ferrari,13.0,ULTRASOFT,1,1332.444,89.025,29.697,23.746,35.582,3.0,False
2018,1,Melbourne,11.0,20,Haas F1 Team,13.0,ULTRASOFT,1,1341.271,90.5,30.14,24.162,36.198,4.0,False
2018,1,Melbourne,11.0,8,Haas F1 Team,13.0,ULTRASOFT,1,1344.046,89.628,30.032,23.941,35.655,5.0,False
2018,1,Melbourne,11.0,3,Red Bull Racing,13.0,SUPERSOFT,1,1344.795,89.605,29.934,24.068,35.603,6.0,False
2018,1,Melbourne,11.0,27,Renault,13.0,ULTRASOFT,1,1346.282,89.947,29.885,24.107,35.955,7.0,False
2018,1,Melbourne,11.0,33,Red Bull Racing,13.0,SUPERSOFT,1,1347.901,90.207,30.199,24.045,35.963,8.0,False
2018,1,Melbourne,11.0,55,Renault,13.0,ULTRASOFT,1,1349.196,90.365,30.104,24.213,36.048,9.0,False
2018,1,Melbourne,11.0,14,McLaren,10.0,ULTRASOFT,1,1350.24,90.872,30.164,24.482,36.226,10.0,True
2018,1,Melbourne,11.0,2,McLaren,10.0,ULTRASOFT,1,1352.33,90.644,30.097,24.312,36.235,11.0,True
2018,1,Melbourne,11.0,11,Force India,10.0,ULTRASOFT,1,1354.038,90.419,30.029,24.097,36.293,12.0,True
2018,1,Melbourne,11.0,77,Mercedes,13.0,ULTRASOFT,1,1356.379,90.003,29.943,23.944,36.116,13.0,False
2018,1,Melbourne,11.0,31,Force India,10.0,ULTRASOFT,1,1358.907,90.968,30.29,24.278,36.4,14.0,True
2018,1,Melbourne,11.0,18,Williams,10.0,SUPERSOFT,1,1361.269,91.119,30.371,24.286,36.462,15.0,True
2018,1,Melbourne,11.0,10,Toro Rosso,10.0,ULTRASOFT,1,1367.288,90.937,30.388,24.284,36.265,16.0,True
2018,1,Melbourne,11.0,16,Sauber,10.0,SUPERSOFT,1,1368.826,91.145,30.404,24.376,36.365,17.0,True
2018,1,Melbourne,11.0,28,Toro Rosso,10.0,SOFT,1,1381.51,91.018,30.355,24.26,36.403,18.0,True
2018,1,Melbourne,12.0,44,Mercedes,13.0,ULTRASOFT,1,1417.147,88.329,29.521,23.695,35.113,1.0,False
2018,1,Melbourne,12.0,7,Ferrari,14.0,ULTRASOFT,1,1419.415,88.817,29.622,23.753,35.442,2.0,False
2018,1,Melbourne,12.0,5,Ferrari,14.0,ULTRASOFT,1,1421.469,88.405,29.523,23.598,35.284,3.0,False
2018,1,Melbourne,12.0,20,Haas F1 Team,14.0,ULTRASOFT,1,1431.771,90.05,30.028,24.128,35.894,4.0,False
2018,1,Melbourne,12.0,8,Haas F1 Team,14.0,ULTRASOFT,1,1433.674,89.902,29.83,24.16,35.912,5.0,False
2018,1,Melbourne,12.0,3,Red Bull Racing,14.0,SUPERSOFT,1,1434.4,89.913,29.973,24.068,35.872,6.0,False
2018,1,Melbourne,12.0,27,Renault,14.0,ULTRASOFT,1,1436.229,90.073,29.988,24.069,36.016,7.0,False
2018,1,Melbourne,12.0,33,Red Bull Racing,14.0,SUPERSOFT,1,1438.108,90.074,30.343,24.036,35.695,8.0,False
2018,1,Melbourne,12.0,55,Renault,14.0,ULTRASOFT,1,1439.561,90.344,30.297,24.192,35.855,9.0,False
2018,1,Melbourne,12.0,14,McLaren,11.0,ULTRASOFT,1,1441.112,90.492,30.188,24.227,36.077,10.0,True
2018,1,Melbourne,12.0,2,McLaren,11.0,ULTRASOFT,1,1442.974,90.807,30.341,24.421,36.045,11.0,True
2018,1,Melbourne,12.0,11,Force India,11.0,ULTRASOFT,1,1444.457,90.876,30.317,24.274,36.285,12.0,True
