Time,Status,Message,Season,Round,Time_Sec
0 days 00:25:28.047000,1,AllClear,2024,7,1528.047
0 days 00:26:02.940000,2,Yellow,2024,7,1562.94
0 days 00:26:05.527000,1,AllClear,2024,7,1565.527
0 days 00:00:48.957000,1,AllClear,2024,8,48.957
0 days 00:23:00.042000,2,Yellow,2024,8,1380.042
0 days 00:23:28.942000,1,AllClear,2024,8,1408.942
0 days 00:34:01.046000,2,Yellow,2024,8,2041.046
0 days 00:34:55.313000,1,AllClear,2024,8,2095.313
0 days 00:55:30.229000,2,Yellow,2024,8,3330.229
0 days 00:56:02.453000,5,Red,2024,8,3362.453
0 days 01:27:38.765000,1,AllClear,2024,8,5258.765
0 days 01:28:21.354000,2,Yellow,2024,8,5301.354
0 days 01:28:46.158000,1,AllClear,2024,8,5326.158
0 days 01:30:17.702000,2,Yellow,2024,8,5417.702
0 days 01:31:21.633000,1,AllClear,2024,8,5481.633
0 days 01:35:56.551000,4,SCDeployed,2024,8,5756.551
0 days 01:37:45.833000,1,AllClear,2024,8,5865.833
0 days 02:45:26.441000,2,Yellow,2024,8,9926.441
0 days 02:45:31.016000,1,AllClear,2024,8,9931.016
0 days 00:00:00,1,AllClear,2024,9,0.0
0 days 00:04:30.268000,2,Yellow,2024,9,270.268
0 days 00:04:32.269000,1,AllClear,2024,9,272.269
0 days 00:13:19.675000,2,Yellow,2024,9,799.675
0 days 00:13:40.888000,1,AllClear,2024,9,820.888
0 days 00:40:35.477000,2,Yellow,2024,9,2435.477
0 days 00:41:20.356000,4,SCDeployed,2024,9,2480.356
0 days 00:49:59.274000,1,AllClear,2024,9,2999.274
0 days 00:50:05.548000,2,Yellow,2024,9,3005.548
0 days 00:50:14.904000,1,AllClear,2024,9,3014.904
0 days 01:07:31.649000,2,Yellow,2024,9,4051.649
0 days 01:07:35.151000,1,AllClear,2024,9,4055.151
0 days 01:18:38.469000,2,Yellow,2024,9,4718.469
0 days 01:18:41.982000,1,AllClear,2024,9,4721.982
0 days 01:23:05.534000,2,Yellow,2024,9,4985.534
0 days 01:23:12.173000,1,AllClear,2024,9,4992.173
0 days 01:24:23.842000,2,Yellow,2024,9,5063.842
0 days 01:24:53.375000,4,SCDeployed,2024,9,5093.375
0 days 01:34:00.072000,1,AllClear,2024,9,5640.072
0 days 01:44:40.368000,2,Yellow,2024,9,6280.368
0 days 01:45:04.574000,1,AllClear,2024,9,6304.574
0 days 00:00:00,2,Yellow,2024,10,0.0
0 days 00:10:00.895000,1,AllClear,2024,10,600.895
0 days 00:09:41.493000,1,AllClear,2024,11,581.493
0 days 02:10:27.621000,2,Yellow,2024,11,7827.621
0 days 02:10:31.114000,1,AllClear,2024,11,7831.114
0 days 02:12:52.483000,6,VSCDeployed,2024,11,7972.483
0 days 02:13:38.250000,7,VSCEnding,2024,11,8018.25
0 days 02:13:50.429000,1,AllClear,2024,11,8030.429
0 days 00:06:27.196000,1,AllClear,2024,12,387.196
0 days 00:06:31.179000,1,AllClear,2024,13,391.179
0 days 02:22:30.594000,2,Yellow,2024,13,8550.594
0 days 02:22:34.774000,1,AllClear,2024,13,8554.774
0 days 00:00:00,2,Yellow,2024,14,0.0
0 days 00:03:45.413000,1,AllClear,2024,14,225.413
0 days 01:22:18.736000,2,Yellow,2024,14,4938.736
0 days 01:22:20.200000,1,AllClear,2024,14,4940.2
0 days 00:00:00,1,AllClear,2024,15,0.0
0 days 00:14:41.553000,2,Yellow,2024,15,881.553
0 days 00:24:08.672000,1,AllClear,2024,15,1448.672
0 days 00:13:12.826000,1,AllClear,2024,16,792.826
0 days 00:13:39.841000,2,Yellow,2024,17,819.841
0 days 00:13:39.841000,1,AllClear,2024,17,819.841
0 days 00:13:39.841000,2,Yellow,2024,17,819.841
0 days 00:13:39.841000,1,AllClear,2024,17,819.841
0 days 00:13:39.841000,2,Yellow,2024,17,819.841
0 days 00:13:39.841000,1,AllClear,2024,17,819.841
0 days 00:13:39.841000,2,Yellow,2024,17,819.841
0 days 00:13:39.841000,1,AllClear,2024,17,819.841
0 days 00:19:07.406000,2,Yellow,2024,17,1147.406
0 days 00:19:13.571000,1,AllClear,2024,17,1153.571
0 days 00:27:07.476000,2,Yellow,2024,17,1627.476
0 days 00:27:11.287000,1,AllClear,2024,17,1631.287
0 days 00:27:15.331000,2,Yellow,2024,17,1635.331
0 days 00:27:19.546000,1,AllClear,2024,17,1639.546
0 days 00:54:14.046000,2,Yellow,2024,17,3254.046
0 days 00:54:16.527000,1,AllClear,2024,17,3256.527
0 days 02:01:09.639000,2,Yellow,2024,17,7269.639
0 days 02:01:14.191000,1,AllClear,2024,17,7274.191
0 days 02:25:25.496000,2,Yellow,2024,17,8725.496
0 days 02:26:42.569000,6,VSCDeployed,2024,17,8802.569
0 days 00:00:00,2,Yellow,2024,18,0.0
0 days 00:00:03.251000,1,AllClear,2024,18,3.251
0 days 00:00:09.253000,2,Yellow,2024,18,9.253
0 days 00:00:25.453000,1,AllClear,2024,18,25.453
0 days 00:00:00,2,Yellow,2024,19,0.0
0 days 00:08:58.393000,1,AllClear,2024,19,538.393
0 days 00:57:27.032000,2,Yellow,2024,19,3447.032
0 days 00:57:38.513000,1,AllClear,2024,19,3458.513
0 days 01:00:35.112000,2,Yellow,2024,19,3635.112
0 days 01:01:28.409000,4,SCDeployed,2024,19,3688.409
0 days 01:07:40.524000,1,AllClear,2024,19,4060.524
0 days 01:15:02.847000,2,Yellow,2024,19,4502.847
0 days 01:15:07.470000,1,AllClear,2024,19,4507.47
0 days 02:07:29.886000,2,Yellow,2024,19,7649.886
0 days 02:07:38.510000,1,AllClear,2024,19,7658.51
0 days 00:00:00,2,Yellow,2024,20,0.0
0 days 00:00:22.917000,1,AllClear,2024,20,22.917
0 days 00:23:31.553000,2,Yellow,2024,20,1411.553
0 days 00:39:27.571000,1,AllClear,2024,20,2367.571
0 days 00:56:20.860000,2,Yellow,2024,20,3380.86
0 days 00:56:58.362000,4,SCDeployed,2024,20,3418.362
0 days 01:08:29.689000,1,AllClear,2024,20,4109.689
0 days 00:00:00,1,AllClear,2024,21,0.0
0 days 00:52:58.758000,2,Yellow,2024,21,3178.758
0 days 00:58:32.359000,1,AllClear,2024,21,3512.359
0 days 01:13:10.258000,2,Yellow,2024,21,4390.258
0 days 01:13:19.484000,1,AllClear,2024,21,4399.484
0 days 01:17:25.352000,2,Yellow,2024,21,4645.352
0 days 01:17:28.803000,1,AllClear,2024,21,4648.803
0 days 01:27:37.971000,2,Yellow,2024,21,5257.971
0 days 01:27:48.625000,1,AllClear,2024,21,5268.625
0 days 01:47:45.888000,2,Yellow,2024,21,6465.888
0 days 01:47:49.810000,1,AllClear,2024,21,6469.81
0 days 01:49:38.987000,2,Yellow,2024,21,6578.987
0 days 01:50:18.848000,6,VSCDeployed,2024,21,6618.848
0 days 01:51:47.994000,7,VSCEnding,2024,21,6707.994
0 days 01:52:01.710000,1,AllClear,2024,21,6721.71
0 days 01:54:50.200000,4,SCDeployed,2024,21,6890.2
0 days 01:59:19.333000,5,Red,2024,21,7159.333
0 days 02:23:12.325000,1,AllClear,2024,21,8592.325
0 days 02:26:20.605000,2,Yellow,2024,21,8780.605
0 days 02:26:38.296000,1,AllClear,2024,21,8798.296
0 days 02:30:40.572000,2,Yellow,2024,21,9040.572
0 days 02:30:58.358000,1,AllClear,2024,21,9058.358
0 days 02:32:55.981000,2,Yellow,2024,21,9175.981
0 days 02:33:04.122000,1,AllClear,2024,21,9184.122
0 days 02:35:08.379000,2,Yellow,2024,21,9308.379
0 days 02:35:12.045000,4,SCDeployed,2024,21,9312.045
0 days 02:41:26.301000,1,AllClear,2024,21,9686.301
0 days 02:43:14.900000,2,Yellow,2024,21,9794.9
0 days 02:43:36.771000,1,AllClear,2024,21,9816.771
0 days 02:54:27.095000,2,Yellow,2024,21,10467.095
0 days 02:54:32.696000,1,AllClear,2024,21,10472.696
0 days 00:00:00,2,Yellow,2024,22,0.0
0 days 00:04:43.802000,1,AllClear,2024,22,283.802
0 days 02:22:12.269000,2,Yellow,2024,22,8532.269
0 days 00:05:37.763000,1,AllClear,2024,23,337.763
0 days 00:55:07.112000,2,Yellow,2024,23,3307.112
0 days 00:55:49.928000,4,SCDeployed,2024,23,3349.928
0 days 01:03:27.530000,1,AllClear,2024,23,3807.53
0 days 01:04:12.481000,2,Yellow,2024,23,3852.481
0 days 01:04:19.563000,1,AllClear,2024,23,3859.563
0 days 01:39:34.892000,2,Yellow,2024,23,5974.892
0 days 01:39:41.487000,1,AllClear,2024,23,5981.487
0 days 01:39:42.909000,2,Yellow,2024,23,5982.909
0 days 01:39:45.014000,1,AllClear,2024,23,5985.014
0 days 01:39:46.486000,2,Yellow,2024,23,5986.486
0 days 01:39:49.144000,1,AllClear,2024,23,5989.144
0 days 01:39:50.486000,2,Yellow,2024,23,5990.486
0 days 01:39:53.420000,1,AllClear,2024,23,5993.42
0 days 01:39:54.499000,2,Yellow,2024,23,5994.499
0 days 01:39:54.956000,1,AllClear,2024,23,5994.956
0 days 01:47:48.919000,4,SCDeployed,2024,23,6468.919
0 days 01:58:24.733000,1,AllClear,2024,23,7104.733
0 days 01:59:16.110000,2,Yellow,2024,23,7156.11
0 days 01:59:20.165000,1,AllClear,2024,23,7160.165
0 days 01:59:26.820000,2,Yellow,2024,23,7166.82
0 days 01:59:41.027000,6,VSCDeployed,2024,23,7181.027
0 days 02:00:00.846000,4,SCDeployed,2024,23,7200.846
0 days 02:04:44.681000,1,AllClear,2024,23,7484.681
0 days 00:00:00,1,AllClear,2024,24,0.0
0 days 00:57:38.172000,2,Yellow,2024,24,3458.172
0 days 00:57:43.506000,1,AllClear,2024,24,3463.506
0 days 00:58:28.274000,2,Yellow,2024,24,3508.274
0 days 00:59:06.540000,6,VSCDeployed,2024,24,3546.54
0 days 01:00:53.361000,7,VSCEnding,2024,24,3653.361
0 days 01:01:03.708000,1,AllClear,2024,24,3663.708
0 days 01:42:34.999000,2,Yellow,2024,24,6154.999
0 days 01:42:38.500000,1,AllClear,2024,24,6158.5
0 days 01:42:39.958000,2,Yellow,2024,24,6159.958
0 days 01:42:46.076000,1,AllClear,2024,24,6166.076
0 days 02:22:08.652000,2,Yellow,2024,24,8528.652
0 days 02:22:34.092000,1,AllClear,2024,24,8554.092
