Time,Status,Message,Season,Round,Time_Sec
0 days 00:40:44.764000,1,AllClear,2019,16,2444.764
0 days 01:20:48.652000,2,Yellow,2019,16,4848.652
0 days 01:21:20.030000,6,VSCDeployed,2019,16,4880.03
0 days 01:23:29.896000,7,VSCEnding,2019,16,5009.896
0 days 01:23:39.990000,1,AllClear,2019,16,5019.99
0 days 01:23:53.196000,2,Yellow,2019,16,5033.196
0 days 01:24:29.364000,4,SCDeployed,2019,16,5069.364
0 days 01:32:58.607000,1,AllClear,2019,16,5578.607
0 days 00:10:00.843000,1,AllClear,2019,17,600.843
0 days 00:38:41.877000,2,Yellow,2019,17,2321.877
0 days 00:38:53.609000,1,AllClear,2019,17,2333.609
0 days 01:56:01.099000,2,Yellow,2019,17,6961.099
0 days 02:01:04.937000,1,AllClear,2019,17,7264.937
0 days 00:00:00,1,AllClear,2019,18,0.0
0 days 00:34:13.665000,6,VSCDeployed,2019,18,2053.665
0 days 00:36:25.134000,7,VSCEnding,2019,18,2185.134
0 days 00:36:44.204000,1,AllClear,2019,18,2204.204
0 days 00:40:12.845000,2,Yellow,2019,18,2412.845
0 days 00:40:29.452000,1,AllClear,2019,18,2429.452
0 days 02:10:07.154000,2,Yellow,2019,18,7807.154
0 days 02:10:11.735000,1,AllClear,2019,18,7811.735
0 days 00:00:00,1,AllClear,2019,19,0.0
0 days 00:46:39.218000,2,Yellow,2019,19,2799.218
0 days 00:47:43.187000,1,AllClear,2019,19,2863.187
0 days 02:04:25.783000,2,Yellow,2019,19,7465.783
0 days 00:00:00,1,AllClear,2019,20,0.0
0 days 00:42:23.641000,2,Yellow,2019,20,2543.641
0 days 00:42:30.955000,1,AllClear,2019,20,2550.955
0 days 01:37:05.268000,2,Yellow,2019,20,5825.268
0 days 01:38:43.182000,4,SCDeployed,2019,20,5923.182
0 days 01:48:57.038000,1,AllClear,2019,20,6537.038
0 days 01:57:18.072000,4,SCDeployed,2019,20,7038.072
0 days 02:03:13.891000,1,AllClear,2019,20,7393.891
0 days 02:04:43.624000,2,Yellow,2019,20,7483.624
0 days 02:04:51.254000,1,AllClear,2019,20,7491.254
0 days 00:00:00,1,AllClear,2019,21,0.0
0 days 00:33:44.715000,2,Yellow,2019,21,2024.715
0 days 00:34:50.953000,1,AllClear,2019,21,2090.953
0 days 00:07:56.420000,1,AllClear,2020,1,476.42
0 days 00:56:21.333000,2,Yellow,2020,1,3381.333
0 days 00:56:30.327000,1,AllClear,2020,1,3390.327
0 days 01:01:52.836000,2,Yellow,2020,1,3712.836
0 days 01:02:31.497000,4,SCDeployed,2020,1,3751.497
0 days 01:10:47.603000,1,AllClear,2020,1,4247.603
0 days 01:11:20.892000,2,Yellow,2020,1,4280.892
0 days 01:11:28.620000,1,AllClear,2020,1,4288.62
0 days 01:34:24.520000,2,Yellow,2020,1,5664.52
0 days 01:34:38.932000,4,SCDeployed,2020,1,5678.932
0 days 01:40:24.625000,1,AllClear,2020,1,6024.625
0 days 01:40:34.511000,2,Yellow,2020,1,6034.511
0 days 01:40:55.235000,4,SCDeployed,2020,1,6055.235
0 days 01:51:02.467000,1,AllClear,2020,1,6662.467
0 days 02:00:34.428000,2,Yellow,2020,1,7234.428
0 days 02:01:44.898000,1,AllClear,2020,1,7304.898
0 days 02:01:58.819000,2,Yellow,2020,1,7318.819
0 days 02:02:12.139000,1,AllClear,2020,1,7332.139
0 days 00:04:24.927000,1,AllClear,2020,2,264.927
0 days 00:33:51.938000,4,SCDeployed,2020,2,2031.938
0 days 00:37:48.141000,1,AllClear,2020,2,2268.141
0 days 00:38:54.114000,2,Yellow,2020,2,2334.114
0 days 00:39:02.739000,1,AllClear,2020,2,2342.739
0 days 00:00:00,1,AllClear,2020,3,0.0
0 days 00:07:17.355000,2,Yellow,2020,3,437.355
0 days 00:07:35.050000,1,AllClear,2020,3,455.05
0 days 00:38:34.469000,2,Yellow,2020,3,2314.469
0 days 00:38:48.369000,1,AllClear,2020,3,2328.369
0 days 00:39:43.759000,2,Yellow,2020,3,2383.759
0 days 00:39:47.570000,1,AllClear,2020,3,2387.57
0 days 01:31:42.461000,2,Yellow,2020,3,5502.461
0 days 01:31:58.377000,1,AllClear,2020,3,5518.377
0 days 00:08:44.159000,1,AllClear,2020,4,524.159
0 days 00:35:07.230000,2,Yellow,2020,4,2107.23
0 days 00:35:21.022000,4,SCDeployed,2020,4,2121.022
0 days 00:44:16.115000,1,AllClear,2020,4,2656.115
0 days 00:54:57.839000,2,Yellow,2020,4,3297.839
0 days 00:55:05.878000,4,SCDeployed,2020,4,3305.878
0 days 01:09:55.304000,1,AllClear,2020,4,4195.304
0 days 01:54:26.907000,2,Yellow,2020,4,6866.907
0 days 01:54:31.901000,1,AllClear,2020,4,6871.901
0 days 00:00:00,1,AllClear,2020,5,0.0
0 days 00:33:31.095000,2,Yellow,2020,5,2011.095
0 days 00:33:39.012000,1,AllClear,2020,5,2019.012
0 days 01:20:40.834000,2,Yellow,2020,5,4840.834
0 days 01:20:49.323000,1,AllClear,2020,5,4849.323
0 days 00:06:02.707000,1,AllClear,2020,6,362.707
0 days 01:24:54.341000,2,Yellow,2020,6,5094.341
0 days 01:25:39.088000,1,AllClear,2020,6,5139.088
0 days 00:14:39.519000,1,AllClear,2020,7,879.519
0 days 00:14:39.519000,2,Yellow,2020,7,879.519
0 days 00:14:39.519000,1,AllClear,2020,7,879.519
0 days 00:52:08.373000,2,Yellow,2020,7,3128.373
0 days 00:52:19.307000,4,SCDeployed,2020,7,3139.307
0 days 01:03:21.213000,1,AllClear,2020,7,3801.213
0 days 01:58:27.186000,2,Yellow,2020,7,7107.186
0 days 01:58:50.626000,1,AllClear,2020,7,7130.626
0 days 02:00:38.487000,2,Yellow,2020,7,7238.487
0 days 00:00:00,1,AllClear,2020,8,0.0
0 days 00:44:43.018000,2,Yellow,2020,8,2683.018
0 days 00:45:01.840000,1,AllClear,2020,8,2701.84
0 days 01:00:35.255000,2,Yellow,2020,8,3635.255
0 days 01:01:35.482000,4,SCDeployed,2020,8,3695.482
0 days 01:08:43.757000,1,AllClear,2020,8,4123.757
0 days 01:10:21.987000,2,Yellow,2020,8,4221.987
0 days 01:10:26.773000,4,SCDeployed,2020,8,4226.773
0 days 01:13:02.308000,5,Red,2020,8,4382.308
0 days 01:34:01.075000,1,AllClear,2020,8,5641.075
0 days 00:01:19.369000,1,AllClear,2020,9,79.369
0 days 00:33:50.287000,2,Yellow,2020,9,2030.287
0 days 00:34:03.516000,4,SCDeployed,2020,9,2043.516
0 days 00:46:35.103000,1,AllClear,2020,9,2795.103
0 days 00:46:52.739000,2,Yellow,2020,9,2812.739
0 days 00:46:57.296000,4,SCDeployed,2020,9,2817.296
0 days 00:49:34.491000,5,Red,2020,9,2974.491
0 days 01:14:11.784000,1,AllClear,2020,9,4451.784
0 days 02:05:40.977000,2,Yellow,2020,9,7540.977
0 days 02:05:54.264000,4,SCDeployed,2020,9,7554.264
0 days 02:09:44.391000,5,Red,2020,9,7784.391
0 days 02:28:01.392000,1,AllClear,2020,9,8881.392
0 days 00:07:43.184000,1,AllClear,2020,10,463.184
0 days 00:34:06.948000,2,Yellow,2020,10,2046.948
0 days 00:34:32.789000,4,SCDeployed,2020,10,2072.789
0 days 00:47:13.597000,1,AllClear,2020,10,2833.597
0 days 01:49:53.243000,6,VSCDeployed,2020,10,6593.243
0 days 01:50:18.948000,7,VSCEnding,2020,10,6618.948
0 days 01:50:33.695000,1,AllClear,2020,10,6633.695
0 days 02:11:41.425000,2,Yellow,2020,10,7901.425
0 days 00:03:10.938000,1,AllClear,2020,11,190.938
0 days 00:19:50.532000,2,Yellow,2020,11,1190.532
0 days 00:19:55.120000,1,AllClear,2020,11,1195.12
0 days 00:20:08.332000,2,Yellow,2020,11,1208.332
0 days 00:20:19.942000,1,AllClear,2020,11,1219.942
0 days 00:24:07.065000,6,VSCDeployed,2020,11,1447.065
0 days 00:25:11.222000,7,VSCEnding,2020,11,1511.222
0 days 00:25:23.675000,1,AllClear,2020,11,1523.675
0 days 00:25:53.043000,2,Yellow,2020,11,1553.043
0 days 00:29:45.733000,1,AllClear,2020,11,1785.733
0 days 01:07:40.570000,2,Yellow,2020,11,4060.57
0 days 01:08:33.328000,4,SCDeployed,2020,11,4113.328
0 days 01:19:20.193000,1,AllClear,2020,11,4760.193
0 days 00:09:52.059000,1,AllClear,2020,12,592.059
0 days 00:33:36.599000,2,Yellow,2020,12,2016.599
0 days 00:33:44.599000,1,AllClear,2020,12,2024.599
0 days 00:07:45.636000,1,AllClear,2020,13,465.636
0 days 00:33:34.595000,2,Yellow,2020,13,2014.595
0 days 00:33:36.095000,1,AllClear,2020,13,2016.095
0 days 00:33:43.625000,2,Yellow,2020,13,2023.625
0 days 00:34:09.986000,1,AllClear,2020,13,2049.986
0 days 01:11:10.759000,2,Yellow,2020,13,4270.759
0 days 01:12:38.062000,6,VSCDeployed,2020,13,4358.062
0 days 01:13:02.099000,7,VSCEnding,2020,13,4382.099
0 days 01:13:15.888000,1,AllClear,2020,13,4395.888
0 days 01:39:57.577000,2,Yellow,2020,13,5997.577
0 days 01:40:35.530000,4,SCDeployed,2020,13,6035.53
0 days 01:53:53.388000,1,AllClear,2020,13,6833.388
0 days 01:54:36.713000,2,Yellow,2020,13,6876.713
0 days 01:54:44.245000,1,AllClear,2020,13,6884.245
0 days 00:00:00,2,Yellow,2020,14,0.0
0 days 00:01:06.485000,1,AllClear,2020,14,66.485
0 days 00:33:41.378000,2,Yellow,2020,14,2021.378
0 days 00:33:50.775000,1,AllClear,2020,14,2030.775
0 days 00:34:49.880000,2,Yellow,2020,14,2089.88
0 days 00:34:54.190000,1,AllClear,2020,14,2094.19
0 days 00:35:03.673000,2,Yellow,2020,14,2103.673
0 days 00:35:10.183000,1,AllClear,2020,14,2110.183
0 days 00:35:37.610000,2,Yellow,2020,14,2137.61
0 days 00:35:48.638000,1,AllClear,2020,14,2148.638
0 days 00:57:18.090000,2,Yellow,2020,14,3438.09
0 days 00:58:00.357000,6,VSCDeployed,2020,14,3480.357
0 days 01:00:58.764000,7,VSCEnding,2020,14,3658.764
0 days 01:01:13.477000,1,AllClear,2020,14,3673.477
0 days 01:05:47.991000,2,Yellow,2020,14,3947.991
0 days 01:05:52.931000,1,AllClear,2020,14,3952.931
0 days 01:07:18.983000,2,Yellow,2020,14,4038.983
0 days 01:07:30.587000,1,AllClear,2020,14,4050.587
0 days 01:07:30.845000,2,Yellow,2020,14,4050.845
0 days 01:07:38.360000,1,AllClear,2020,14,4058.36
0 days 01:12:33.271000,2,Yellow,2020,14,4353.271
0 days 01:12:43.898000,1,AllClear,2020,14,4363.898
0 days 01:34:11.005000,2,Yellow,2020,14,5651.005
0 days 01:34:16.959000,1,AllClear,2020,14,5656.959
0 days 01:43:12.110000,2,Yellow,2020,14,6192.11
0 days 01:43:35.327000,1,AllClear,2020,14,6215.327
0 days 01:44:32.852000,2,Yellow,2020,14,6272.852
0 days 01:44:38.466000,1,AllClear,2020,14,6278.466
0 days 01:45:34.843000,2,Yellow,2020,14,6334.843
0 days 01:45:45.067000,1,AllClear,2020,14,6345.067
0 days 01:45:55.860000,2,Yellow,2020,14,6355.86
0 days 01:46:04.110000,1,AllClear,2020,14,6364.11
0 days 01:46:09.782000,2,Yellow,2020,14,6369.782
0 days 01:46:19.593000,1,AllClear,2020,14,6379.593
0 days 01:59:03.771000,2,Yellow,2020,14,7143.771
0 days 01:59:16.770000,1,AllClear,2020,14,7156.77
0 days 02:00:04.231000,2,Yellow,2020,14,7204.231
0 days 02:00:09.740000,1,AllClear,2020,14,7209.74
0 days 02:03:34.240000,2,Yellow,2020,14,7414.24
0 days 02:03:42.880000,1,AllClear,2020,14,7422.88
0 days 02:18:45.269000,2,Yellow,2020,14,8325.269
0 days 02:18:49.317000,1,AllClear,2020,14,8329.317
0 days 02:18:57.752000,2,Yellow,2020,14,8337.752
0 days 00:00:00,2,Yellow,2020,15,0.0
0 days 00:00:25.693000,1,AllClear,2020,15,25.693
0 days 00:34:07.560000,5,Red,2020,15,2047.56
0 days 01:50:00.706000,1,AllClear,2020,15,6600.706
0 days 02:00:12.487000,2,Yellow,2020,15,7212.487
0 days 02:00:18.673000,4,SCDeployed,2020,15,7218.673
0 days 02:13:13.766000,1,AllClear,2020,15,7993.766
0 days 02:21:15.688000,2,Yellow,2020,15,8475.688
0 days 02:21:24.246000,1,AllClear,2020,15,8484.246
0 days 03:26:29.779000,2,Yellow,2020,15,12389.779
0 days 03:26:34.944000,4,SCDeployed,2020,15,12394.944
0 days 00:00:00,1,AllClear,2020,16,0.0
0 days 00:33:21.268000,2,Yellow,2020,16,2001.268
0 days 00:33:23.916000,4,SCDeployed,2020,16,2003.916
0 days 00:41:22.426000,1,AllClear,2020,16,2482.426
0 days 01:28:10.248000,2,Yellow,2020,16,5290.248
0 days 01:28:53.834000,6,VSCDeployed,2020,16,5333.834
0 days 01:29:35.990000,7,VSCEnding,2020,16,5375.99
0 days 01:29:48.810000,1,AllClear,2020,16,5388.81
0 days 01:34:56.255000,2,Yellow,2020,16,5696.255
0 days 01:34:58.235000,1,AllClear,2020,16,5698.235
0 days 01:34:58.949000,2,Yellow,2020,16,5698.949
0 days 01:35:01.202000,1,AllClear,2020,16,5701.202
0 days 01:35:09.968000,2,Yellow,2020,16,5709.968
0 days 01:35:17.792000,6,VSCDeployed,2020,16,5717.792
0 days 01:36:18.690000,4,SCDeployed,2020,16,5778.69
0 days 01:45:48.950000,1,AllClear,2020,16,6348.95
0 days 00:08:40.721000,1,AllClear,2020,17,520.721
0 days 00:49:19.126000,2,Yellow,2020,17,2959.126
0 days 00:49:35.215000,6,VSCDeployed,2020,17,2975.215
0 days 00:52:35.245000,4,SCDeployed,2020,17,3155.245
0 days 00:58:45.423000,1,AllClear,2020,17,3525.423
0 days 00:00:00,1,AllClear,2021,1,0.0
0 days 00:27:39.918000,2,Yellow,2021,1,1659.918
0 days 00:27:41.288000,1,AllClear,2021,1,1661.288
0 days 00:37:34.997000,2,Yellow,2021,1,2254.997
0 days 00:38:12.198000,4,SCDeployed,2021,1,2292.198
0 days 00:43:48.936000,1,AllClear,2021,1,2628.936
0 days 00:44:47.777000,2,Yellow,2021,1,2687.777
0 days 00:45:01.019000,1,AllClear,2021,1,2701.019
0 days 00:45:33.063000,6,VSCDeployed,2021,1,2733.063
0 days 00:46:16.419000,7,VSCEnding,2021,1,2776.419
0 days 00:46:29.986000,1,AllClear,2021,1,2789.986
0 days 01:50:13.169000,2,Yellow,2021,1,6613.169
0 days 01:50:20.738000,1,AllClear,2021,1,6620.738
0 days 00:00:00,1,AllClear,2021,2,0.0
0 days 00:03:33.085000,2,Yellow,2021,2,213.085
0 days 00:09:36.333000,1,AllClear,2021,2,576.333
0 days 00:34:32.243000,2,Yellow,2021,2,2072.243
0 days 00:34:36.760000,1,AllClear,2021,2,2076.76
0 days 00:34:45.778000,2,Yellow,2021,2,2085.778
0 days 00:34:55.943000,4,SCDeployed,2021,2,2095.943
0 days 00:46:44.410000,1,AllClear,2021,2,2804.41
0 days 00:52:36.021000,2,Yellow,2021,2,3156.021
0 days 00:52:41.451000,1,AllClear,2021,2,3161.451
0 days 00:57:16.023000,2,Yellow,2021,2,3436.023
0 days 00:57:18.095000,1,AllClear,2021,2,3438.095
0 days 01:23:30.732000,2,Yellow,2021,2,5010.732
0 days 01:24:44.242000,4,SCDeployed,2021,2,5084.242
0 days 01:27:40.736000,5,Red,2021,2,5260.736
0 days 01:49:48.562000,1,AllClear,2021,2,6588.562
0 days 01:58:09.632000,2,Yellow,2021,2,7089.632
0 days 01:58:29.648000,1,AllClear,2021,2,7109.648
0 days 02:02:24.487000,2,Yellow,2021,2,7344.487
0 days 02:02:40.089000,1,AllClear,2021,2,7360.089
0 days 02:33:24.703000,2,Yellow,2021,2,9204.703
0 days 02:33:32.700000,1,AllClear,2021,2,9212.7
0 days 00:00:00,1,AllClear,2021,3,0.0
0 days 00:35:04.391000,4,SCDeployed,2021,3,2104.391
0 days 00:44:53.571000,1,AllClear,2021,3,2693.571
0 days 00:13:38.039000,1,AllClear,2021,4,818.039
0 days 00:43:22.754000,2,Yellow,2021,4,2602.754
0 days 00:44:22.323000,4,SCDeployed,2021,4,2662.323
0 days 00:48:47.890000,1,AllClear,2021,4,2927.89
0 days 00:00:00,1,AllClear,2021,5,0.0
0 days 00:02:49.680000,1,AllClear,2021,6,169.68
0 days 00:27:39.207000,2,Yellow,2021,6,1659.207
0 days 00:27:48.096000,1,AllClear,2021,6,1668.096
0 days 00:28:26.329000,2,Yellow,2021,6,1706.329
0 days 00:28:30.945000,1,AllClear,2021,6,1710.945
0 days 00:32:17.953000,2,Yellow,2021,6,1937.953
0 days 00:32:19.329000,1,AllClear,2021,6,1939.329
0 days 00:33:27.961000,2,Yellow,2021,6,2007.961
0 days 00:33:32.467000,1,AllClear,2021,6,2012.467
0 days 00:41:04.172000,2,Yellow,2021,6,2464.172
0 days 00:41:08.798000,1,AllClear,2021,6,2468.798
0 days 00:53:27.543000,2,Yellow,2021,6,3207.543
0 days 00:53:51.158000,1,AllClear,2021,6,3231.158
0 days 01:15:29.316000,2,Yellow,2021,6,4529.316
0 days 01:15:31.501000,1,AllClear,2021,6,4531.501
0 days 01:17:24.211000,2,Yellow,2021,6,4644.211
0 days 01:17:34.620000,1,AllClear,2021,6,4654.62
0 days 01:27:57.646000,2,Yellow,2021,6,5277.646
0 days 01:28:32.488000,4,SCDeployed,2021,6,5312.488
0 days 01:41:42.267000,1,AllClear,2021,6,6102.267
0 days 02:01:37.754000,2,Yellow,2021,6,7297.754
0 days 02:02:46.814000,4,SCDeployed,2021,6,7366.814
0 days 02:06:03.265000,5,Red,2021,6,7563.265
0 days 02:08:36.346000,1,AllClear,2021,6,7716.346
0 days 02:10:24.360000,2,Yellow,2021,6,7824.36
0 days 02:10:37.354000,1,AllClear,2021,6,7837.354
0 days 02:44:10.459000,2,Yellow,2021,6,9850.459
0 days 02:44:16.002000,1,AllClear,2021,6,9856.002
0 days 02:48:39.043000,2,Yellow,2021,6,10119.043
0 days 02:50:42.346000,1,AllClear,2021,6,10242.346
0 days 00:01:22.354000,1,AllClear,2021,7,82.354
0 days 00:00:00,1,AllClear,2021,8,0.0
0 days 00:33:34.794000,2,Yellow,2021,8,2014.794
0 days 00:33:38.604000,1,AllClear,2021,8,2018.604
0 days 00:14:34.915000,1,AllClear,2021,9,874.915
0 days 01:02:54.246000,4,SCDeployed,2021,9,3774.246
0 days 01:06:57.843000,1,AllClear,2021,9,4017.843
0 days 02:25:40.520000,2,Yellow,2021,9,8740.52
0 days 02:26:42.654000,1,AllClear,2021,9,8802.654
0 days 00:02:51.800000,1,AllClear,2021,10,171.8
0 days 00:02:51.800000,2,Yellow,2021,10,171.8
0 days 00:07:27.496000,1,AllClear,2021,10,447.496
0 days 00:21:27.130000,2,Yellow,2021,10,1287.13
0 days 00:21:33.982000,1,AllClear,2021,10,1293.982
0 days 01:03:17.629000,2,Yellow,2021,10,3797.629
0 days 01:03:31.052000,4,SCDeployed,2021,10,3811.052
0 days 01:05:38.849000,5,Red,2021,10,3938.849
0 days 01:30:42.127000,1,AllClear,2021,10,5442.127
0 days 01:46:06.806000,2,Yellow,2021,10,6366.806
0 days 01:46:15.709000,1,AllClear,2021,10,6375.709
0 days 02:52:54.926000,2,Yellow,2021,10,10374.926
0 days 02:53:04.718000,1,AllClear,2021,10,10384.718
0 days 00:07:00.122000,1,AllClear,2021,11,420.122
0 days 01:02:29.505000,2,Yellow,2021,11,3749.505
0 days 01:03:23.239000,4,SCDeployed,2021,11,3803.239
0 days 01:06:15.187000,5,Red,2021,11,3975.187
0 days 01:21:35.973000,1,AllClear,2021,11,4895.973
0 days 02:57:17.504000,2,Yellow,2021,11,10637.504
0 days 02:57:23.516000,1,AllClear,2021,11,10643.516
0 days 03:08:31.789000,2,Yellow,2021,11,11311.789
0 days 00:00:00,1,AllClear,2021,12,0.0
0 days 00:25:25.432000,2,Yellow,2021,12,1525.432
0 days 00:32:17.778000,1,AllClear,2021,12,1937.778
0 days 01:29:40.939000,5,Red,2021,12,5380.939
0 days 04:10:20.221000,1,AllClear,2021,12,15020.221
0 days 04:24:35.144000,5,Red,2021,12,15875.144
0 days 00:00:00,1,AllClear,2021,13,0.0
0 days 01:48:13.346000,2,Yellow,2021,13,6493.346
0 days 01:48:20.519000,1,AllClear,2021,13,6500.519
0 days 00:00:00,2,Yellow,2021,14,0.0
0 days 00:07:57.070000,1,AllClear,2021,14,477.07
0 days 01:03:01.414000,2,Yellow,2021,14,3781.414
0 days 01:03:10.010000,1,AllClear,2021,14,3790.01
0 days 01:03:21.515000,6,VSCDeployed,2021,14,3801.515
0 days 01:04:00.484000,7,VSCEnding,2021,14,3840.484
0 days 01:04:10.726000,1,AllClear,2021,14,3850.726
0 days 01:39:26.397000,2,Yellow,2021,14,5966.397
0 days 01:39:40.973000,4,SCDeployed,2021,14,5980.973
0 days 01:50:52.042000,1,AllClear,2021,14,6652.042
0 days 01:53:07.940000,2,Yellow,2021,14,6787.94
0 days 01:53:17.838000,1,AllClear,2021,14,6797.838
0 days 02:06:06.050000,2,Yellow,2021,14,7566.05
0 days 02:06:32.398000,1,AllClear,2021,14,7592.398
0 days 02:09:25.958000,2,Yellow,2021,14,7765.958
0 days 02:10:03.983000,6,VSCDeployed,2021,14,7803.983
0 days 02:10:59.312000,7,VSCEnding,2021,14,7859.312
0 days 02:11:10.949000,1,AllClear,2021,14,7870.949
0 days 00:00:00,1,AllClear,2021,15,0.0
0 days 01:05:20.560000,2,Yellow,2021,15,3920.56
0 days 01:05:38.804000,1,AllClear,2021,15,3938.804
0 days 02:22:19.389000,2,Yellow,2021,15,8539.389
0 days 02:22:20.695000,1,AllClear,2021,15,8540.695
0 days 02:22:23.311000,2,Yellow,2021,15,8543.311
0 days 02:22:28.703000,1,AllClear,2021,15,8548.703
0 days 02:23:48.889000,2,Yellow,2021,15,8628.889
0 days 02:23:56.244000,1,AllClear,2021,15,8636.244
0 days 02:24:03.459000,2,Yellow,2021,15,8643.459
0 days 02:24:07.039000,1,AllClear,2021,15,8647.039
0 days 02:28:34.381000,2,Yellow,2021,15,8914.381
0 days 02:28:39.190000,1,AllClear,2021,15,8919.19
0 days 02:28:52.985000,2,Yellow,2021,15,8932.985
0 days 02:29:16.753000,1,AllClear,2021,15,8956.753
0 days 02:29:40.179000,2,Yellow,2021,15,8980.179
0 days 02:30:01.080000,1,AllClear,2021,15,9001.08
0 days 00:00:00,2,Yellow,2021,16,0.0
0 days 00:06:29.703000,1,AllClear,2021,16,389.703
0 days 00:33:30.711000,2,Yellow,2021,16,2010.711
0 days 00:33:40.018000,1,AllClear,2021,16,2020.018
0 days 01:02:34.600000,2,Yellow,2021,16,3754.6
0 days 01:02:38.755000,1,AllClear,2021,16,3758.755
0 days 01:03:41.022000,2,Yellow,2021,16,3821.022
0 days 01:03:53.827000,1,AllClear,2021,16,3833.827
0 days 01:04:35.505000,2,Yellow,2021,16,3875.505
0 days 01:04:40.746000,1,AllClear,2021,16,3880.746
0 days 01:37:09.369000,2,Yellow,2021,16,5829.369
0 days 01:37:15.408000,1,AllClear,2021,16,5835.408
0 days 02:00:43.862000,2,Yellow,2021,16,7243.862
0 days 02:00:47.732000,1,AllClear,2021,16,7247.732
0 days 02:01:14.067000,2,Yellow,2021,16,7274.067
0 days 02:01:15.601000,1,AllClear,2021,16,7275.601
0 days 00:00:00,1,AllClear,2021,17,0.0
0 days 01:02:52.943000,2,Yellow,2021,17,3772.943
0 days 01:03:15.704000,1,AllClear,2021,17,3795.704
0 days 01:48:33.645000,6,VSCDeployed,2021,17,6513.645
0 days 01:48:53.725000,7,VSCEnding,2021,17,6533.725
0 days 01:49:06.486000,1,AllClear,2021,17,6546.486
0 days 02:31:31.754000,2,Yellow,2021,17,9091.754
0 days 02:31:35.851000,1,AllClear,2021,17,9095.851
0 days 00:00:00,2,Yellow,2021,18,0.0
0 days 00:07:05.555000,1,AllClear,2021,18,425.555
0 days 01:02:25.133000,2,Yellow,2021,18,3745.133
0 days 01:03:02.255000,4,SCDeployed,2021,18,3782.255
0 days 01:10:07.807000,1,AllClear,2021,18,4207.807
0 days 00:13:56.358000,1,AllClear,2021,19,836.358
0 days 01:08:53.051000,4,SCDeployed,2021,19,4133.051
0 days 01:15:55.042000,1,AllClear,2021,19,4555.042
0 days 01:19:10.057000,6,VSCDeployed,2021,19,4750.057
0 days 01:22:28.753000,7,VSCEnding,2021,19,4948.753
0 days 01:22:40.247000,1,AllClear,2021,19,4960.247
0 days 01:43:09.876000,6,VSCDeployed,2021,19,6189.876
0 days 01:43:57.781000,7,VSCEnding,2021,19,6237.781
0 days 01:44:11.332000,1,AllClear,2021,19,6251.332
0 days 00:00:03.111000,2,Yellow,2021,20,3.111
0 days 00:03:52.277000,1,AllClear,2021,20,232.277
0 days 00:03:59.214000,2,Yellow,2021,20,239.214
0 days 00:04:01.194000,1,AllClear,2021,20,241.194
0 days 00:04:05.123000,2,Yellow,2021,20,245.123
0 days 00:04:07.302000,1,AllClear,2021,20,247.302
0 days 00:04:15.014000,2,Yellow,2021,20,255.014
0 days 00:04:16.350000,1,AllClear,2021,20,256.35
0 days 00:04:18.118000,2,Yellow,2021,20,258.118
0 days 00:04:20.445000,1,AllClear,2021,20,260.445
0 days 00:04:32.642000,2,Yellow,2021,20,272.642
0 days 00:04:34.814000,1,AllClear,2021,20,274.814
0 days 01:00:55.060000,2,Yellow,2021,20,3655.06
0 days 01:00:56.400000,1,AllClear,2021,20,3656.4
0 days 01:51:29.252000,2,Yellow,2021,20,6689.252
0 days 01:51:51.290000,1,AllClear,2021,20,6711.29
0 days 01:52:03.476000,2,Yellow,2021,20,6723.476
0 days 01:52:14.727000,1,AllClear,2021,20,6734.727
0 days 02:16:44.912000,2,Yellow,2021,20,8204.912
0 days 02:16:52.398000,1,AllClear,2021,20,8212.398
0 days 02:16:53.692000,2,Yellow,2021,20,8213.692
0 days 02:17:00.909000,1,AllClear,2021,20,8220.909
0 days 02:19:19.105000,2,Yellow,2021,20,8359.105
0 days 02:19:21.483000,1,AllClear,2021,20,8361.483
0 days 02:23:09.971000,6,VSCDeployed,2021,20,8589.971
0 days 02:25:47.258000,7,VSCEnding,2021,20,8747.258
0 days 02:25:59.667000,1,AllClear,2021,20,8759.667
0 days 00:00:00,1,AllClear,2021,21,0.0
0 days 00:30:53.856000,2,Yellow,2021,21,1853.856
0 days 00:31:12.451000,1,AllClear,2021,21,1872.451
0 days 00:50:13.042000,2,Yellow,2021,21,3013.042
0 days 00:50:14.845000,1,AllClear,2021,21,3014.845
0 days 01:15:58.449000,2,Yellow,2021,21,4558.449
0 days 01:16:10.264000,4,SCDeployed,2021,21,4570.264
0 days 01:24:52.688000,5,Red,2021,21,5092.688
0 days 01:34:21.474000,1,AllClear,2021,21,5661.474
0 days 01:47:47.276000,2,Yellow,2021,21,6467.276
0 days 01:48:22.569000,5,Red,2021,21,6502.569
0 days 02:00:34.203000,1,AllClear,2021,21,7234.203
0 days 02:22:23.419000,2,Yellow,2021,21,8543.419
0 days 02:23:10.025000,6,VSCDeployed,2021,21,8590.025
0 days 02:24:58.871000,7,VSCEnding,2021,21,8698.871
0 days 02:25:09.931000,1,AllClear,2021,21,8709.931
0 days 02:30:07.808000,6,VSCDeployed,2021,21,9007.808
0 days 02:30:43.353000,7,VSCEnding,2021,21,9043.353
0 days 02:30:58.271000,1,AllClear,2021,21,9058.271
0 days 02:33:02.530000,6,VSCDeployed,2021,21,9182.53
0 days 02:40:12.660000,7,VSCEnding,2021,21,9612.66
0 days 02:40:23.767000,1,AllClear,2021,21,9623.767
