Time,Status,Message,Season,Round,Date
0 days 00:52:35.245000,4,SCDeployed,2020,17,2020-12-13 14:02:35.245
0 days 00:58:45.423000,1,AllClear,2020,17,2020-12-13 14:08:45.423
0 days 00:00:00,1,AllClear,2021,1,2021-03-28 15:00:00.000
0 days 00:27:39.918000,2,Yellow,2021,1,2021-03-28 15:27:39.918
0 days 00:27:41.288000,1,AllClear,2021,1,2021-03-28 15:27:41.288
0 days 00:37:34.997000,2,Yellow,2021,1,2021-03-28 15:37:34.997
0 days 00:38:12.198000,4,SCDeployed,2021,1,2021-03-28 15:38:12.198
0 days 00:43:48.936000,1,AllClear,2021,1,2021-03-28 15:43:48.936
0 days 00:44:47.777000,2,Yellow,2021,1,2021-03-28 15:44:47.777
0 days 00:45:01.019000,1,AllClear,2021,1,2021-03-28 15:45:01.019
0 days 00:45:33.063000,6,VSCDeployed,2021,1,2021-03-28 15:45:33.063
0 days 00:46:16.419000,7,VSCEnding,2021,1,2021-03-28 15:46:16.419
0 days 00:46:29.986000,1,AllClear,2021,1,2021-03-28 15:46:29.986
0 days 01:50:13.169000,2,Yellow,2021,1,2021-03-28 16:50:13.169
0 days 01:50:20.738000,1,AllClear,2021,1,2021-03-28 16:50:20.738
0 days 00:00:00,1,AllClear,2021,2,2021-04-18 13:00:00.000
0 days 00:03:33.085000,2,Yellow,2021,2,2021-04-18 13:03:33.085
0 days 00:09:36.333000,1,AllClear,2021,2,2021-04-18 13:09:36.333
0 days 00:34:32.243000,2,Yellow,2021,2,2021-04-18 13:34:32.243
0 days 00:34:36.760000,1,AllClear,2021,2,2021-04-18 13:34:36.760
0 days 00:34:45.778000,2,Yellow,2021,2,2021-04-18 13:34:45.778
0 days 00:34:55.943000,4,SCDeployed,2021,2,2021-04-18 13:34:55.943
0 days 00:46:44.410000,1,AllClear,2021,2,2021-04-18 13:46:44.410
0 days 00:52:36.021000,2,Yellow,2021,2,2021-04-18 13:52:36.021
0 days 00:52:41.451000,1,AllClear,2021,2,2021-04-18 13:52:41.451
0 days 00:57:16.023000,2,Yellow,2021,2,2021-04-18 13:57:16.023
0 days 00:57:18.095000,1,AllClear,2021,2,2021-04-18 13:57:18.095
0 days 01:23:30.732000,2,Yellow,2021,2,2021-04-18 14:23:30.732
0 days 01:24:44.242000,4,SCDeployed,2021,2,2021-04-18 14:24:44.242
0 days 01:27:40.736000,5,Red,2021,2,2021-04-18 14:27:40.736
0 days 01:49:48.562000,1,AllClear,2021,2,2021-04-18 14:49:48.562
0 days 01:58:09.632000,2,Yellow,2021,2,2021-04-18 14:58:09.632
0 days 01:58:29.648000,1,AllClear,2021,2,2021-04-18 14:58:29.648
0 days 02:02:24.487000,2,Yellow,2021,2,2021-04-18 15:02:24.487
0 days 02:02:40.089000,1,AllClear,2021,2,2021-04-18 15:02:40.089
0 days 02:33:24.703000,2,Yellow,2021,2,2021-04-18 15:33:24.703
0 days 02:33:32.700000,1,AllClear,2021,2,2021-04-18 15:33:32.700
0 days 00:00:00,1,AllClear,2021,3,2021-05-02 14:00:00.000
0 days 00:35:04.391000,4,SCDeployed,2021,3,2021-05-02 14:35:04.391
0 days 00:44:53.571000,1,AllClear,2021,3,2021-05-02 14:44:53.571
0 days 00:13:38.039000,1,AllClear,2021,4,2021-05-09 13:13:38.039
0 days 00:43:22.754000,2,Yellow,2021,4,2021-05-09 13:43:22.754
0 days 00:44:22.323000,4,SCDeployed,2021,4,2021-05-09 13:44:22.323
0 days 00:48:47.890000,1,AllClear,2021,4,2021-05-09 13:48:47.890
0 days 00:00:00,1,AllClear,2021,5,2021-05-23 13:00:00.000
0 days 00:02:49.680000,1,AllClear,2021,6,2021-06-06 12:02:49.680
0 days 00:27:39.207000,2,Yellow,2021,6,2021-06-06 12:27:39.207
0 days 00:27:48.096000,1,AllClear,2021,6,2021-06-06 12:27:48.096
0 days 00:28:26.329000,2,Yellow,2021,6,2021-06-06 12:28:26.329
0 days 00:28:30.945000,1,AllClear,2021,6,2021-06-06 12:28:30.945
0 days 00:32:17.953000,2,Yellow,2021,6,2021-06-06 12:32:17.953
0 days 00:32:19.329000,1,AllClear,2021,6,2021-06-06 12:32:19.329
0 days 00:33:27.961000,2,Yellow,2021,6,2021-06-06 12:33:27.961
0 days 00:33:32.467000,1,AllClear,2021,6,2021-06-06 12:33:32.467
0 days 00:41:04.172000,2,Yellow,2021,6,2021-06-06 12:41:04.172
0 days 00:41:08.798000,1,AllClear,2021,6,2021-06-06 12:41:08.798
0 days 00:53:27.543000,2,Yellow,2021,6,2021-06-06 12:53:27.543
0 days 00:53:51.158000,1,AllClear,2021,6,2021-06-06 12:53:51.158
0 days 01:15:29.316000,2,Yellow,2021,6,2021-06-06 13:15:29.316
0 days 01:15:31.501000,1,AllClear,2021,6,2021-06-06 13:15:31.501
0 days 01:17:24.211000,2,Yellow,2021,6,2021-06-06 13:17:24.211
0 days 01:17:34.620000,1,AllClear,2021,6,2021-06-06 13:17:34.620
0 days 01:27:57.646000,2,Yellow,2021,6,2021-06-06 13:27:57.646
0 days 01:28:32.488000,4,SCDeployed,2021,6,2021-06-06 13:28:32.488
0 days 01:41:42.267000,1,AllClear,2021,6,2021-06-06 13:41:42.267
0 days 02:01:37.754000,2,Yellow,2021,6,2021-06-06 14:01:37.754
0 days 02:02:46.814000,4,SCDeployed,2021,6,2021-06-06 14:02:46.814
0 days 02:06:03.265000,5,Red,2021,6,2021-06-06 14:06:03.265
0 days 02:08:36.346000,1,AllClear,2021,6,2021-06-06 14:08:36.346
0 days 02:10:24.360000,2,Yellow,2021,6,2021-06-06 14:10:24.360
0 days 02:10:37.354000,1,AllClear,2021,6,2021-06-06 14:10:37.354
0 days 02:44:10.459000,2,Yellow,2021,6,2021-06-06 14:44:10.459
0 days 02:44:16.002000,1,AllClear,2021,6,2021-06-06 14:44:16.002
0 days 02:48:39.043000,2,Yellow,2021,6,2021-06-06 14:48:39.043
0 days 02:50:42.346000,1,AllClear,2021,6,2021-06-06 14:50:42.346
0 days 00:01:22.354000,1,AllClear,2021,7,2021-06-20 13:01:22.354
0 days 00:00:00,1,AllClear,2021,8,2021-06-27 13:00:00.000
0 days 00:33:34.794000,2,Yellow,2021,8,2021-06-27 13:33:34.794
0 days 00:33:38.604000,1,AllClear,2021,8,2021-06-27 13:33:38.604
0 days 00:14:34.915000,1,AllClear,2021,9,2021-07-04 13:14:34.915
0 days 01:02:54.246000,4,SCDeployed,2021,9,2021-07-04 14:02:54.246
0 days 01:06:57.843000,1,AllClear,2021,9,2021-07-04 14:06:57.843
0 days 02:25:40.520000,2,Yellow,2021,9,2021-07-04 15:25:40.520
0 days 02:26:42.654000,1,AllClear,2021,9,2021-07-04 15:26:42.654
0 days 00:02:51.800000,2,Yellow,2021,10,2021-07-18 14:02:51.800
0 days 00:02:51.800000,1,AllClear,2021,10,2021-07-18 14:02:51.800
0 days 00:07:27.496000,1,AllClear,2021,10,2021-07-18 14:07:27.496
0 days 00:21:27.130000,2,Yellow,2021,10,2021-07-18 14:21:27.130
0 days 00:21:33.982000,1,AllClear,2021,10,2021-07-18 14:21:33.982
0 days 01:03:17.629000,2,Yellow,2021,10,2021-07-18 15:03:17.629
0 days 01:03:31.052000,4,SCDeployed,2021,10,2021-07-18 15:03:31.052
0 days 01:05:38.849000,5,Red,2021,10,2021-07-18 15:05:38.849
0 days 01:30:42.127000,1,AllClear,2021,10,2021-07-18 15:30:42.127
0 days 01:46:06.806000,2,Yellow,2021,10,2021-07-18 15:46:06.806
0 days 01:46:15.709000,1,AllClear,2021,10,2021-07-18 15:46:15.709
0 days 02:52:54.926000,2,Yellow,2021,10,2021-07-18 16:52:54.926
0 days 02:53:04.718000,1,AllClear,2021,10,2021-07-18 16:53:04.718
0 days 00:07:00.122000,1,AllClear,2021,11,2021-08-01 13:07:00.122
0 days 01:02:29.505000,2,Yellow,2021,11,2021-08-01 14:02:29.505
0 days 01:03:23.239000,4,SCDeployed,2021,11,2021-08-01 14:03:23.239
0 days 01:06:15.187000,5,Red,2021,11,2021-08-01 14:06:15.187
0 days 01:21:35.973000,1,AllClear,2021,11,2021-08-01 14:21:35.973
0 days 02:57:17.504000,2,Yellow,2021,11,2021-08-01 15:57:17.504
0 days 02:57:23.516000,1,AllClear,2021,11,2021-08-01 15:57:23.516
0 days 03:08:31.789000,2,Yellow,2021,11,2021-08-01 16:08:31.789
0 days 00:00:00,1,AllClear,2021,12,2021-08-29 13:00:00.000
0 days 00:25:25.432000,2,Yellow,2021,12,2021-08-29 13:25:25.432
0 days 00:32:17.778000,1,AllClear,2021,12,2021-08-29 13:32:17.778
0 days 01:29:40.939000,5,Red,2021,12,2021-08-29 14:29:40.939
0 days 04:10:20.221000,1,AllClear,2021,12,2021-08-29 17:10:20.221
0 days 04:24:35.144000,5,Red,2021,12,2021-08-29 17:24:35.144
0 days 00:00:00,1,AllClear,2021,13,2021-09-05 13:00:00.000
0 days 01:48:13.346000,2,Yellow,2021,13,2021-09-05 14:48:13.346
0 days 01:48:20.519000,1,AllClear,2021,13,2021-09-05 14:48:20.519
0 days 00:00:00,2,Yellow,2021,14,2021-09-12 13:00:00.000
0 days 00:07:57.070000,1,AllClear,2021,14,2021-09-12 13:07:57.070
0 days 01:03:01.414000,2,Yellow,2021,14,2021-09-12 14:03:01.414
0 days 01:03:10.010000,1,AllClear,2021,14,2021-09-12 14:03:10.010
0 days 01:03:21.515000,6,VSCDeployed,2021,14,2021-09-12 14:03:21.515
0 days 01:04:00.484000,7,VSCEnding,2021,14,2021-09-12 14:04:00.484
0 days 01:04:10.726000,1,AllClear,2021,14,2021-09-12 14:04:10.726
0 days 01:39:26.397000,2,Yellow,2021,14,2021-09-12 14:39:26.397
0 days 01:39:40.973000,4,SCDeployed,2021,14,2021-09-12 14:39:40.973
0 days 01:50:52.042000,1,AllClear,2021,14,2021-09-12 14:50:52.042
0 days 01:53:07.940000,2,Yellow,2021,14,2021-09-12 14:53:07.940
0 days 01:53:17.838000,1,AllClear,2021,14,2021-09-12 14:53:17.838
0 days 02:06:06.050000,2,Yellow,2021,14,2021-09-12 15:06:06.050
0 days 02:06:32.398000,1,AllClear,2021,14,2021-09-12 15:06:32.398
0 days 02:09:25.958000,2,Yellow,2021,14,2021-09-12 15:09:25.958
0 days 02:10:03.983000,6,VSCDeployed,2021,14,2021-09-12 15:10:03.983
0 days 02:10:59.312000,7,VSCEnding,2021,14,2021-09-12 15:10:59.312
0 days 02:11:10.949000,1,AllClear,2021,14,2021-09-12 15:11:10.949
0 days 00:00:00,1,AllClear,2021,15,2021-09-26 12:00:00.000
0 days 01:05:20.560000,2,Yellow,2021,15,2021-09-26 13:05:20.560
0 days 01:05:38.804000,1,AllClear,2021,15,2021-09-26 13:05:38.804
0 days 02:22:19.389000,2,Yellow,2021,15,2021-09-26 14:22:19.389
0 days 02:22:20.695000,1,AllClear,2021,15,2021-09-26 14:22:20.695
0 days 02:22:23.311000,2,Yellow,2021,15,2021-09-26 14:22:23.311
0 days 02:22:28.703000,1,AllClear,2021,15,2021-09-26 14:22:28.703
0 days 02:23:48.889000,2,Yellow,2021,15,2021-09-26 14:23:48.889
0 days 02:23:56.244000,1,AllClear,2021,15,2021-09-26 14:23:56.244
0 days 02:24:03.459000,2,Yellow,2021,15,2021-09-26 14:24:03.459
0 days 02:24:07.039000,1,AllClear,2021,15,2021-09-26 14:24:07.039
0 days 02:28:34.381000,2,Yellow,2021,15,2021-09-26 14:28:34.381
0 days 02:28:39.190000,1,AllClear,2021,15,2021-09-26 14:28:39.190
0 days 02:28:52.985000,2,Yellow,2021,15,2021-09-26 14:28:52.985
0 days 02:29:16.753000,1,AllClear,2021,15,2021-09-26 14:29:16.753
0 days 02:29:40.179000,2,Yellow,2021,15,2021-09-26 14:29:40.179
0 days 02:30:01.080000,1,AllClear,2021,15,2021-09-26 14:30:01.080
0 days 00:00:00,2,Yellow,2021,16,2021-10-10 12:00:00.000
0 days 00:06:29.703000,1,AllClear,2021,16,2021-10-10 12:06:29.703
0 days 00:33:30.711000,2,Yellow,2021,16,2021-10-10 12:33:30.711
0 days 00:33:40.018000,1,AllClear,2021,16,2021-10-10 12:33:40.018
0 days 01:02:34.600000,2,Yellow,2021,16,2021-10-10 13:02:34.600
0 days 01:02:38.755000,1,AllClear,2021,16,2021-10-10 13:02:38.755
0 days 01:03:41.022000,2,Yellow,2021,16,2021-10-10 13:03:41.022
0 days 01:03:53.827000,1,AllClear,2021,16,2021-10-10 13:03:53.827
0 days 01:04:35.505000,2,Yellow,2021,16,2021-10-10 13:04:35.505
0 days 01:04:40.746000,1,AllClear,2021,16,2021-10-10 13:04:40.746
0 days 01:37:09.369000,2,Yellow,2021,16,2021-10-10 13:37:09.369
0 days 01:37:15.408000,1,AllClear,2021,16,2021-10-10 13:37:15.408
0 days 02:00:43.862000,2,Yellow,2021,16,2021-10-10 14:00:43.862
0 days 02:00:47.732000,1,AllClear,2021,16,2021-10-10 14:00:47.732
0 days 02:01:14.067000,2,Yellow,2021,16,2021-10-10 14:01:14.067
0 days 02:01:15.601000,1,AllClear,2021,16,2021-10-10 14:01:15.601
0 days 00:00:00,1,AllClear,2021,17,2021-10-24 19:00:00.000
0 days 01:02:52.943000,2,Yellow,2021,17,2021-10-24 20:02:52.943
0 days 01:03:15.704000,1,AllClear,2021,17,2021-10-24 20:03:15.704
0 days 01:48:33.645000,6,VSCDeployed,2021,17,2021-10-24 20:48:33.645
0 days 01:48:53.725000,7,VSCEnding,2021,17,2021-10-24 20:48:53.725
0 days 01:49:06.486000,1,AllClear,2021,17,2021-10-24 20:49:06.486
0 days 02:31:31.754000,2,Yellow,2021,17,2021-10-24 21:31:31.754
0 days 02:31:35.851000,1,AllClear,2021,17,2021-10-24 21:31:35.851
0 days 00:00:00,2,Yellow,2021,18,2021-11-07 19:00:00.000
0 days 00:07:05.555000,1,AllClear,2021,18,2021-11-07 19:07:05.555
0 days 01:02:25.133000,2,Yellow,2021,18,2021-11-07 20:02:25.133
0 days 01:03:02.255000,4,SCDeployed,2021,18,2021-11-07 20:03:02.255
0 days 01:10:07.807000,1,AllClear,2021,18,2021-11-07 20:10:07.807
0 days 00:13:56.358000,1,AllClear,2021,19,2021-11-14 17:13:56.358
0 days 01:08:53.051000,4,SCDeployed,2021,19,2021-11-14 18:08:53.051
0 days 01:15:55.042000,1,AllClear,2021,19,2021-11-14 18:15:55.042
0 days 01:19:10.057000,6,VSCDeployed,2021,19,2021-11-14 18:19:10.057
0 days 01:22:28.753000,7,VSCEnding,2021,19,2021-11-14 18:22:28.753
0 days 01:22:40.247000,1,AllClear,2021,19,2021-11-14 18:22:40.247
0 days 01:43:09.876000,6,VSCDeployed,2021,19,2021-11-14 18:43:09.876
0 days 01:43:57.781000,7,VSCEnding,2021,19,2021-11-14 18:43:57.781
0 days 01:44:11.332000,1,AllClear,2021,19,2021-11-14 18:44:11.332
0 days 00:00:03.111000,2,Yellow,2021,20,2021-11-21 14:00:03.111
0 days 00:03:52.277000,1,AllClear,2021,20,2021-11-21 14:03:52.277
0 days 00:03:59.214000,2,Yellow,2021,20,2021-11-21 14:03:59.214
0 days 00:04:01.194000,1,AllClear,2021,20,2021-11-21 14:04:01.194
0 days 00:04:05.123000,2,Yellow,2021,20,2021-11-21 14:04:05.123
0 days 00:04:07.302000,1,AllClear,2021,20,2021-11-21 14:04:07.302
0 days 00:04:15.014000,2,Yellow,2021,20,2021-11-21 14:04:15.014
0 days 00:04:16.350000,1,AllClear,2021,20,2021-11-21 14:04:16.350
0 days 00:04:18.118000,2,Yellow,2021,20,2021-11-21 14:04:18.118
0 days 00:04:20.445000,1,AllClear,2021,20,2021-11-21 14:04:20.445
0 days 00:04:32.642000,2,Yellow,2021,20,2021-11-21 14:04:32.642
0 days 00:04:34.814000,1,AllClear,2021,20,2021-11-21 14:04:34.814
0 days 01:00:55.060000,2,Yellow,2021,20,2021-11-21 15:00:55.060
0 days 01:00:56.400000,1,AllClear,2021,20,2021-11-21 15:00:56.400
0 days 01:51:29.252000,2,Yellow,2021,20,2021-11-21 15:51:29.252
0 days 01:51:51.290000,1,AllClear,2021,20,2021-11-21 15:51:51.290
0 days 01:52:03.476000,2,Yellow,2021,20,2021-11-21 15:52:03.476
0 days 01:52:14.727000,1,AllClear,2021,20,2021-11-21 15:52:14.727
0 days 02:16:44.912000,2,Yellow,2021,20,2021-11-21 16:16:44.912
0 days 02:16:52.398000,1,AllClear,2021,20,2021-11-21 16:16:52.398
0 days 02:16:53.692000,2,Yellow,2021,20,2021-11-21 16:16:53.692
0 days 02:17:00.909000,1,AllClear,2021,20,2021-11-21 16:17:00.909
0 days 02:19:19.105000,2,Yellow,2021,20,2021-11-21 16:19:19.105
0 days 02:19:21.483000,1,AllClear,2021,20,2021-11-21 16:19:21.483
0 days 02:23:09.971000,6,VSCDeployed,2021,20,2021-11-21 16:23:09.971
0 days 02:25:47.258000,7,VSCEnding,2021,20,2021-11-21 16:25:47.258
0 days 02:25:59.667000,1,AllClear,2021,20,2021-11-21 16:25:59.667
0 days 00:00:00,1,AllClear,2021,21,2021-12-05 17:30:00.000
0 days 00:30:53.856000,2,Yellow,2021,21,2021-12-05 18:00:53.856
0 days 00:31:12.451000,1,AllClear,2021,21,2021-12-05 18:01:12.451
0 days 00:50:13.042000,2,Yellow,2021,21,2021-12-05 18:20:13.042
0 days 00:50:14.845000,1,AllClear,2021,21,2021-12-05 18:20:14.845
0 days 01:15:58.449000,2,Yellow,2021,21,2021-12-05 18:45:58.449
0 days 01:16:10.264000,4,SCDeployed,2021,21,2021-12-05 18:46:10.264
0 days 01:24:52.688000,5,Red,2021,21,2021-12-05 18:54:52.688
0 days 01:34:21.474000,1,AllClear,2021,21,2021-12-05 19:04:21.474
0 days 01:47:47.276000,2,Yellow,2021,21,2021-12-05 19:17:47.276
0 days 01:48:22.569000,5,Red,2021,21,2021-12-05 19:18:22.569
0 days 02:00:34.203000,1,AllClear,2021,21,2021-12-05 19:30:34.203
0 days 02:22:23.419000,2,Yellow,2021,21,2021-12-05 19:52:23.419
0 days 02:23:10.025000,6,VSCDeployed,2021,21,2021-12-05 19:53:10.025
0 days 02:24:58.871000,7,VSCEnding,2021,21,2021-12-05 19:54:58.871
0 days 02:25:09.931000,1,AllClear,2021,21,2021-12-05 19:55:09.931
0 days 02:30:07.808000,6,VSCDeployed,2021,21,2021-12-05 20:00:07.808
0 days 02:30:43.353000,7,VSCEnding,2021,21,2021-12-05 20:00:43.353
0 days 02:30:58.271000,1,AllClear,2021,21,2021-12-05 20:00:58.271
0 days 02:33:02.530000,6,VSCDeployed,2021,21,2021-12-05 20:03:02.530
0 days 02:40:12.660000,7,VSCEnding,2021,21,2021-12-05 20:10:12.660
0 days 02:40:23.767000,1,AllClear,2021,21,2021-12-05 20:10:23.767
0 days 02:44:52.318000,6,VSCDeployed,2021,21,2021-12-05 20:14:52.318
0 days 02:45:26.606000,7,VSCEnding,2021,21,2021-12-05 20:15:26.606
0 days 02:45:39.453000,1,AllClear,2021,21,2021-12-05 20:15:39.453
0 days 00:00:00,1,AllClear,2021,22,2021-12-12 13:00:00.000
0 days 01:40:06.247000,2,Yellow,2021,22,2021-12-12 14:40:06.247
0 days 01:40:47.317000,1,AllClear,2021,22,2021-12-12 14:40:47.317
0 days 01:55:03.019000,6,VSCDeployed,2021,22,2021-12-12 14:55:03.019
0 days 01:57:53.608000,7,VSCEnding,2021,22,2021-12-12 14:57:53.608
0 days 01:58:06.176000,1,AllClear,2021,22,2021-12-12 14:58:06.176
0 days 02:20:38.379000,2,Yellow,2021,22,2021-12-12 15:20:38.379
0 days 02:20:54.313000,4,SCDeployed,2021,22,2021-12-12 15:20:54.313
0 days 02:31:02.298000,1,AllClear,2021,22,2021-12-12 15:31:02.298
0 days 00:13:36.667000,1,AllClear,2022,1,2022-03-20 15:13:36.667
0 days 01:25:49.895000,2,Yellow,2022,1,2022-03-20 16:25:49.895
0 days 01:25:58.557000,1,AllClear,2022,1,2022-03-20 16:25:58.557
0 days 02:17:19.828000,6,VSCDeployed,2022,1,2022-03-20 17:17:19.828
0 days 02:17:39.726000,4,SCDeployed,2022,1,2022-03-20 17:17:39.726
0 days 02:28:54.157000,1,AllClear,2022,1,2022-03-20 17:28:54.157
0 days 02:38:53.199000,2,Yellow,2022,1,2022-03-20 17:38:53.199
0 days 00:00:00,1,AllClear,2022,2,2022-03-27 17:00:00.000
0 days 00:01:46.583000,2,Yellow,2022,2,2022-03-27 17:01:46.583
0 days 00:11:00.955000,1,AllClear,2022,2,2022-03-27 17:11:00.955
0 days 00:24:06.423000,2,Yellow,2022,2,2022-03-27 17:24:06.423
0 days 00:31:02.766000,1,AllClear,2022,2,2022-03-27 17:31:02.766
0 days 01:27:06.240000,2,Yellow,2022,2,2022-03-27 18:27:06.240
0 days 01:27:32.923000,6,VSCDeployed,2022,2,2022-03-27 18:27:32.923
0 days 01:27:51.962000,4,SCDeployed,2022,2,2022-03-27 18:27:51.962
0 days 01:38:40.471000,1,AllClear,2022,2,2022-03-27 18:38:40.471
0 days 02:05:13.559000,2,Yellow,2022,2,2022-03-27 19:05:13.559
0 days 02:06:20.738000,6,VSCDeployed,2022,2,2022-03-27 19:06:20.738
0 days 02:11:24.173000,7,VSCEnding,2022,2,2022-03-27 19:11:24.173
0 days 02:11:36.808000,1,AllClear,2022,2,2022-03-27 19:11:36.808
0 days 02:23:32.259000,2,Yellow,2022,2,2022-03-27 19:23:32.259
0 days 02:23:39.541000,1,AllClear,2022,2,2022-03-27 19:23:39.541
0 days 02:23:40.529000,2,Yellow,2022,2,2022-03-27 19:23:40.529
0 days 02:23:48.232000,1,AllClear,2022,2,2022-03-27 19:23:48.232
0 days 02:24:12.424000,2,Yellow,2022,2,2022-03-27 19:24:12.424
0 days 00:11:29.385000,1,AllClear,2022,3,2022-04-10 05:11:29.385
0 days 01:04:51.877000,2,Yellow,2022,3,2022-04-10 06:04:51.877
0 days 01:05:47.999000,6,VSCDeployed,2022,3,2022-04-10 06:05:47.999
0 days 01:06:34.882000,4,SCDeployed,2022,3,2022-04-10 06:06:34.882
0 days 01:13:33.242000,1,AllClear,2022,3,2022-04-10 06:13:33.242
0 days 01:37:24.288000,2,Yellow,2022,3,2022-04-10 06:37:24.288
0 days 01:37:26.582000,1,AllClear,2022,3,2022-04-10 06:37:26.582
0 days 01:37:28.643000,2,Yellow,2022,3,2022-04-10 06:37:28.643
0 days 01:37:40.082000,4,SCDeployed,2022,3,2022-04-10 06:37:40.082
0 days 01:45:30.263000,1,AllClear,2022,3,2022-04-10 06:45:30.263
0 days 02:02:57.882000,6,VSCDeployed,2022,3,2022-04-10 07:02:57.882
0 days 02:04:42.705000,7,VSCEnding,2022,3,2022-04-10 07:04:42.705
0 days 02:04:56.094000,1,AllClear,2022,3,2022-04-10 07:04:56.094
0 days 02:32:54.609000,2,Yellow,2022,3,2022-04-10 07:32:54.609
0 days 02:32:56.747000,1,AllClear,2022,3,2022-04-10 07:32:56.747
0 days 02:33:25.544000,2,Yellow,2022,3,2022-04-10 07:33:25.544
0 days 02:35:21.742000,1,AllClear,2022,3,2022-04-10 07:35:21.742
0 days 00:00:00,1,AllClear,2022,4,2022-04-24 13:00:00.000
0 days 01:02:23.363000,2,Yellow,2022,4,2022-04-24 14:02:23.363
0 days 01:03:13.645000,4,SCDeployed,2022,4,2022-04-24 14:03:13.645
0 days 01:10:53.647000,1,AllClear,2022,4,2022-04-24 14:10:53.647
0 days 01:42:12.719000,2,Yellow,2022,4,2022-04-24 14:42:12.719
0 days 01:42:19.717000,1,AllClear,2022,4,2022-04-24 14:42:19.717
0 days 02:20:45.792000,2,Yellow,2022,4,2022-04-24 15:20:45.792
0 days 02:20:55.223000,1,AllClear,2022,4,2022-04-24 15:20:55.223
0 days 00:02:08.769000,1,AllClear,2022,5,2022-05-08 19:32:08.769
0 days 01:33:01.398000,2,Yellow,2022,5,2022-05-08 21:03:01.398
0 days 01:33:11.895000,1,AllClear,2022,5,2022-05-08 21:03:11.895
0 days 02:05:28.249000,2,Yellow,2022,5,2022-05-08 21:35:28.249
0 days 02:05:28.608000,6,VSCDeployed,2022,5,2022-05-08 21:35:28.608
0 days 02:06:49.739000,4,SCDeployed,2022,5,2022-05-08 21:36:49.739
0 days 02:19:42.516000,1,AllClear,2022,5,2022-05-08 21:49:42.516
0 days 02:20:09.086000,2,Yellow,2022,5,2022-05-08 21:50:09.086
0 days 02:20:10.661000,1,AllClear,2022,5,2022-05-08 21:50:10.661
0 days 02:31:02.228000,2,Yellow,2022,5,2022-05-08 22:01:02.228
0 days 02:31:09.097000,1,AllClear,2022,5,2022-05-08 22:01:09.097
0 days 02:34:58.268000,2,Yellow,2022,5,2022-05-08 22:04:58.268
0 days 02:34:59.877000,1,AllClear,2022,5,2022-05-08 22:04:59.877
0 days 00:00:00,2,Yellow,2022,6,2022-05-22 13:00:00.000
0 days 00:07:30.185000,1,AllClear,2022,6,2022-05-22 13:07:30.185
0 days 01:02:47.426000,2,Yellow,2022,6,2022-05-22 14:02:47.426
0 days 01:02:59.996000,1,AllClear,2022,6,2022-05-22 14:02:59.996
0 days 01:11:36.002000,2,Yellow,2022,6,2022-05-22 14:11:36.002
0 days 01:11:48.338000,1,AllClear,2022,6,2022-05-22 14:11:48.338
0 days 01:14:25.457000,2,Yellow,2022,6,2022-05-22 14:14:25.457
0 days 01:14:33.638000,1,AllClear,2022,6,2022-05-22 14:14:33.638
0 days 00:00:00,1,AllClear,2022,7,2022-05-29 13:00:00.000
0 days 00:25:31.516000,2,Yellow,2022,7,2022-05-29 13:25:31.516
0 days 00:25:37.692000,1,AllClear,2022,7,2022-05-29 13:25:37.692
0 days 00:51:03.026000,2,Yellow,2022,7,2022-05-29 13:51:03.026
0 days 00:51:13.019000,1,AllClear,2022,7,2022-05-29 13:51:13.019
0 days 01:19:22.344000,5,Red,2022,7,2022-05-29 14:19:22.344
0 days 02:02:18.135000,1,AllClear,2022,7,2022-05-29 15:02:18.135
0 days 02:05:59.441000,2,Yellow,2022,7,2022-05-29 15:05:59.441
0 days 02:06:15.238000,1,AllClear,2022,7,2022-05-29 15:06:15.238
0 days 02:07:21.514000,4,SCDeployed,2022,7,2022-05-29 15:07:21.514
0 days 02:08:37.509000,1,AllClear,2022,7,2022-05-29 15:08:37.509
0 days 02:14:27.027000,2,Yellow,2022,7,2022-05-29 15:14:27.027
0 days 02:14:29.640000,1,AllClear,2022,7,2022-05-29 15:14:29.640
0 days 02:21:45.327000,2,Yellow,2022,7,2022-05-29 15:21:45.327
0 days 02:21:52.470000,1,AllClear,2022,7,2022-05-29 15:21:52.470
0 days 02:22:59.472000,2,Yellow,2022,7,2022-05-29 15:22:59.472
0 days 02:23:06.994000,1,AllClear,2022,7,2022-05-29 15:23:06.994
0 days 02:33:15.824000,2,Yellow,2022,7,2022-05-29 15:33:15.824
0 days 02:33:19.417000,1,AllClear,2022,7,2022-05-29 15:33:19.417
0 days 02:37:54.716000,2,Yellow,2022,7,2022-05-29 15:37:54.716
0 days 02:38:01.377000,1,AllClear,2022,7,2022-05-29 15:38:01.377
0 days 02:46:32.826000,2,Yellow,2022,7,2022-05-29 15:46:32.826
0 days 02:46:46.261000,6,VSCDeployed,2022,7,2022-05-29 15:46:46.261
0 days 02:48:33.853000,4,SCDeployed,2022,7,2022-05-29 15:48:33.853
0 days 02:54:02.815000,5,Red,2022,7,2022-05-29 15:54:02.815
0 days 03:10:08.667000,1,AllClear,2022,7,2022-05-29 16:10:08.667
0 days 03:50:03.263000,2,Yellow,2022,7,2022-05-29 16:50:03.263
0 days 03:50:10.544000,1,AllClear,2022,7,2022-05-29 16:50:10.544
0 days 03:54:35,2,Yellow,2022,7,2022-05-29 16:54:35.000
