Time,Status,Message,Season,Round,Date
0 days 00:44:23.408000,2,Yellow,2019,6,2019-05-26 13:54:23.408
0 days 00:44:27.879000,1,AllClear,2019,6,2019-05-26 13:54:27.879
0 days 00:45:35.018000,2,Yellow,2019,6,2019-05-26 13:55:35.018
0 days 00:46:09.007000,4,SCDeployed,2019,6,2019-05-26 13:56:09.007
0 days 00:53:09.865000,1,AllClear,2019,6,2019-05-26 14:03:09.865
0 days 00:54:25.649000,2,Yellow,2019,6,2019-05-26 14:04:25.649
0 days 00:54:27.067000,1,AllClear,2019,6,2019-05-26 14:04:27.067
0 days 00:54:42.013000,2,Yellow,2019,6,2019-05-26 14:04:42.013
0 days 00:55:06.708000,1,AllClear,2019,6,2019-05-26 14:05:06.708
0 days 01:27:54.458000,2,Yellow,2019,6,2019-05-26 14:37:54.458
0 days 01:27:57.613000,1,AllClear,2019,6,2019-05-26 14:37:57.613
0 days 02:16:37.066000,2,Yellow,2019,6,2019-05-26 15:26:37.066
0 days 02:18:18.957000,1,AllClear,2019,6,2019-05-26 15:28:18.957
0 days 00:00:00,1,AllClear,2019,7,2019-06-09 18:10:00.000
0 days 00:33:18.614000,2,Yellow,2019,7,2019-06-09 18:43:18.614
0 days 00:33:22.966000,1,AllClear,2019,7,2019-06-09 18:43:22.966
0 days 00:33:25.699000,2,Yellow,2019,7,2019-06-09 18:43:25.699
0 days 00:33:46.005000,1,AllClear,2019,7,2019-06-09 18:43:46.005
0 days 00:34:01.290000,2,Yellow,2019,7,2019-06-09 18:44:01.290
0 days 00:34:32.859000,1,AllClear,2019,7,2019-06-09 18:44:32.859
0 days 00:44:12.840000,2,Yellow,2019,7,2019-06-09 18:54:12.840
0 days 00:47:21.107000,1,AllClear,2019,7,2019-06-09 18:57:21.107
0 days 00:48:55.236000,2,Yellow,2019,7,2019-06-09 18:58:55.236
0 days 00:50:05.274000,1,AllClear,2019,7,2019-06-09 19:00:05.274
0 days 01:11:37.549000,2,Yellow,2019,7,2019-06-09 19:21:37.549
0 days 01:12:55.045000,1,AllClear,2019,7,2019-06-09 19:22:55.045
0 days 00:07:58.968000,1,AllClear,2019,8,2019-06-23 13:17:58.968
0 days 01:08:50.612000,2,Yellow,2019,8,2019-06-23 14:18:50.612
0 days 01:09:00.562000,1,AllClear,2019,8,2019-06-23 14:19:00.562
0 days 01:30:06.581000,2,Yellow,2019,8,2019-06-23 14:40:06.581
0 days 01:30:13.252000,1,AllClear,2019,8,2019-06-23 14:40:13.252
0 days 01:51:15.945000,2,Yellow,2019,8,2019-06-23 15:01:15.945
0 days 01:51:24.673000,1,AllClear,2019,8,2019-06-23 15:01:24.673
0 days 01:52:41.127000,2,Yellow,2019,8,2019-06-23 15:02:41.127
0 days 01:52:52.485000,6,VSCDeployed,2019,8,2019-06-23 15:02:52.485
0 days 01:53:10.512000,7,VSCEnding,2019,8,2019-06-23 15:03:10.512
0 days 01:53:25.270000,1,AllClear,2019,8,2019-06-23 15:03:25.270
0 days 01:58:44.418000,2,Yellow,2019,8,2019-06-23 15:08:44.418
0 days 01:58:47.914000,1,AllClear,2019,8,2019-06-23 15:08:47.914
0 days 00:03:49.534000,1,AllClear,2019,9,2019-06-30 13:13:49.534
0 days 00:11:59.774000,1,AllClear,2019,10,2019-07-14 13:21:59.774
0 days 01:02:45.401000,2,Yellow,2019,10,2019-07-14 14:12:45.401
0 days 01:03:15.462000,4,SCDeployed,2019,10,2019-07-14 14:13:15.462
0 days 01:11:05.894000,1,AllClear,2019,10,2019-07-14 14:21:05.894
0 days 01:15:42.668000,2,Yellow,2019,10,2019-07-14 14:25:42.668
0 days 01:16:07.893000,1,AllClear,2019,10,2019-07-14 14:26:07.893
0 days 01:32:10.021000,2,Yellow,2019,10,2019-07-14 14:42:10.021
0 days 01:32:25.277000,1,AllClear,2019,10,2019-07-14 14:42:25.277
0 days 00:11:48.958000,1,AllClear,2019,11,2019-07-28 13:21:48.958
0 days 00:43:20.330000,4,SCDeployed,2019,11,2019-07-28 13:53:20.330
0 days 00:47:35.862000,1,AllClear,2019,11,2019-07-28 13:57:35.862
0 days 01:03:10.874000,2,Yellow,2019,11,2019-07-28 14:13:10.874
0 days 01:03:48.061000,6,VSCDeployed,2019,11,2019-07-28 14:13:48.061
0 days 01:04:58.741000,7,VSCEnding,2019,11,2019-07-28 14:14:58.741
0 days 01:05:12.678000,1,AllClear,2019,11,2019-07-28 14:15:12.678
0 days 01:09:52.092000,2,Yellow,2019,11,2019-07-28 14:19:52.092
0 days 01:10:11.625000,1,AllClear,2019,11,2019-07-28 14:20:11.625
0 days 01:21:50.839000,2,Yellow,2019,11,2019-07-28 14:31:50.839
0 days 01:22:11.593000,1,AllClear,2019,11,2019-07-28 14:32:11.593
0 days 01:22:42.174000,2,Yellow,2019,11,2019-07-28 14:32:42.174
0 days 01:23:17.328000,6,VSCDeployed,2019,11,2019-07-28 14:33:17.328
0 days 01:24:46.236000,7,VSCEnding,2019,11,2019-07-28 14:34:46.236
0 days 01:24:58.288000,1,AllClear,2019,11,2019-07-28 14:34:58.288
0 days 01:25:22.906000,2,Yellow,2019,11,2019-07-28 14:35:22.906
0 days 01:25:46.417000,4,SCDeployed,2019,11,2019-07-28 14:35:46.417
0 days 01:36:35.078000,1,AllClear,2019,11,2019-07-28 14:46:35.078
0 days 01:47:16.087000,2,Yellow,2019,11,2019-07-28 14:57:16.087
0 days 01:47:51.607000,4,SCDeployed,2019,11,2019-07-28 14:57:51.607
0 days 01:57:04.937000,1,AllClear,2019,11,2019-07-28 15:07:04.937
0 days 02:07:25.277000,2,Yellow,2019,11,2019-07-28 15:17:25.277
0 days 02:07:31.942000,1,AllClear,2019,11,2019-07-28 15:17:31.942
0 days 02:12:25.379000,2,Yellow,2019,11,2019-07-28 15:22:25.379
0 days 02:12:44.264000,4,SCDeployed,2019,11,2019-07-28 15:22:44.264
0 days 02:17:58.448000,1,AllClear,2019,11,2019-07-28 15:27:58.448
0 days 00:06:25.173000,1,AllClear,2019,12,2019-08-04 13:16:25.173
0 days 00:34:40.576000,2,Yellow,2019,12,2019-08-04 13:44:40.576
0 days 00:34:45.606000,1,AllClear,2019,12,2019-08-04 13:44:45.606
0 days 00:00:00,1,AllClear,2019,13,2019-09-01 13:10:00.000
0 days 00:01:13.199000,2,Yellow,2019,13,2019-09-01 13:11:13.199
0 days 00:02:00.652000,1,AllClear,2019,13,2019-09-01 13:12:00.652
0 days 00:33:37.550000,2,Yellow,2019,13,2019-09-01 13:43:37.550
0 days 00:33:38.896000,1,AllClear,2019,13,2019-09-01 13:43:38.896
0 days 00:33:40.221000,2,Yellow,2019,13,2019-09-01 13:43:40.221
0 days 00:33:47.489000,1,AllClear,2019,13,2019-09-01 13:43:47.489
0 days 00:33:49.537000,2,Yellow,2019,13,2019-09-01 13:43:49.537
0 days 00:34:22.787000,4,SCDeployed,2019,13,2019-09-01 13:44:22.787
0 days 00:44:30.275000,1,AllClear,2019,13,2019-09-01 13:54:30.275
0 days 01:56:15.637000,2,Yellow,2019,13,2019-09-01 15:06:15.637
0 days 00:08:06.272000,1,AllClear,2019,14,2019-09-08 13:18:06.272
0 days 00:33:37.039000,2,Yellow,2019,14,2019-09-08 13:43:37.039
0 days 00:33:40.003000,1,AllClear,2019,14,2019-09-08 13:43:40.003
0 days 00:37:05.594000,2,Yellow,2019,14,2019-09-08 13:47:05.594
0 days 00:37:09.759000,1,AllClear,2019,14,2019-09-08 13:47:09.759
0 days 00:41:34.800000,2,Yellow,2019,14,2019-09-08 13:51:34.800
0 days 00:41:55.548000,1,AllClear,2019,14,2019-09-08 13:51:55.548
0 days 01:12:57.265000,2,Yellow,2019,14,2019-09-08 14:22:57.265
0 days 01:13:27.092000,6,VSCDeployed,2019,14,2019-09-08 14:23:27.092
0 days 01:14:08.119000,7,VSCEnding,2019,14,2019-09-08 14:24:08.119
0 days 01:14:20.568000,1,AllClear,2019,14,2019-09-08 14:24:20.568
0 days 01:16:17.115000,2,Yellow,2019,14,2019-09-08 14:26:17.115
0 days 01:16:30.375000,6,VSCDeployed,2019,14,2019-09-08 14:26:30.375
0 days 01:17:34.771000,7,VSCEnding,2019,14,2019-09-08 14:27:34.771
0 days 01:17:49.029000,1,AllClear,2019,14,2019-09-08 14:27:49.029
0 days 00:08:25.229000,1,AllClear,2019,15,2019-09-22 12:18:25.229
0 days 01:37:18.320000,2,Yellow,2019,15,2019-09-22 13:47:18.320
0 days 01:38:41.623000,4,SCDeployed,2019,15,2019-09-22 13:48:41.623
0 days 01:50:16.051000,1,AllClear,2019,15,2019-09-22 14:00:16.051
0 days 01:56:00.932000,2,Yellow,2019,15,2019-09-22 14:06:00.932
0 days 01:56:48.216000,4,SCDeployed,2019,15,2019-09-22 14:06:48.216
0 days 02:06:01.324000,1,AllClear,2019,15,2019-09-22 14:16:01.324
0 days 02:10:11.514000,2,Yellow,2019,15,2019-09-22 14:20:11.514
0 days 02:10:12.138000,1,AllClear,2019,15,2019-09-22 14:20:12.138
0 days 02:10:13.449000,2,Yellow,2019,15,2019-09-22 14:20:13.449
0 days 02:11:01.543000,4,SCDeployed,2019,15,2019-09-22 14:21:01.543
0 days 02:14:30.971000,1,AllClear,2019,15,2019-09-22 14:24:30.971
0 days 00:00:00,1,AllClear,2019,16,2019-09-29 11:10:00.000
0 days 00:34:04.751000,2,Yellow,2019,16,2019-09-29 11:44:04.751
0 days 00:34:21.605000,4,SCDeployed,2019,16,2019-09-29 11:44:21.605
0 days 00:40:44.764000,1,AllClear,2019,16,2019-09-29 11:50:44.764
0 days 01:20:48.652000,2,Yellow,2019,16,2019-09-29 12:30:48.652
0 days 01:21:20.030000,6,VSCDeployed,2019,16,2019-09-29 12:31:20.030
0 days 01:23:29.896000,7,VSCEnding,2019,16,2019-09-29 12:33:29.896
0 days 01:23:39.990000,1,AllClear,2019,16,2019-09-29 12:33:39.990
0 days 01:23:53.196000,2,Yellow,2019,16,2019-09-29 12:33:53.196
0 days 01:24:29.364000,4,SCDeployed,2019,16,2019-09-29 12:34:29.364
0 days 01:32:58.607000,1,AllClear,2019,16,2019-09-29 12:42:58.607
0 days 00:10:00.843000,1,AllClear,2019,17,2019-10-13 05:20:00.843
0 days 00:38:41.877000,2,Yellow,2019,17,2019-10-13 05:48:41.877
0 days 00:38:53.609000,1,AllClear,2019,17,2019-10-13 05:48:53.609
0 days 01:56:01.099000,2,Yellow,2019,17,2019-10-13 07:06:01.099
0 days 02:01:04.937000,1,AllClear,2019,17,2019-10-13 07:11:04.937
0 days 00:00:00,1,AllClear,2019,18,2019-10-27 19:10:00.000
0 days 00:34:13.665000,6,VSCDeployed,2019,18,2019-10-27 19:44:13.665
0 days 00:36:25.134000,7,VSCEnding,2019,18,2019-10-27 19:46:25.134
0 days 00:36:44.204000,1,AllClear,2019,18,2019-10-27 19:46:44.204
0 days 00:40:12.845000,2,Yellow,2019,18,2019-10-27 19:50:12.845
0 days 00:40:29.452000,1,AllClear,2019,18,2019-10-27 19:50:29.452
0 days 02:10:07.154000,2,Yellow,2019,18,2019-10-27 21:20:07.154
0 days 02:10:11.735000,1,AllClear,2019,18,2019-10-27 21:20:11.735
0 days 00:00:00,1,AllClear,2019,19,2019-11-03 19:10:00.000
0 days 00:46:39.218000,2,Yellow,2019,19,2019-11-03 19:56:39.218
0 days 00:47:43.187000,1,AllClear,2019,19,2019-11-03 19:57:43.187
0 days 02:04:25.783000,2,Yellow,2019,19,2019-11-03 21:14:25.783
0 days 00:00:00,1,AllClear,2019,20,2019-11-17 17:10:00.000
0 days 00:42:23.641000,2,Yellow,2019,20,2019-11-17 17:52:23.641
0 days 00:42:30.955000,1,AllClear,2019,20,2019-11-17 17:52:30.955
0 days 01:37:05.268000,2,Yellow,2019,20,2019-11-17 18:47:05.268
0 days 01:38:43.182000,4,SCDeployed,2019,20,2019-11-17 18:48:43.182
0 days 01:48:57.038000,1,AllClear,2019,20,2019-11-17 18:58:57.038
0 days 01:57:18.072000,4,SCDeployed,2019,20,2019-11-17 19:07:18.072
0 days 02:03:13.891000,1,AllClear,2019,20,2019-11-17 19:13:13.891
0 days 02:04:43.624000,2,Yellow,2019,20,2019-11-17 19:14:43.624
0 days 02:04:51.254000,1,AllClear,2019,20,2019-11-17 19:14:51.254
0 days 00:00:00,1,AllClear,2019,21,2019-12-01 13:10:00.000
0 days 00:33:44.715000,2,Yellow,2019,21,2019-12-01 13:43:44.715
0 days 00:34:50.953000,1,AllClear,2019,21,2019-12-01 13:44:50.953
0 days 00:07:56.420000,1,AllClear,2020,1,2020-07-05 13:17:56.420
0 days 00:56:21.333000,2,Yellow,2020,1,2020-07-05 14:06:21.333
0 days 00:56:30.327000,1,AllClear,2020,1,2020-07-05 14:06:30.327
0 days 01:01:52.836000,2,Yellow,2020,1,2020-07-05 14:11:52.836
0 days 01:02:31.497000,4,SCDeployed,2020,1,2020-07-05 14:12:31.497
0 days 01:10:47.603000,1,AllClear,2020,1,2020-07-05 14:20:47.603
0 days 01:11:20.892000,2,Yellow,2020,1,2020-07-05 14:21:20.892
0 days 01:11:28.620000,1,AllClear,2020,1,2020-07-05 14:21:28.620
0 days 01:34:24.520000,2,Yellow,2020,1,2020-07-05 14:44:24.520
0 days 01:34:38.932000,4,SCDeployed,2020,1,2020-07-05 14:44:38.932
0 days 01:40:24.625000,1,AllClear,2020,1,2020-07-05 14:50:24.625
0 days 01:40:34.511000,2,Yellow,2020,1,2020-07-05 14:50:34.511
0 days 01:40:55.235000,4,SCDeployed,2020,1,2020-07-05 14:50:55.235
0 days 01:51:02.467000,1,AllClear,2020,1,2020-07-05 15:01:02.467
0 days 02:00:34.428000,2,Yellow,2020,1,2020-07-05 15:10:34.428
0 days 02:01:44.898000,1,AllClear,2020,1,2020-07-05 15:11:44.898
0 days 02:01:58.819000,2,Yellow,2020,1,2020-07-05 15:11:58.819
0 days 02:02:12.139000,1,AllClear,2020,1,2020-07-05 15:12:12.139
0 days 00:04:24.927000,1,AllClear,2020,2,2020-07-12 13:14:24.927
0 days 00:33:51.938000,4,SCDeployed,2020,2,2020-07-12 13:43:51.938
0 days 00:37:48.141000,1,AllClear,2020,2,2020-07-12 13:47:48.141
0 days 00:38:54.114000,2,Yellow,2020,2,2020-07-12 13:48:54.114
0 days 00:39:02.739000,1,AllClear,2020,2,2020-07-12 13:49:02.739
0 days 00:00:00,1,AllClear,2020,3,2020-07-19 13:10:00.000
0 days 00:07:17.355000,2,Yellow,2020,3,2020-07-19 13:17:17.355
0 days 00:07:35.050000,1,AllClear,2020,3,2020-07-19 13:17:35.050
0 days 00:38:34.469000,2,Yellow,2020,3,2020-07-19 13:48:34.469
0 days 00:38:48.369000,1,AllClear,2020,3,2020-07-19 13:48:48.369
0 days 00:39:43.759000,2,Yellow,2020,3,2020-07-19 13:49:43.759
0 days 00:39:47.570000,1,AllClear,2020,3,2020-07-19 13:49:47.570
0 days 01:31:42.461000,2,Yellow,2020,3,2020-07-19 14:41:42.461
0 days 01:31:58.377000,1,AllClear,2020,3,2020-07-19 14:41:58.377
0 days 00:08:44.159000,1,AllClear,2020,4,2020-08-02 13:18:44.159
0 days 00:35:07.230000,2,Yellow,2020,4,2020-08-02 13:45:07.230
0 days 00:35:21.022000,4,SCDeployed,2020,4,2020-08-02 13:45:21.022
0 days 00:44:16.115000,1,AllClear,2020,4,2020-08-02 13:54:16.115
0 days 00:54:57.839000,2,Yellow,2020,4,2020-08-02 14:04:57.839
0 days 00:55:05.878000,4,SCDeployed,2020,4,2020-08-02 14:05:05.878
0 days 01:09:55.304000,1,AllClear,2020,4,2020-08-02 14:19:55.304
0 days 01:54:26.907000,2,Yellow,2020,4,2020-08-02 15:04:26.907
0 days 01:54:31.901000,1,AllClear,2020,4,2020-08-02 15:04:31.901
0 days 00:00:00,1,AllClear,2020,5,2020-08-09 13:10:00.000
0 days 00:33:31.095000,2,Yellow,2020,5,2020-08-09 13:43:31.095
0 days 00:33:39.012000,1,AllClear,2020,5,2020-08-09 13:43:39.012
0 days 01:20:40.834000,2,Yellow,2020,5,2020-08-09 14:30:40.834
0 days 01:20:49.323000,1,AllClear,2020,5,2020-08-09 14:30:49.323
0 days 00:06:02.707000,1,AllClear,2020,6,2020-08-16 13:16:02.707
0 days 01:24:54.341000,2,Yellow,2020,6,2020-08-16 14:34:54.341
0 days 01:25:39.088000,1,AllClear,2020,6,2020-08-16 14:35:39.088
0 days 00:14:39.519000,1,AllClear,2020,7,2020-08-30 13:24:39.519
0 days 00:14:39.519000,2,Yellow,2020,7,2020-08-30 13:24:39.519
0 days 00:14:39.519000,1,AllClear,2020,7,2020-08-30 13:24:39.519
0 days 00:52:08.373000,2,Yellow,2020,7,2020-08-30 14:02:08.373
0 days 00:52:19.307000,4,SCDeployed,2020,7,2020-08-30 14:02:19.307
0 days 01:03:21.213000,1,AllClear,2020,7,2020-08-30 14:13:21.213
0 days 01:58:27.186000,2,Yellow,2020,7,2020-08-30 15:08:27.186
0 days 01:58:50.626000,1,AllClear,2020,7,2020-08-30 15:08:50.626
0 days 02:00:38.487000,2,Yellow,2020,7,2020-08-30 15:10:38.487
0 days 00:00:00,1,AllClear,2020,8,2020-09-06 13:10:00.000
0 days 00:44:43.018000,2,Yellow,2020,8,2020-09-06 13:54:43.018
0 days 00:45:01.840000,1,AllClear,2020,8,2020-09-06 13:55:01.840
0 days 01:00:35.255000,2,Yellow,2020,8,2020-09-06 14:10:35.255
0 days 01:01:35.482000,4,SCDeployed,2020,8,2020-09-06 14:11:35.482
0 days 01:08:43.757000,1,AllClear,2020,8,2020-09-06 14:18:43.757
0 days 01:10:21.987000,2,Yellow,2020,8,2020-09-06 14:20:21.987
0 days 01:10:26.773000,4,SCDeployed,2020,8,2020-09-06 14:20:26.773
0 days 01:13:02.308000,5,Red,2020,8,2020-09-06 14:23:02.308
0 days 01:34:01.075000,1,AllClear,2020,8,2020-09-06 14:44:01.075
0 days 00:01:19.369000,1,AllClear,2020,9,2020-09-13 13:11:19.369
0 days 00:33:50.287000,2,Yellow,2020,9,2020-09-13 13:43:50.287
0 days 00:34:03.516000,4,SCDeployed,2020,9,2020-09-13 13:44:03.516
0 days 00:46:35.103000,1,AllClear,2020,9,2020-09-13 13:56:35.103
0 days 00:46:52.739000,2,Yellow,2020,9,2020-09-13 13:56:52.739
0 days 00:46:57.296000,4,SCDeployed,2020,9,2020-09-13 13:56:57.296
0 days 00:49:34.491000,5,Red,2020,9,2020-09-13 13:59:34.491
0 days 01:14:11.784000,1,AllClear,2020,9,2020-09-13 14:24:11.784
0 days 02:05:40.977000,2,Yellow,2020,9,2020-09-13 15:15:40.977
0 days 02:05:54.264000,4,SCDeployed,2020,9,2020-09-13 15:15:54.264
0 days 02:09:44.391000,5,Red,2020,9,2020-09-13 15:19:44.391
0 days 02:28:01.392000,1,AllClear,2020,9,2020-09-13 15:38:01.392
0 days 00:07:43.184000,1,AllClear,2020,10,2020-09-27 11:17:43.184
0 days 00:34:06.948000,2,Yellow,2020,10,2020-09-27 11:44:06.948
0 days 00:34:32.789000,4,SCDeployed,2020,10,2020-09-27 11:44:32.789
0 days 00:47:13.597000,1,AllClear,2020,10,2020-09-27 11:57:13.597
0 days 01:49:53.243000,6,VSCDeployed,2020,10,2020-09-27 12:59:53.243
0 days 01:50:18.948000,7,VSCEnding,2020,10,2020-09-27 13:00:18.948
0 days 01:50:33.695000,1,AllClear,2020,10,2020-09-27 13:00:33.695
0 days 02:11:41.425000,2,Yellow,2020,10,2020-09-27 13:21:41.425
0 days 00:03:10.938000,1,AllClear,2020,11,2020-10-11 12:13:10.938
0 days 00:19:50.532000,2,Yellow,2020,11,2020-10-11 12:29:50.532
0 days 00:19:55.120000,1,AllClear,2020,11,2020-10-11 12:29:55.120
0 days 00:20:08.332000,2,Yellow,2020,11,2020-10-11 12:30:08.332
0 days 00:20:19.942000,1,AllClear,2020,11,2020-10-11 12:30:19.942
0 days 00:24:07.065000,6,VSCDeployed,2020,11,2020-10-11 12:34:07.065
0 days 00:25:11.222000,7,VSCEnding,2020,11,2020-10-11 12:35:11.222
0 days 00:25:23.675000,1,AllClear,2020,11,2020-10-11 12:35:23.675
0 days 00:25:53.043000,2,Yellow,2020,11,2020-10-11 12:35:53.043
0 days 00:29:45.733000,1,AllClear,2020,11,2020-10-11 12:39:45.733
0 days 01:07:40.570000,2,Yellow,2020,11,2020-10-11 13:17:40.570
0 days 01:08:33.328000,4,SCDeployed,2020,11,2020-10-11 13:18:33.328
0 days 01:19:20.193000,1,AllClear,2020,11,2020-10-11 13:29:20.193
0 days 00:09:52.059000,1,AllClear,2020,12,2020-10-25 13:19:52.059
0 days 00:33:36.599000,2,Yellow,2020,12,2020-10-25 13:43:36.599
0 days 00:33:44.599000,1,AllClear,2020,12,2020-10-25 13:43:44.599
0 days 00:07:45.636000,1,AllClear,2020,13,2020-11-01 12:17:45.636
0 days 00:33:34.595000,2,Yellow,2020,13,2020-11-01 12:43:34.595
0 days 00:33:36.095000,1,AllClear,2020,13,2020-11-01 12:43:36.095
0 days 00:33:43.625000,2,Yellow,2020,13,2020-11-01 12:43:43.625
0 days 00:34:09.986000,1,AllClear,2020,13,2020-11-01 12:44:09.986
0 days 01:11:10.759000,2,Yellow,2020,13,2020-11-01 13:21:10.759
0 days 01:12:38.062000,6,VSCDeployed,2020,13,2020-11-01 13:22:38.062
0 days 01:13:02.099000,7,VSCEnding,2020,13,2020-11-01 13:23:02.099
0 days 01:13:15.888000,1,AllClear,2020,13,2020-11-01 13:23:15.888
0 days 01:39:57.577000,2,Yellow,2020,13,2020-11-01 13:49:57.577
0 days 01:40:35.530000,4,SCDeployed,2020,13,2020-11-01 13:50:35.530
0 days 01:53:53.388000,1,AllClear,2020,13,2020-11-01 14:03:53.388
0 days 01:54:36.713000,2,Yellow,2020,13,2020-11-01 14:04:36.713
0 days 01:54:44.245000,1,AllClear,2020,13,2020-11-01 14:04:44.245
0 days 00:00:00,2,Yellow,2020,14,2020-11-15 10:10:00.000
0 days 00:01:06.485000,1,AllClear,2020,14,2020-11-15 10:11:06.485
0 days 00:33:41.378000,2,Yellow,2020,14,2020-11-15 10:43:41.378
0 days 00:33:50.775000,1,AllClear,2020,14,2020-11-15 10:43:50.775
0 days 00:34:49.880000,2,Yellow,2020,14,2020-11-15 10:44:49.880
0 days 00:34:54.190000,1,AllClear,2020,14,2020-11-15 10:44:54.190
0 days 00:35:03.673000,2,Yellow,2020,14,2020-11-15 10:45:03.673
0 days 00:35:10.183000,1,AllClear,2020,14,2020-11-15 10:45:10.183
0 days 00:35:37.610000,2,Yellow,2020,14,2020-11-15 10:45:37.610
0 days 00:35:48.638000,1,AllClear,2020,14,2020-11-15 10:45:48.638
0 days 00:57:18.090000,2,Yellow,2020,14,2020-11-15 11:07:18.090
0 days 00:58:00.357000,6,VSCDeployed,2020,14,2020-11-15 11:08:00.357
0 days 01:00:58.764000,7,VSCEnding,2020,14,2020-11-15 11:10:58.764
0 days 01:01:13.477000,1,AllClear,2020,14,2020-11-15 11:11:13.477
0 days 01:05:47.991000,2,Yellow,2020,14,2020-11-15 11:15:47.991
0 days 01:05:52.931000,1,AllClear,2020,14,2020-11-15 11:15:52.931
0 days 01:07:18.983000,2,Yellow,2020,14,2020-11-15 11:17:18.983
0 days 01:07:30.587000,1,AllClear,2020,14,2020-11-15 11:17:30.587
0 days 01:07:30.845000,2,Yellow,2020,14,2020-11-15 11:17:30.845
0 days 01:07:38.360000,1,AllClear,2020,14,2020-11-15 11:17:38.360
0 days 01:12:33.271000,2,Yellow,2020,14,2020-11-15 11:22:33.271
0 days 01:12:43.898000,1,AllClear,2020,14,2020-11-15 11:22:43.898
0 days 01:34:11.005000,2,Yellow,2020,14,2020-11-15 11:44:11.005
0 days 01:34:16.959000,1,AllClear,2020,14,2020-11-15 11:44:16.959
0 days 01:43:12.110000,2,Yellow,2020,14,2020-11-15 11:53:12.110
0 days 01:43:35.327000,1,AllClear,2020,14,2020-11-15 11:53:35.327
0 days 01:44:32.852000,2,Yellow,2020,14,2020-11-15 11:54:32.852
0 days 01:44:38.466000,1,AllClear,2020,14,2020-11-15 11:54:38.466
0 days 01:45:34.843000,2,Yellow,2020,14,2020-11-15 11:55:34.843
0 days 01:45:45.067000,1,AllClear,2020,14,2020-11-15 11:55:45.067
0 days 01:45:55.860000,2,Yellow,2020,14,2020-11-15 11:55:55.860
0 days 01:46:04.110000,1,AllClear,2020,14,2020-11-15 11:56:04.110
0 days 01:46:09.782000,2,Yellow,2020,14,2020-11-15 11:56:09.782
0 days 01:46:19.593000,1,AllClear,2020,14,2020-11-15 11:56:19.593
0 days 01:59:03.771000,2,Yellow,2020,14,2020-11-15 12:09:03.771
0 days 01:59:16.770000,1,AllClear,2020,14,2020-11-15 12:09:16.770
0 days 02:00:04.231000,2,Yellow,2020,14,2020-11-15 12:10:04.231
0 days 02:00:09.740000,1,AllClear,2020,14,2020-11-15 12:10:09.740
0 days 02:03:34.240000,2,Yellow,2020,14,2020-11-15 12:13:34.240
0 days 02:03:42.880000,1,AllClear,2020,14,2020-11-15 12:13:42.880
0 days 02:18:45.269000,2,Yellow,2020,14,2020-11-15 12:28:45.269
0 days 02:18:49.317000,1,AllClear,2020,14,2020-11-15 12:28:49.317
0 days 02:18:57.752000,2,Yellow,2020,14,2020-11-15 12:28:57.752
0 days 00:00:00,2,Yellow,2020,15,2020-11-29 14:10:00.000
0 days 00:00:25.693000,1,AllClear,2020,15,2020-11-29 14:10:25.693
0 days 00:34:07.560000,5,Red,2020,15,2020-11-29 14:44:07.560
0 days 01:50:00.706000,1,AllClear,2020,15,2020-11-29 16:00:00.706
0 days 02:00:12.487000,2,Yellow,2020,15,2020-11-29 16:10:12.487
0 days 02:00:18.673000,4,SCDeployed,2020,15,2020-11-29 16:10:18.673
0 days 02:13:13.766000,1,AllClear,2020,15,2020-11-29 16:23:13.766
0 days 02:21:15.688000,2,Yellow,2020,15,2020-11-29 16:31:15.688
0 days 02:21:24.246000,1,AllClear,2020,15,2020-11-29 16:31:24.246
0 days 03:26:29.779000,2,Yellow,2020,15,2020-11-29 17:36:29.779
0 days 03:26:34.944000,4,SCDeployed,2020,15,2020-11-29 17:36:34.944
0 days 00:00:00,1,AllClear,2020,16,2020-12-06 17:10:00.000
0 days 00:33:21.268000,2,Yellow,2020,16,2020-12-06 17:43:21.268
0 days 00:33:23.916000,4,SCDeployed,2020,16,2020-12-06 17:43:23.916
0 days 00:41:22.426000,1,AllClear,2020,16,2020-12-06 17:51:22.426
0 days 01:28:10.248000,2,Yellow,2020,16,2020-12-06 18:38:10.248
0 days 01:28:53.834000,6,VSCDeployed,2020,16,2020-12-06 18:38:53.834
0 days 01:29:35.990000,7,VSCEnding,2020,16,2020-12-06 18:39:35.990
0 days 01:29:48.810000,1,AllClear,2020,16,2020-12-06 18:39:48.810
0 days 01:34:56.255000,2,Yellow,2020,16,2020-12-06 18:44:56.255
0 days 01:34:58.235000,1,AllClear,2020,16,2020-12-06 18:44:58.235
0 days 01:34:58.949000,2,Yellow,2020,16,2020-12-06 18:44:58.949
0 days 01:35:01.202000,1,AllClear,2020,16,2020-12-06 18:45:01.202
0 days 01:35:09.968000,2,Yellow,2020,16,2020-12-06 18:45:09.968
0 days 01:35:17.792000,6,VSCDeployed,2020,16,2020-12-06 18:45:17.792
0 days 01:36:18.690000,4,SCDeployed,2020,16,2020-12-06 18:46:18.690
0 days 01:45:48.950000,1,AllClear,2020,16,2020-12-06 18:55:48.950
0 days 00:08:40.721000,1,AllClear,2020,17,2020-12-13 13:18:40.721
0 days 00:49:19.126000,2,Yellow,2020,17,2020-12-13 13:59:19.126
0 days 00:49:35.215000,6,VSCDeployed,2020,17,2020-12-13 13:59:35.215
