LapStartTime,Driver,LapNumber,LapTime,TyreLife,Sector1Time,Sector2Time,Sector3Time,Stint,Compound,Position,TrackStatus
0 days 01:02:34.872000,VER,1.0,0 days 00:01:40.236000,4.0,,0 days 00:00:42.325000,0 days 00:00:24.389000,1.0,SOFT,2.0,
0 days 01:02:34.872000,SAI,1.0,0 days 00:01:41.006000,4.0,,0 days 00:00:42.889000,0 days 00:00:24.253000,1.0,SOFT,3.0,
0 days 01:02:34.872000,MSC,1.0,0 days 00:01:48.826000,1.0,,0 days 00:00:47.568000,0 days 00:00:24.968000,1.0,SOFT,13.0,
0 days 01:02:34.872000,GAS,1.0,0 days 00:01:44.270000,4.0,,0 days 00:00:44.153000,0 days 00:00:24.667000,1.0,SOFT,8.0,
0 days 01:02:34.872000,HAM,1.0,0 days 00:01:41.555000,3.0,,0 days 00:00:42.966000,0 days 00:00:24.137000,1.0,SOFT,4.0,
0 days 01:02:34.872000,NOR,1.0,0 days 00:01:50.088000,1.0,,0 days 00:00:47.585000,0 days 00:00:25.268000,1.0,MEDIUM,16.0,
0 days 01:02:34.872000,RIC,1.0,0 days 00:01:51.601000,1.0,,0 days 00:00:48.222000,0 days 00:00:25.612000,1.0,MEDIUM,20.0,
0 days 01:02:34.872000,LAT,1.0,0 days 00:01:51.134000,1.0,,0 days 00:00:47.175000,0 days 00:00:25.624000,1.0,SOFT,18.0,
0 days 01:02:34.872000,HUL,1.0,0 days 00:01:49.698000,1.0,,0 days 00:00:46.832000,0 days 00:00:25.204000,1.0,SOFT,15.0,
0 days 01:02:34.872000,ZHO,1.0,0 days 00:01:51.374000,1.0,,0 days 00:00:46.799000,0 days 00:00:25.531000,1.0,SOFT,19.0,
0 days 01:02:34.872000,ALB,1.0,0 days 00:01:47.636000,1.0,,0 days 00:00:46.031000,0 days 00:00:24.844000,1.0,SOFT,11.0,
0 days 01:02:34.872000,TSU,1.0,0 days 00:01:48.128000,1.0,,0 days 00:00:45.990000,0 days 00:00:24.788000,1.0,SOFT,12.0,
0 days 01:02:34.872000,MAG,1.0,0 days 00:01:42.333000,1.0,,0 days 00:00:43.366000,0 days 00:00:24.340000,1.0,SOFT,5.0,
0 days 01:02:34.872000,STR,1.0,0 days 00:01:50.439000,1.0,,0 days 00:00:47.076000,0 days 00:00:25.303000,1.0,SOFT,17.0,
0 days 01:02:34.872000,LEC,1.0,0 days 00:01:39.070000,1.0,,0 days 00:00:42.120000,0 days 00:00:23.984000,1.0,SOFT,1.0,
0 days 01:02:34.872000,PER,1.0,0 days 00:01:42.993000,4.0,,0 days 00:00:43.551000,0 days 00:00:24.454000,1.0,SOFT,6.0,
0 days 01:02:34.872000,RUS,1.0,0 days 00:01:43.445000,4.0,,0 days 00:00:44.044000,0 days 00:00:24.324000,1.0,SOFT,7.0,
0 days 01:02:34.872000,OCO,1.0,0 days 00:01:46.170000,1.0,,0 days 00:00:45.149000,0 days 00:00:24.658000,1.0,SOFT,10.0,
0 days 01:02:34.872000,ALO,1.0,0 days 00:01:45.174000,4.0,,0 days 00:00:44.252000,0 days 00:00:24.810000,1.0,SOFT,9.0,
0 days 01:02:34.872000,BOT,1.0,0 days 00:01:49.195000,4.0,,0 days 00:00:47.660000,0 days 00:00:25.013000,1.0,SOFT,14.0,
0 days 01:04:14.174000,LEC,2.0,0 days 00:01:37.853000,2.0,0 days 00:00:31.582000,0 days 00:00:42.159000,0 days 00:00:24.112000,1.0,SOFT,1.0,
0 days 01:04:15.340000,VER,2.0,0 days 00:01:37.880000,5.0,0 days 00:00:31.285000,0 days 00:00:42.269000,0 days 00:00:24.326000,1.0,SOFT,2.0,
0 days 01:04:16.110000,SAI,2.0,0 days 00:01:38.649000,5.0,0 days 00:00:31.818000,0 days 00:00:42.486000,0 days 00:00:24.345000,1.0,SOFT,3.0,
0 days 01:04:16.659000,HAM,2.0,0 days 00:01:39.002000,4.0,0 days 00:00:31.844000,0 days 00:00:42.722000,0 days 00:00:24.436000,1.0,SOFT,4.0,
0 days 01:04:17.437000,MAG,2.0,0 days 00:01:38.993000,2.0,0 days 00:00:31.544000,0 days 00:00:42.940000,0 days 00:00:24.509000,1.0,SOFT,5.0,
0 days 01:04:18.097000,PER,2.0,0 days 00:01:39.092000,5.0,0 days 00:00:31.632000,0 days 00:00:42.939000,0 days 00:00:24.521000,1.0,SOFT,6.0,
0 days 01:04:18.549000,RUS,2.0,0 days 00:01:39.694000,5.0,0 days 00:00:32.238000,0 days 00:00:42.979000,0 days 00:00:24.477000,1.0,SOFT,7.0,
0 days 01:04:19.374000,GAS,2.0,0 days 00:01:40.169000,5.0,0 days 00:00:32.180000,0 days 00:00:43.326000,0 days 00:00:24.663000,1.0,SOFT,8.0,
0 days 01:04:20.278000,ALO,2.0,0 days 00:01:40.412000,5.0,0 days 00:00:32.208000,0 days 00:00:43.527000,0 days 00:00:24.677000,1.0,SOFT,9.0,
0 days 01:04:21.274000,OCO,2.0,0 days 00:01:40.111000,2.0,0 days 00:00:31.913000,0 days 00:00:43.342000,0 days 00:00:24.856000,1.0,SOFT,10.0,
0 days 01:04:22.740000,ALB,2.0,0 days 00:01:40.548000,2.0,0 days 00:00:32.027000,0 days 00:00:43.725000,0 days 00:00:24.796000,1.0,SOFT,11.0,
0 days 01:04:23.232000,TSU,2.0,0 days 00:01:40.697000,2.0,0 days 00:00:32.192000,0 days 00:00:43.736000,0 days 00:00:24.769000,1.0,SOFT,12.0,
0 days 01:04:23.930000,MSC,2.0,0 days 00:01:40.722000,2.0,0 days 00:00:32.091000,0 days 00:00:43.849000,0 days 00:00:24.782000,1.0,SOFT,13.0,
0 days 01:04:24.299000,BOT,2.0,0 days 00:01:40.817000,5.0,0 days 00:00:32.029000,0 days 00:00:43.927000,0 days 00:00:24.861000,1.0,SOFT,14.0,
0 days 01:04:24.802000,HUL,2.0,0 days 00:01:41.077000,2.0,0 days 00:00:32.384000,0 days 00:00:43.773000,0 days 00:00:24.920000,1.0,SOFT,15.0,
0 days 01:04:25.192000,NOR,2.0,0 days 00:01:42.279000,2.0,0 days 00:00:32.974000,0 days 00:00:44.334000,0 days 00:00:24.971000,1.0,MEDIUM,17.0,
0 days 01:04:25.543000,STR,2.0,0 days 00:01:41.019000,2.0,0 days 00:00:32.331000,0 days 00:00:43.771000,0 days 00:00:24.917000,1.0,SOFT,16.0,
0 days 01:04:26.238000,LAT,2.0,0 days 00:01:42.298000,2.0,0 days 00:00:32.910000,0 days 00:00:44.506000,0 days 00:00:24.882000,1.0,SOFT,19.0,
0 days 01:04:26.478000,ZHO,2.0,0 days 00:01:41.229000,2.0,0 days 00:00:32.100000,0 days 00:00:44.208000,0 days 00:00:24.921000,1.0,SOFT,18.0,
0 days 01:04:26.705000,RIC,2.0,0 days 00:01:42.590000,2.0,0 days 00:00:32.607000,0 days 00:00:44.876000,0 days 00:00:25.107000,1.0,MEDIUM,20.0,
0 days 01:05:52.027000,LEC,3.0,0 days 00:01:38.272000,3.0,0 days 00:00:31.635000,0 days 00:00:42.404000,0 days 00:00:24.233000,1.0,SOFT,1.0,
0 days 01:05:53.220000,VER,3.0,0 days 00:01:38.357000,6.0,0 days 00:00:31.499000,0 days 00:00:42.474000,0 days 00:00:24.384000,1.0,SOFT,2.0,
0 days 01:05:54.759000,SAI,3.0,0 days 00:01:39.049000,6.0,0 days 00:00:31.884000,0 days 00:00:42.691000,0 days 00:00:24.474000,1.0,SOFT,3.0,
0 days 01:05:55.661000,HAM,3.0,0 days 00:01:39.075000,5.0,0 days 00:00:31.671000,0 days 00:00:42.931000,0 days 00:00:24.473000,1.0,SOFT,4.0,
0 days 01:05:56.430000,MAG,3.0,0 days 00:01:41.224000,3.0,0 days 00:00:32.545000,0 days 00:00:44.082000,0 days 00:00:24.597000,1.0,SOFT,6.0,
0 days 01:05:57.189000,PER,3.0,0 days 00:01:39.473000,6.0,0 days 00:00:31.789000,0 days 00:00:43.115000,0 days 00:00:24.569000,1.0,SOFT,5.0,
0 days 01:05:58.243000,RUS,3.0,0 days 00:01:39.725000,6.0,0 days 00:00:31.922000,0 days 00:00:43.261000,0 days 00:00:24.542000,1.0,SOFT,7.0,
0 days 01:05:59.543000,GAS,3.0,0 days 00:01:39.968000,6.0,0 days 00:00:31.940000,0 days 00:00:43.366000,0 days 00:00:24.662000,1.0,SOFT,8.0,
0 days 01:06:00.690000,ALO,3.0,0 days 00:01:40.226000,6.0,0 days 00:00:32.073000,0 days 00:00:43.487000,0 days 00:00:24.666000,1.0,SOFT,9.0,
0 days 01:06:01.385000,OCO,3.0,0 days 00:01:40.248000,3.0,0 days 00:00:31.988000,0 days 00:00:43.503000,0 days 00:00:24.757000,1.0,SOFT,10.0,
0 days 01:06:03.288000,ALB,3.0,0 days 00:01:40.664000,3.0,0 days 00:00:32.056000,0 days 00:00:43.928000,0 days 00:00:24.680000,1.0,SOFT,11.0,
0 days 01:06:03.929000,TSU,3.0,0 days 00:01:40.618000,3.0,0 days 00:00:32.011000,0 days 00:00:43.881000,0 days 00:00:24.726000,1.0,SOFT,12.0,
0 days 01:06:04.652000,MSC,3.0,0 days 00:01:40.747000,3.0,0 days 00:00:32.025000,0 days 00:00:43.733000,0 days 00:00:24.989000,1.0,SOFT,13.0,
0 days 01:06:05.116000,BOT,3.0,0 days 00:01:40.732000,6.0,0 days 00:00:31.873000,0 days 00:00:43.805000,0 days 00:00:25.054000,1.0,SOFT,14.0,
0 days 01:06:05.879000,HUL,3.0,0 days 00:01:40.638000,3.0,0 days 00:00:32.169000,0 days 00:00:43.665000,0 days 00:00:24.804000,1.0,SOFT,15.0,
0 days 01:06:06.562000,STR,3.0,0 days 00:01:40.887000,3.0,0 days 00:00:32.067000,0 days 00:00:43.767000,0 days 00:00:25.053000,1.0,SOFT,16.0,
0 days 01:06:07.471000,NOR,3.0,0 days 00:01:41.785000,3.0,0 days 00:00:32.884000,0 days 00:00:44.070000,0 days 00:00:24.831000,1.0,MEDIUM,18.0,
0 days 01:06:07.707000,ZHO,3.0,0 days 00:01:40.183000,3.0,0 days 00:00:31.952000,0 days 00:00:43.469000,0 days 00:00:24.762000,1.0,SOFT,17.0,
0 days 01:06:08.536000,LAT,3.0,0 days 00:01:41.668000,3.0,0 days 00:00:32.233000,0 days 00:00:44.635000,0 days 00:00:24.800000,1.0,SOFT,19.0,
0 days 01:06:09.295000,RIC,3.0,0 days 00:01:41.711000,3.0,0 days 00:00:32.240000,0 days 00:00:44.366000,0 days 00:00:25.105000,1.0,MEDIUM,20.0,
0 days 01:07:30.299000,LEC,4.0,0 days 00:01:38.414000,4.0,0 days 00:00:31.619000,0 days 00:00:42.482000,0 days 00:00:24.313000,1.0,SOFT,1.0,
0 days 01:07:31.577000,VER,4.0,0 days 00:01:38.566000,7.0,0 days 00:00:31.342000,0 days 00:00:42.674000,0 days 00:00:24.550000,1.0,SOFT,2.0,
0 days 01:07:33.808000,SAI,4.0,0 days 00:01:38.923000,7.0,0 days 00:00:31.772000,0 days 00:00:42.712000,0 days 00:00:24.439000,1.0,SOFT,3.0,
0 days 01:07:34.736000,HAM,4.0,0 days 00:01:38.892000,6.0,0 days 00:00:31.388000,0 days 00:00:42.990000,0 days 00:00:24.514000,1.0,SOFT,4.0,
0 days 01:07:36.662000,PER,4.0,0 days 00:01:38.741000,7.0,0 days 00:00:31.361000,0 days 00:00:42.855000,0 days 00:00:24.525000,1.0,SOFT,5.0,
0 days 01:07:37.654000,MAG,4.0,0 days 00:01:39.642000,4.0,0 days 00:00:31.476000,0 days 00:00:43.435000,0 days 00:00:24.731000,1.0,SOFT,6.0,
0 days 01:07:37.968000,RUS,4.0,0 days 00:01:39.772000,7.0,0 days 00:00:31.847000,0 days 00:00:43.272000,0 days 00:00:24.653000,1.0,SOFT,7.0,
0 days 01:07:39.511000,GAS,4.0,0 days 00:01:40.158000,7.0,0 days 00:00:31.770000,0 days 00:00:43.681000,0 days 00:00:24.707000,1.0,SOFT,8.0,
0 days 01:07:40.916000,ALO,4.0,0 days 00:01:40.097000,7.0,0 days 00:00:32.043000,0 days 00:00:43.300000,0 days 00:00:24.754000,1.0,SOFT,9.0,
0 days 01:07:41.633000,OCO,4.0,0 days 00:01:40.209000,4.0,0 days 00:00:31.797000,0 days 00:00:43.662000,0 days 00:00:24.750000,1.0,SOFT,10.0,
0 days 01:07:43.952000,ALB,4.0,0 days 00:01:41.126000,4.0,0 days 00:00:32.050000,0 days 00:00:44.161000,0 days 00:00:24.915000,1.0,SOFT,11.0,
0 days 01:07:44.547000,TSU,4.0,0 days 00:01:40.958000,4.0,0 days 00:00:31.728000,0 days 00:00:44.250000,0 days 00:00:24.980000,1.0,SOFT,12.0,
0 days 01:07:45.399000,MSC,4.0,0 days 00:01:41.163000,4.0,0 days 00:00:31.717000,0 days 00:00:44.474000,0 days 00:00:24.972000,1.0,SOFT,13.0,
0 days 01:07:45.848000,BOT,4.0,0 days 00:01:41.127000,7.0,0 days 00:00:31.580000,0 days 00:00:44.511000,0 days 00:00:25.036000,1.0,SOFT,14.0,
0 days 01:07:46.517000,HUL,4.0,0 days 00:01:41.189000,4.0,0 days 00:00:31.867000,0 days 00:00:44.138000,0 days 00:00:25.184000,1.0,SOFT,15.0,
0 days 01:07:47.449000,STR,4.0,0 days 00:01:41.931000,4.0,0 days 00:00:32.084000,0 days 00:00:44.631000,0 days 00:00:25.216000,1.0,SOFT,17.0,
0 days 01:07:47.890000,ZHO,4.0,0 days 00:01:40.393000,4.0,0 days 00:00:31.521000,0 days 00:00:44.156000,0 days 00:00:24.716000,1.0,SOFT,16.0,
0 days 01:07:49.256000,NOR,4.0,0 days 00:01:41.459000,4.0,0 days 00:00:32.489000,0 days 00:00:43.946000,0 days 00:00:25.024000,1.0,MEDIUM,18.0,
0 days 01:07:50.204000,LAT,4.0,0 days 00:01:41.947000,4.0,0 days 00:00:32.094000,0 days 00:00:44.931000,0 days 00:00:24.922000,1.0,SOFT,19.0,
0 days 01:07:51.006000,RIC,4.0,0 days 00:01:41.803000,4.0,0 days 00:00:32.089000,0 days 00:00:44.512000,0 days 00:00:25.202000,1.0,MEDIUM,20.0,
0 days 01:09:08.713000,LEC,5.0,0 days 00:01:38.471000,5.0,0 days 00:00:31.590000,0 days 00:00:42.565000,0 days 00:00:24.316000,1.0,SOFT,1.0,
0 days 01:09:10.143000,VER,5.0,0 days 00:01:38.877000,8.0,0 days 00:00:31.498000,0 days 00:00:42.854000,0 days 00:00:24.525000,1.0,SOFT,2.0,
0 days 01:09:12.731000,SAI,5.0,0 days 00:01:39.101000,8.0,0 days 00:00:31.717000,0 days 00:00:42.786000,0 days 00:00:24.598000,1.0,SOFT,3.0,
0 days 01:09:13.628000,HAM,5.0,0 days 00:01:38.923000,7.0,0 days 00:00:31.550000,0 days 00:00:42.893000,0 days 00:00:24.480000,1.0,SOFT,4.0,
0 days 01:09:15.403000,PER,5.0,0 days 00:01:38.861000,8.0,0 days 00:00:31.357000,0 days 00:00:42.876000,0 days 00:00:24.628000,1.0,SOFT,5.0,
0 days 01:09:17.296000,MAG,5.0,0 days 00:01:41.169000,5.0,0 days 00:00:32.532000,0 days 00:00:43.740000,0 days 00:00:24.897000,1.0,SOFT,7.0,
0 days 01:09:17.740000,RUS,5.0,0 days 00:01:39.041000,8.0,0 days 00:00:31.442000,0 days 00:00:43.186000,0 days 00:00:24.413000,1.0,SOFT,6.0,
0 days 01:09:19.669000,GAS,5.0,0 days 00:01:40.249000,8.0,0 days 00:00:31.849000,0 days 00:00:43.679000,0 days 00:00:24.721000,1.0,SOFT,8.0,
0 days 01:09:21.013000,ALO,5.0,0 days 00:01:40.465000,8.0,0 days 00:00:32.045000,0 days 00:00:43.554000,0 days 00:00:24.866000,1.0,SOFT,9.0,
0 days 01:09:21.842000,OCO,5.0,0 days 00:01:40.483000,5.0,0 days 00:00:31.859000,0 days 00:00:43.773000,0 days 00:00:24.851000,1.0,SOFT,10.0,
0 days 01:09:25.078000,ALB,5.0,0 days 00:01:42.303000,5.0,0 days 00:00:32.792000,0 days 00:00:44.560000,0 days 00:00:24.951000,1.0,SOFT,12.0,
0 days 01:09:25.505000,TSU,5.0,0 days 00:01:40.363000,5.0,0 days 00:00:31.893000,0 days 00:00:43.685000,0 days 00:00:24.785000,1.0,SOFT,11.0,
0 days 01:09:26.562000,MSC,5.0,0 days 00:01:42.049000,5.0,0 days 00:00:32.227000,0 days 00:00:44.688000,0 days 00:00:25.134000,1.0,SOFT,13.0,
0 days 01:09:26.975000,BOT,5.0,0 days 00:01:41.817000,8.0,0 days 00:00:31.834000,0 days 00:00:45.160000,0 days 00:00:24.823000,1.0,SOFT,14.0,
0 days 01:09:27.706000,HUL,5.0,0 days 00:01:42.490000,5.0,0 days 00:00:31.978000,0 days 00:00:44.753000,0 days 00:00:25.759000,1.0,SOFT,16.0,
0 days 01:09:28.283000,ZHO,5.0,0 days 00:01:41.574000,5.0,0 days 00:00:31.711000,0 days 00:00:44.889000,0 days 00:00:24.974000,1.0,SOFT,15.0,
0 days 01:09:29.380000,STR,5.0,0 days 00:01:41.715000,5.0,0 days 00:00:31.953000,0 days 00:00:44.456000,0 days 00:00:25.306000,1.0,SOFT,17.0,
0 days 01:09:30.715000,NOR,5.0,0 days 00:01:41.713000,5.0,0 days 00:00:32.330000,0 days 00:00:44.248000,0 days 00:00:25.135000,1.0,MEDIUM,18.0,
0 days 01:09:32.151000,LAT,5.0,0 days 00:01:41.678000,5.0,0 days 00:00:32.221000,0 days 00:00:44.599000,0 days 00:00:24.858000,1.0,SOFT,19.0,
0 days 01:09:32.809000,RIC,5.0,0 days 00:01:41.818000,5.0,0 days 00:00:32.162000,0 days 00:00:44.451000,0 days 00:00:25.205000,1.0,MEDIUM,20.0,
0 days 01:10:47.184000,LEC,6.0,0 days 00:01:38.712000,6.0,0 days 00:00:31.627000,0 days 00:00:42.652000,0 days 00:00:24.433000,1.0,SOFT,1.0,
0 days 01:10:49.020000,VER,6.0,0 days 00:01:38.940000,9.0,0 days 00:00:31.572000,0 days 00:00:42.759000,0 days 00:00:24.609000,1.0,SOFT,2.0,
0 days 01:10:51.832000,SAI,6.0,0 days 00:01:39.594000,9.0,0 days 00:00:31.843000,0 days 00:00:43.200000,0 days 00:00:24.551000,1.0,SOFT,3.0,
0 days 01:10:52.551000,HAM,6.0,0 days 00:01:39.707000,8.0,0 days 00:00:31.624000,0 days 00:00:43.248000,0 days 00:00:24.835000,1.0,SOFT,4.0,
0 days 01:10:54.264000,PER,6.0,0 days 00:01:39.218000,9.0,0 days 00:00:31.531000,0 days 00:00:43.144000,0 days 00:00:24.543000,1.0,SOFT,5.0,
0 days 01:10:56.781000,RUS,6.0,0 days 00:01:39.605000,9.0,0 days 00:00:31.886000,0 days 00:00:43.349000,0 days 00:00:24.370000,1.0,SOFT,6.0,
0 days 01:10:58.465000,MAG,6.0,0 days 00:01:40.338000,6.0,0 days 00:00:31.907000,0 days 00:00:43.641000,0 days 00:00:24.790000,1.0,SOFT,7.0,
0 days 01:10:59.918000,GAS,6.0,0 days 00:01:40.474000,9.0,0 days 00:00:31.986000,0 days 00:00:43.748000,0 days 00:00:24.740000,1.0,SOFT,8.0,
0 days 01:11:01.478000,ALO,6.0,0 days 00:01:40.658000,9.0,0 days 00:00:32.105000,0 days 00:00:43.625000,0 days 00:00:24.928000,1.0,SOFT,9.0,
0 days 01:11:02.325000,OCO,6.0,0 days 00:01:40.558000,6.0,0 days 00:00:31.866000,0 days 00:00:43.869000,0 days 00:00:24.823000,1.0,SOFT,10.0,
0 days 01:11:05.868000,TSU,6.0,0 days 00:01:40.611000,6.0,0 days 00:00:32.168000,0 days 00:00:43.564000,0 days 00:00:24.879000,1.0,SOFT,11.0,
0 days 01:11:07.381000,ALB,6.0,0 days 00:01:41.708000,6.0,0 days 00:00:32.220000,0 days 00:00:44.522000,0 days 00:00:24.966000,1.0,SOFT,12.0,
0 days 01:11:08.611000,MSC,6.0,0 days 00:01:42.447000,6.0,0 days 00:00:32.724000,0 days 00:00:44.443000,0 days 00:00:25.280000,1.0,SOFT,14.0,
0 days 01:11:08.792000,BOT,6.0,0 days 00:01:41.003000,9.0,0 days 00:00:31.844000,0 days 00:00:44.146000,0 days 00:00:25.013000,1.0,SOFT,13.0,
0 days 01:11:09.857000,ZHO,6.0,0 days 00:01:41.461000,6.0,0 days 00:00:31.739000,0 days 00:00:44.486000,0 days 00:00:25.236000,1.0,SOFT,15.0,
0 days 01:11:10.196000,HUL,6.0,0 days 00:01:41.995000,6.0,0 days 00:00:32.187000,0 days 00:00:44.488000,0 days 00:00:25.320000,1.0,SOFT,16.0,
0 days 01:11:11.095000,STR,6.0,0 days 00:01:41.897000,6.0,0 days 00:00:32.385000,0 days 00:00:44.303000,0 days 00:00:25.209000,1.0,SOFT,17.0,
0 days 01:11:12.428000,NOR,6.0,0 days 00:01:41.658000,6.0,0 days 00:00:32.307000,0 days 00:00:44.205000,0 days 00:00:25.146000,1.0,MEDIUM,18.0,
0 days 01:11:13.829000,LAT,6.0,0 days 00:01:42.945000,6.0,0 days 00:00:32.246000,0 days 00:00:45.124000,0 days 00:00:25.575000,1.0,SOFT,20.0,
0 days 01:11:14.627000,RIC,6.0,0 days 00:01:41.770000,6.0,0 days 00:00:31.990000,0 days 00:00:44.665000,0 days 00:00:25.115000,1.0,MEDIUM,19.0,
0 days 01:12:25.896000,LEC,7.0,0 days 00:01:38.835000,7.0,0 days 00:00:31.589000,0 days 00:00:42.750000,0 days 00:00:24.496000,1.0,SOFT,1.0,
0 days 01:12:27.960000,VER,7.0,0 days 00:01:39.062000,10.0,0 days 00:00:31.637000,0 days 00:00:42.845000,0 days 00:00:24.580000,1.0,SOFT,2.0,
0 days 01:12:31.426000,SAI,7.0,0 days 00:01:39.588000,10.0,0 days 00:00:31.856000,0 days 00:00:43.066000,0 days 00:00:24.666000,1.0,SOFT,3.0,
0 days 01:12:32.258000,HAM,7.0,0 days 00:01:39.682000,9.0,0 days 00:00:31.626000,0 days 00:00:43.305000,0 days 00:00:24.751000,1.0,SOFT,4.0,
0 days 01:12:33.482000,PER,7.0,0 days 00:01:39.264000,10.0,0 days 00:00:31.437000,0 days 00:00:43.135000,0 days 00:00:24.692000,1.0,SOFT,5.0,
0 days 01:12:36.386000,RUS,7.0,0 days 00:01:39.934000,10.0,0 days 00:00:31.835000,0 days 00:00:43.633000,0 days 00:00:24.466000,1.0,SOFT,6.0,
0 days 01:12:38.803000,MAG,7.0,0 days 00:01:40.555000,7.0,0 days 00:00:32.020000,0 days 00:00:43.659000,0 days 00:00:24.876000,1.0,SOFT,7.0,
0 days 01:12:40.392000,GAS,7.0,0 days 00:01:40.433000,10.0,0 days 00:00:31.942000,0 days 00:00:43.660000,0 days 00:00:24.831000,1.0,SOFT,8.0,
0 days 01:12:42.136000,ALO,7.0,0 days 00:01:40.823000,10.0,0 days 00:00:32.196000,0 days 00:00:43.680000,0 days 00:00:24.947000,1.0,SOFT,9.0,
0 days 01:12:42.883000,OCO,7.0,0 days 00:01:40.782000,7.0,0 days 00:00:31.875000,0 days 00:00:43.929000,0 days 00:00:24.978000,1.0,SOFT,10.0,
0 days 01:12:46.479000,TSU,7.0,0 days 00:01:40.754000,7.0,0 days 00:00:32.067000,0 days 00:00:43.869000,0 days 00:00:24.818000,1.0,SOFT,11.0,
0 days 01:12:49.089000,ALB,7.0,0 days 00:01:41.561000,7.0,0 days 00:00:32.192000,0 days 00:00:44.463000,0 days 00:00:24.906000,1.0,SOFT,12.0,
0 days 01:12:49.795000,BOT,7.0,0 days 00:01:41.287000,10.0,0 days 00:00:31.854000,0 days 00:00:44.420000,0 days 00:00:25.013000,1.0,SOFT,13.0,
0 days 01:12:51.058000,MSC,7.0,0 days 00:01:42.512000,7.0,0 days 00:00:32.498000,0 days 00:00:44.723000,0 days 00:00:25.291000,1.0,SOFT,15.0,
0 days 01:12:51.318000,ZHO,7.0,0 days 00:01:40.620000,7.0,0 days 00:00:31.818000,0 days 00:00:43.943000,0 days 00:00:24.859000,1.0,SOFT,14.0,
0 days 01:12:52.191000,HUL,7.0,0 days 00:01:41.912000,7.0,0 days 00:00:32.390000,0 days 00:00:44.318000,0 days 00:00:25.204000,1.0,SOFT,16.0,
0 days 01:12:52.992000,STR,7.0,0 days 00:01:41.827000,7.0,0 days 00:00:32.307000,0 days 00:00:44.478000,0 days 00:00:25.042000,1.0,SOFT,17.0,
0 days 01:12:54.086000,NOR,7.0,0 days 00:01:42.192000,7.0,0 days 00:00:32.626000,0 days 00:00:44.439000,0 days 00:00:25.127000,1.0,MEDIUM,18.0,
0 days 01:12:56.397000,RIC,7.0,0 days 00:01:43.137000,7.0,0 days 00:00:32.521000,0 days 00:00:45.514000,0 days 00:00:25.102000,1.0,MEDIUM,20.0,
0 days 01:12:56.774000,LAT,7.0,0 days 00:01:42.065000,7.0,0 days 00:00:32.146000,0 days 00:00:44.962000,0 days 00:00:24.957000,1.0,SOFT,19.0,
0 days 01:14:04.731000,LEC,8.0,0 days 00:01:38.951000,8.0,0 days 00:00:31.744000,0 days 00:00:42.811000,0 days 00:00:24.396000,1.0,SOFT,1.0,
0 days 01:14:07.022000,VER,8.0,0 days 00:01:39.092000,11.0,0 days 00:00:31.616000,0 days 00:00:42.875000,0 days 00:00:24.601000,1.0,SOFT,2.0,
0 days 01:14:11.014000,SAI,8.0,0 days 00:01:39.275000,11.0,0 days 00:00:31.760000,0 days 00:00:42.898000,0 days 00:00:24.617000,1.0,SOFT,3.0,
0 days 01:14:11.940000,HAM,8.0,0 days 00:01:39.758000,10.0,0 days 00:00:31.563000,0 days 00:00:43.561000,0 days 00:00:24.634000,1.0,SOFT,4.0,
0 days 01:14:12.746000,PER,8.0,0 days 00:01:39.825000,11.0,0 days 00:00:31.287000,0 days 00:00:43.774000,0 days 00:00:24.764000,1.0,SOFT,5.0,
0 days 01:14:16.320000,RUS,8.0,0 days 00:01:39.729000,11.0,0 days 00:00:31.948000,0 days 00:00:43.367000,0 days 00:00:24.414000,1.0,SOFT,6.0,
0 days 01:14:19.358000,MAG,8.0,0 days 00:01:40.451000,8.0,0 days 00:00:32.022000,0 days 00:00:43.657000,0 days 00:00:24.772000,1.0,SOFT,7.0,
0 days 01:14:20.825000,GAS,8.0,0 days 00:01:40.684000,11.0,0 days 00:00:32.096000,0 days 00:00:43.852000,0 days 00:00:24.736000,1.0,SOFT,8.0,
0 days 01:14:22.959000,ALO,8.0,0 days 00:01:42.371000,11.0,0 days 00:00:32.863000,0 days 00:00:44.324000,0 days 00:00:25.184000,1.0,SOFT,10.0,
0 days 01:14:23.665000,OCO,8.0,0 days 00:01:40.442000,8.0,0 days 00:00:31.839000,0 days 00:00:43.773000,0 days 00:00:24.830000,1.0,SOFT,9.0,
0 days 01:14:27.233000,TSU,8.0,0 days 00:01:41.351000,8.0,0 days 00:00:32.046000,0 days 00:00:44.436000,0 days 00:00:24.869000,1.0,SOFT,11.0,
0 days 01:14:30.650000,ALB,8.0,0 days 00:01:43.097000,8.0,0 days 00:00:32.585000,0 days 00:00:45.304000,0 days 00:00:25.208000,1.0,SOFT,13.0,
0 days 01:14:31.082000,BOT,8.0,0 days 00:01:41.606000,11.0,0 days 00:00:32.327000,0 days 00:00:44.387000,0 days 00:00:24.892000,1.0,SOFT,12.0,
0 days 01:14:31.938000,ZHO,8.0,0 days 00:01:42.110000,8.0,0 days 00:00:31.783000,0 days 00:00:45.055000,0 days 00:00:25.272000,1.0,SOFT,14.0,
0 days 01:14:33.570000,MSC,8.0,0 days 00:01:42.304000,8.0,0 days 00:00:32.420000,0 days 00:00:44.606000,0 days 00:00:25.278000,1.0,SOFT,15.0,
