LapStartTime,Driver,LapNumber,LapTime,TyreLife,Sector1Time,Sector2Time,Sector3Time,Stint,Compound,Position,TrackStatus
0 days 02:31:16.718000,LAT,52.0,0 days 00:01:38.466000,10.0,0 days 00:00:31.330000,0 days 00:00:43.100000,0 days 00:00:24.036000,4.0,SOFT,18.0,1
0 days 02:31:17.415000,HUL,52.0,0 days 00:01:38.599000,8.0,0 days 00:00:31.439000,0 days 00:00:42.849000,0 days 00:00:24.311000,4.0,SOFT,19.0,1
0 days 02:32:10.635000,LEC,53.0,0 days 00:01:35.127000,10.0,0 days 00:00:30.661000,0 days 00:00:40.910000,0 days 00:00:23.556000,4.0,SOFT,1.0,1
0 days 02:32:12.833000,VER,53.0,0 days 00:01:35.927000,13.0,0 days 00:00:30.517000,0 days 00:00:41.435000,0 days 00:00:23.975000,4.0,SOFT,2.0,1
0 days 02:32:13.730000,SAI,53.0,0 days 00:01:35.880000,12.0,0 days 00:00:30.754000,0 days 00:00:41.421000,0 days 00:00:23.705000,4.0,SOFT,3.0,1
0 days 02:32:15.039000,PER,53.0,0 days 00:01:36.113000,13.0,0 days 00:00:30.794000,0 days 00:00:41.527000,0 days 00:00:23.792000,4.0,SOFT,4.0,1
0 days 02:32:15.816000,HAM,53.0,0 days 00:01:36.228000,12.0,0 days 00:00:30.902000,0 days 00:00:41.576000,0 days 00:00:23.750000,4.0,SOFT,5.0,1
0 days 02:32:16.888000,RUS,53.0,0 days 00:01:36.367000,10.0,0 days 00:00:31.037000,0 days 00:00:41.722000,0 days 00:00:23.608000,4.0,SOFT,6.0,1
0 days 02:32:18.090000,MAG,53.0,0 days 00:01:36.623000,10.0,0 days 00:00:30.890000,0 days 00:00:41.903000,0 days 00:00:23.830000,4.0,SOFT,7.0,1
0 days 02:32:18.902000,BOT,53.0,0 days 00:01:36.599000,10.0,0 days 00:00:30.888000,0 days 00:00:41.967000,0 days 00:00:23.744000,4.0,SOFT,8.0,1
0 days 02:32:20.095000,OCO,53.0,0 days 00:01:37.110000,13.0,0 days 00:00:31.005000,0 days 00:00:42.135000,0 days 00:00:23.970000,4.0,SOFT,9.0,1
0 days 02:32:20.982000,TSU,53.0,0 days 00:01:37.104000,12.0,0 days 00:00:31.025000,0 days 00:00:42.242000,0 days 00:00:23.837000,4.0,SOFT,10.0,1
0 days 02:32:22.079000,ALO,53.0,0 days 00:01:37.396000,11.0,0 days 00:00:31.322000,0 days 00:00:42.100000,0 days 00:00:23.974000,4.0,SOFT,11.0,1
0 days 02:32:24.174000,ZHO,53.0,0 days 00:01:37.162000,11.0,0 days 00:00:31.176000,0 days 00:00:42.143000,0 days 00:00:23.843000,4.0,SOFT,12.0,1
0 days 02:32:25.189000,MSC,53.0,0 days 00:01:38.537000,20.0,0 days 00:00:31.443000,0 days 00:00:42.769000,0 days 00:00:24.325000,3.0,SOFT,13.0,1
0 days 02:32:40.454000,STR,53.0,0 days 00:01:38.678000,8.0,0 days 00:00:31.293000,0 days 00:00:43.332000,0 days 00:00:24.053000,4.0,SOFT,14.0,1
0 days 02:32:48.031000,ALB,53.0,0 days 00:01:38.073000,10.0,0 days 00:00:31.314000,0 days 00:00:42.620000,0 days 00:00:24.139000,4.0,SOFT,15.0,1
0 days 02:32:50.289000,RIC,53.0,0 days 00:01:37.671000,9.0,0 days 00:00:31.305000,0 days 00:00:42.239000,0 days 00:00:24.127000,4.0,SOFT,16.0,1
0 days 02:32:51.334000,NOR,53.0,0 days 00:01:37.468000,11.0,0 days 00:00:31.037000,0 days 00:00:42.137000,0 days 00:00:24.294000,4.0,SOFT,17.0,1
0 days 02:32:55.184000,LAT,53.0,0 days 00:01:38.452000,11.0,0 days 00:00:31.331000,0 days 00:00:43.027000,0 days 00:00:24.094000,4.0,SOFT,18.0,1
0 days 02:32:56.014000,HUL,53.0,0 days 00:01:38.452000,9.0,0 days 00:00:31.355000,0 days 00:00:42.670000,0 days 00:00:24.427000,4.0,SOFT,19.0,1
0 days 02:33:45.762000,LEC,54.0,0 days 00:01:35.429000,11.0,0 days 00:00:30.769000,0 days 00:00:41.126000,0 days 00:00:23.534000,4.0,SOFT,1.0,1
0 days 02:33:48.760000,VER,54.0,0 days 00:02:04.094000,14.0,0 days 00:00:31.367000,0 days 00:00:43.081000,0 days 00:00:49.646000,4.0,SOFT,13.0,1
0 days 02:33:49.610000,SAI,54.0,0 days 00:01:36.565000,13.0,0 days 00:00:30.833000,0 days 00:00:42.041000,0 days 00:00:23.691000,4.0,SOFT,2.0,1
0 days 02:33:51.152000,PER,54.0,0 days 00:01:36.755000,14.0,0 days 00:00:30.895000,0 days 00:00:41.788000,0 days 00:00:24.072000,4.0,SOFT,3.0,1
0 days 02:33:52.044000,HAM,54.0,0 days 00:01:36.354000,13.0,0 days 00:00:30.629000,0 days 00:00:41.772000,0 days 00:00:23.953000,4.0,SOFT,4.0,1
0 days 02:33:53.255000,RUS,54.0,0 days 00:01:36.592000,11.0,0 days 00:00:31.104000,0 days 00:00:41.593000,0 days 00:00:23.895000,4.0,SOFT,5.0,1
0 days 02:33:54.713000,MAG,54.0,0 days 00:01:36.960000,11.0,0 days 00:00:30.948000,0 days 00:00:42.123000,0 days 00:00:23.889000,4.0,SOFT,6.0,1
0 days 02:33:55.501000,BOT,54.0,0 days 00:01:36.959000,11.0,0 days 00:00:30.676000,0 days 00:00:42.341000,0 days 00:00:23.942000,4.0,SOFT,7.0,1
0 days 02:33:57.205000,OCO,54.0,0 days 00:01:37.299000,14.0,0 days 00:00:31.155000,0 days 00:00:42.243000,0 days 00:00:23.901000,4.0,SOFT,8.0,1
0 days 02:33:58.086000,TSU,54.0,0 days 00:01:37.268000,13.0,0 days 00:00:30.808000,0 days 00:00:42.381000,0 days 00:00:24.079000,4.0,SOFT,9.0,1
0 days 02:33:59.475000,ALO,54.0,0 days 00:01:37.303000,12.0,0 days 00:00:31.171000,0 days 00:00:42.093000,0 days 00:00:24.039000,4.0,SOFT,10.0,1
0 days 02:34:01.336000,ZHO,54.0,0 days 00:01:37.247000,12.0,0 days 00:00:31.067000,0 days 00:00:42.082000,0 days 00:00:24.098000,4.0,SOFT,11.0,1
0 days 02:34:03.726000,MSC,54.0,0 days 00:01:38.747000,21.0,0 days 00:00:31.420000,0 days 00:00:42.955000,0 days 00:00:24.372000,3.0,SOFT,12.0,1
0 days 02:34:19.132000,STR,54.0,0 days 00:01:37.877000,9.0,0 days 00:00:31.322000,0 days 00:00:42.375000,0 days 00:00:24.180000,4.0,SOFT,14.0,1
0 days 02:34:26.104000,ALB,54.0,0 days 00:01:38.356000,11.0,0 days 00:00:31.301000,0 days 00:00:42.889000,0 days 00:00:24.166000,4.0,SOFT,15.0,1
0 days 02:34:27.960000,RIC,54.0,0 days 00:01:38.120000,10.0,0 days 00:00:31.385000,0 days 00:00:42.493000,0 days 00:00:24.242000,4.0,SOFT,16.0,1
0 days 02:34:28.802000,NOR,54.0,0 days 00:01:38.018000,12.0,0 days 00:00:30.991000,0 days 00:00:42.707000,0 days 00:00:24.320000,4.0,SOFT,17.0,1
0 days 02:34:33.636000,LAT,54.0,0 days 00:01:38.707000,12.0,0 days 00:00:31.308000,0 days 00:00:43.130000,0 days 00:00:24.269000,4.0,SOFT,18.0,1
0 days 02:34:34.466000,HUL,54.0,0 days 00:01:38.533000,10.0,0 days 00:00:31.114000,0 days 00:00:42.958000,0 days 00:00:24.461000,4.0,SOFT,19.0,1
0 days 02:35:21.191000,LEC,55.0,0 days 00:01:35.427000,12.0,0 days 00:00:30.818000,0 days 00:00:41.043000,0 days 00:00:23.566000,4.0,SOFT,1.0,1
0 days 02:35:26.175000,SAI,55.0,0 days 00:01:36.075000,14.0,0 days 00:00:30.895000,0 days 00:00:41.475000,0 days 00:00:23.705000,4.0,SOFT,2.0,1
0 days 02:35:27.907000,PER,55.0,0 days 00:01:36.436000,15.0,0 days 00:00:30.854000,0 days 00:00:41.704000,0 days 00:00:23.878000,4.0,SOFT,3.0,1
0 days 02:35:28.398000,HAM,55.0,0 days 00:01:36.566000,14.0,0 days 00:00:30.793000,0 days 00:00:41.958000,0 days 00:00:23.815000,4.0,SOFT,4.0,1
0 days 02:35:29.847000,RUS,55.0,0 days 00:01:36.395000,12.0,0 days 00:00:30.808000,0 days 00:00:41.842000,0 days 00:00:23.745000,4.0,SOFT,5.0,1
0 days 02:35:31.673000,MAG,55.0,0 days 00:01:36.937000,12.0,0 days 00:00:31.045000,0 days 00:00:42.004000,0 days 00:00:23.888000,4.0,SOFT,6.0,1
0 days 02:35:32.460000,BOT,55.0,0 days 00:01:37.217000,12.0,0 days 00:00:30.818000,0 days 00:00:42.342000,0 days 00:00:24.057000,4.0,SOFT,7.0,1
0 days 02:35:34.504000,OCO,55.0,0 days 00:01:37.251000,15.0,0 days 00:00:31.091000,0 days 00:00:42.165000,0 days 00:00:23.995000,4.0,SOFT,8.0,1
0 days 02:35:35.354000,TSU,55.0,0 days 00:01:37.264000,14.0,0 days 00:00:30.711000,0 days 00:00:42.335000,0 days 00:00:24.218000,4.0,SOFT,9.0,1
0 days 02:35:36.778000,ALO,55.0,0 days 00:01:37.672000,13.0,0 days 00:00:31.239000,0 days 00:00:42.303000,0 days 00:00:24.130000,4.0,SOFT,10.0,1
0 days 02:35:38.583000,ZHO,55.0,0 days 00:01:37.132000,13.0,0 days 00:00:31.079000,0 days 00:00:42.112000,0 days 00:00:23.941000,4.0,SOFT,11.0,1
0 days 02:35:42.473000,MSC,55.0,0 days 00:01:39.201000,22.0,0 days 00:00:31.507000,0 days 00:00:43.217000,0 days 00:00:24.477000,3.0,SOFT,12.0,1
0 days 02:35:57.009000,STR,55.0,0 days 00:01:38.328000,10.0,0 days 00:00:31.478000,0 days 00:00:42.668000,0 days 00:00:24.182000,4.0,SOFT,13.0,1
0 days 02:36:04.460000,ALB,55.0,0 days 00:01:38.826000,12.0,0 days 00:00:31.391000,0 days 00:00:43.089000,0 days 00:00:24.346000,4.0,SOFT,14.0,1
0 days 02:36:06.080000,RIC,55.0,0 days 00:01:38.639000,11.0,0 days 00:00:31.561000,0 days 00:00:42.646000,0 days 00:00:24.432000,4.0,SOFT,15.0,1
0 days 02:36:06.820000,NOR,55.0,0 days 00:01:38.660000,13.0,0 days 00:00:31.487000,0 days 00:00:42.771000,0 days 00:00:24.402000,4.0,SOFT,16.0,1
0 days 02:36:12.343000,LAT,55.0,0 days 00:01:39.119000,13.0,0 days 00:00:31.573000,0 days 00:00:43.276000,0 days 00:00:24.270000,4.0,SOFT,17.0,1
0 days 02:36:12.999000,HUL,55.0,0 days 00:01:39.236000,11.0,0 days 00:00:31.460000,0 days 00:00:43.089000,0 days 00:00:24.687000,4.0,SOFT,18.0,1
0 days 02:36:56.618000,LEC,56.0,0 days 00:01:35.673000,13.0,0 days 00:00:30.859000,0 days 00:00:41.191000,0 days 00:00:23.623000,4.0,SOFT,1.0,1
0 days 02:37:02.250000,SAI,56.0,0 days 00:01:35.767000,15.0,0 days 00:00:30.796000,0 days 00:00:41.317000,0 days 00:00:23.654000,4.0,SOFT,2.0,1
0 days 02:37:04.343000,PER,56.0,0 days 00:01:36.286000,16.0,0 days 00:00:30.819000,0 days 00:00:41.552000,0 days 00:00:23.915000,4.0,SOFT,3.0,1
0 days 02:37:04.964000,HAM,56.0,0 days 00:01:36.481000,15.0,0 days 00:00:30.773000,0 days 00:00:41.807000,0 days 00:00:23.901000,4.0,SOFT,4.0,1
0 days 02:37:06.242000,RUS,56.0,0 days 00:01:36.302000,13.0,0 days 00:00:31.060000,0 days 00:00:41.554000,0 days 00:00:23.688000,4.0,SOFT,5.0,1
0 days 02:37:08.610000,MAG,56.0,0 days 00:01:37.091000,13.0,0 days 00:00:31.050000,0 days 00:00:42.031000,0 days 00:00:24.010000,4.0,SOFT,6.0,1
0 days 02:37:09.677000,BOT,56.0,0 days 00:01:37.260000,13.0,0 days 00:00:30.821000,0 days 00:00:42.488000,0 days 00:00:23.951000,4.0,SOFT,7.0,1
0 days 02:37:11.755000,OCO,56.0,0 days 00:01:37.680000,16.0,0 days 00:00:31.273000,0 days 00:00:42.375000,0 days 00:00:24.032000,4.0,SOFT,8.0,1
0 days 02:37:12.618000,TSU,56.0,0 days 00:01:37.565000,15.0,0 days 00:00:30.893000,0 days 00:00:42.494000,0 days 00:00:24.178000,4.0,SOFT,9.0,1
0 days 02:37:14.450000,ALO,56.0,0 days 00:01:37.642000,14.0,0 days 00:00:31.263000,0 days 00:00:42.318000,0 days 00:00:24.061000,4.0,SOFT,10.0,1
0 days 02:37:15.715000,ZHO,56.0,0 days 00:01:37.154000,14.0,0 days 00:00:30.908000,0 days 00:00:42.185000,0 days 00:00:24.061000,4.0,SOFT,11.0,1
0 days 02:37:21.674000,MSC,56.0,0 days 00:01:39.090000,23.0,0 days 00:00:31.470000,0 days 00:00:43.168000,0 days 00:00:24.452000,3.0,SOFT,12.0,12
0 days 02:37:35.337000,STR,56.0,0 days 00:01:38.829000,11.0,0 days 00:00:31.736000,0 days 00:00:42.725000,0 days 00:00:24.368000,4.0,SOFT,13.0,12
0 days 02:37:43.286000,ALB,56.0,0 days 00:01:39.202000,13.0,0 days 00:00:31.686000,0 days 00:00:43.038000,0 days 00:00:24.478000,4.0,SOFT,14.0,12
0 days 02:37:44.719000,RIC,56.0,0 days 00:01:38.860000,12.0,0 days 00:00:31.595000,0 days 00:00:42.858000,0 days 00:00:24.407000,4.0,SOFT,15.0,12
0 days 02:37:45.480000,NOR,56.0,0 days 00:01:38.987000,14.0,0 days 00:00:31.371000,0 days 00:00:42.999000,0 days 00:00:24.617000,4.0,SOFT,16.0,12
0 days 02:37:51.462000,LAT,56.0,0 days 00:01:39.145000,14.0,0 days 00:00:31.464000,0 days 00:00:43.303000,0 days 00:00:24.378000,4.0,SOFT,17.0,12
0 days 02:37:52.235000,HUL,56.0,0 days 00:01:39.102000,12.0,0 days 00:00:31.394000,0 days 00:00:43.118000,0 days 00:00:24.590000,4.0,SOFT,18.0,12
0 days 02:38:32.291000,LEC,57.0,0 days 00:01:36.373000,14.0,0 days 00:00:30.927000,0 days 00:00:41.677000,0 days 00:00:23.769000,4.0,SOFT,1.0,12
0 days 02:38:38.017000,SAI,57.0,0 days 00:01:36.269000,16.0,0 days 00:00:30.890000,0 days 00:00:41.561000,0 days 00:00:23.818000,4.0,SOFT,2.0,12
0 days 02:38:40.629000,PER,57.0,,17.0,,,,4.0,SOFT,,12
0 days 02:38:41.445000,HAM,57.0,0 days 00:01:36.918000,16.0,0 days 00:00:31.382000,0 days 00:00:41.762000,0 days 00:00:23.774000,4.0,SOFT,3.0,12
0 days 02:38:42.544000,RUS,57.0,0 days 00:01:37.401000,14.0,0 days 00:00:31.737000,0 days 00:00:41.929000,0 days 00:00:23.735000,4.0,SOFT,4.0,12
0 days 02:38:45.701000,MAG,57.0,0 days 00:01:37.741000,14.0,0 days 00:00:31.338000,0 days 00:00:42.474000,0 days 00:00:23.929000,4.0,SOFT,5.0,12
0 days 02:38:46.937000,BOT,57.0,0 days 00:01:37.870000,14.0,0 days 00:00:31.430000,0 days 00:00:42.479000,0 days 00:00:23.961000,4.0,SOFT,6.0,12
0 days 02:38:49.435000,OCO,57.0,0 days 00:01:38.676000,17.0,0 days 00:00:31.981000,0 days 00:00:42.512000,0 days 00:00:24.183000,4.0,SOFT,7.0,12
0 days 02:38:50.183000,TSU,57.0,0 days 00:01:38.891000,16.0,0 days 00:00:31.960000,0 days 00:00:42.692000,0 days 00:00:24.239000,4.0,SOFT,8.0,12
0 days 02:38:52.092000,ALO,57.0,0 days 00:01:38.986000,15.0,0 days 00:00:32.243000,0 days 00:00:42.566000,0 days 00:00:24.177000,4.0,SOFT,9.0,12
0 days 02:38:52.869000,ZHO,57.0,0 days 00:01:38.941000,15.0,0 days 00:00:31.915000,0 days 00:00:42.884000,0 days 00:00:24.142000,4.0,SOFT,10.0,12
0 days 02:39:00.764000,MSC,57.0,0 days 00:01:40.498000,24.0,0 days 00:00:32.971000,0 days 00:00:43.115000,0 days 00:00:24.412000,3.0,SOFT,11.0,2
0 days 02:39:14.166000,STR,57.0,0 days 00:01:40.395000,12.0,0 days 00:00:32.658000,0 days 00:00:43.027000,0 days 00:00:24.710000,4.0,SOFT,12.0,2
0 days 02:39:22.488000,ALB,57.0,0 days 00:01:40.132000,14.0,0 days 00:00:32.321000,0 days 00:00:43.293000,0 days 00:00:24.518000,4.0,SOFT,13.0,2
0 days 02:39:23.579000,RIC,57.0,0 days 00:01:40.084000,13.0,0 days 00:00:32.486000,0 days 00:00:42.979000,0 days 00:00:24.619000,4.0,SOFT,14.0,2
0 days 02:39:24.467000,NOR,57.0,0 days 00:01:40.556000,15.0,0 days 00:00:32.980000,0 days 00:00:42.961000,0 days 00:00:24.615000,4.0,SOFT,15.0,2
0 days 02:39:30.607000,LAT,57.0,0 days 00:01:39.876000,15.0,0 days 00:00:32.024000,0 days 00:00:43.438000,0 days 00:00:24.414000,4.0,SOFT,16.0,2
0 days 02:39:31.337000,HUL,57.0,0 days 00:01:41.180000,13.0,0 days 00:00:33.104000,0 days 00:00:43.528000,0 days 00:00:24.548000,4.0,SOFT,17.0,2
0 days 01:02:27.563000,VER,1.0,0 days 00:01:38.082000,1.0,,0 days 00:00:30.360000,0 days 00:00:29.775000,1.0,MEDIUM,3.0,1
0 days 01:02:27.563000,PER,1.0,0 days 00:01:35.991000,1.0,,0 days 00:00:29.931000,0 days 00:00:29.658000,1.0,MEDIUM,1.0,1
0 days 01:02:27.563000,RUS,1.0,0 days 00:01:40.421000,1.0,,0 days 00:00:30.738000,0 days 00:00:30.080000,1.0,MEDIUM,6.0,1
0 days 01:02:27.563000,LAT,1.0,0 days 00:01:46.377000,1.0,,0 days 00:00:31.688000,0 days 00:00:30.669000,1.0,MEDIUM,17.0,1
0 days 01:02:27.563000,ALO,1.0,0 days 00:01:41.458000,1.0,,0 days 00:00:31.224000,0 days 00:00:30.105000,1.0,MEDIUM,7.0,1
0 days 01:02:27.563000,LEC,1.0,0 days 00:01:37.088000,1.0,,0 days 00:00:30.338000,0 days 00:00:29.685000,1.0,MEDIUM,2.0,1
0 days 01:02:27.563000,SAI,1.0,0 days 00:01:38.635000,1.0,,0 days 00:00:30.386000,0 days 00:00:29.747000,1.0,MEDIUM,4.0,1
0 days 01:02:27.563000,BOT,1.0,0 days 00:01:42.123000,1.0,,0 days 00:00:31.168000,0 days 00:00:30.384000,1.0,MEDIUM,8.0,1
0 days 01:02:27.563000,STR,1.0,0 days 00:01:43.828000,2.0,,0 days 00:00:31.287000,0 days 00:00:30.497000,1.0,MEDIUM,12.0,1
0 days 01:02:27.563000,MAG,1.0,0 days 00:01:42.705000,3.0,,0 days 00:00:31.174000,0 days 00:00:30.628000,1.0,HARD,9.0,1
0 days 01:02:27.563000,ALB,1.0,0 days 00:01:45.023000,1.0,,0 days 00:00:31.557000,0 days 00:00:30.530000,1.0,MEDIUM,15.0,1
0 days 01:02:27.563000,NOR,1.0,0 days 00:01:43.333000,1.0,,0 days 00:00:31.309000,0 days 00:00:30.298000,1.0,MEDIUM,11.0,1
0 days 01:02:27.563000,ZHO,1.0,0 days 00:01:46.520000,1.0,,0 days 00:00:31.537000,0 days 00:00:30.349000,1.0,MEDIUM,18.0,1
0 days 01:02:27.563000,OCO,1.0,0 days 00:01:39.900000,1.0,,0 days 00:00:30.870000,0 days 00:00:30.042000,1.0,MEDIUM,5.0,1
0 days 01:02:27.563000,HUL,1.0,0 days 00:01:45.803000,2.0,,0 days 00:00:31.531000,0 days 00:00:30.692000,1.0,HARD,16.0,1
0 days 01:02:27.563000,HAM,1.0,0 days 00:01:44.788000,2.0,,0 days 00:00:31.465000,0 days 00:00:30.728000,1.0,HARD,14.0,1
0 days 01:02:27.563000,GAS,1.0,0 days 00:01:43.106000,1.0,,0 days 00:00:31.165000,0 days 00:00:30.524000,1.0,MEDIUM,10.0,1
0 days 01:02:27.563000,RIC,1.0,0 days 00:01:44.274000,1.0,,0 days 00:00:31.287000,0 days 00:00:30.577000,1.0,MEDIUM,13.0,1
0 days 01:04:03.785000,PER,2.0,0 days 00:01:34.722000,2.0,0 days 00:00:35.163000,0 days 00:00:30.100000,0 days 00:00:29.459000,1.0,MEDIUM,1.0,1
0 days 01:04:04.882000,LEC,2.0,0 days 00:01:34.943000,2.0,0 days 00:00:35.261000,0 days 00:00:30.090000,0 days 00:00:29.592000,1.0,MEDIUM,2.0,1
0 days 01:04:05.876000,VER,2.0,0 days 00:01:35.275000,2.0,0 days 00:00:35.387000,0 days 00:00:30.255000,0 days 00:00:29.633000,1.0,MEDIUM,3.0,1
0 days 01:04:06.429000,SAI,2.0,0 days 00:01:35.499000,2.0,0 days 00:00:35.605000,0 days 00:00:30.217000,0 days 00:00:29.677000,1.0,MEDIUM,4.0,1
0 days 01:04:07.694000,OCO,2.0,0 days 00:01:36.476000,2.0,0 days 00:00:35.729000,0 days 00:00:30.667000,0 days 00:00:30.080000,1.0,MEDIUM,5.0,1
0 days 01:04:08.215000,RUS,2.0,0 days 00:01:36.466000,2.0,0 days 00:00:35.904000,0 days 00:00:30.548000,0 days 00:00:30.014000,1.0,MEDIUM,6.0,1
0 days 01:04:09.252000,ALO,2.0,0 days 00:01:37.232000,2.0,0 days 00:00:36.332000,0 days 00:00:31.017000,0 days 00:00:29.883000,1.0,MEDIUM,7.0,1
0 days 01:04:09.917000,BOT,2.0,0 days 00:01:37.201000,2.0,0 days 00:00:36.258000,0 days 00:00:30.830000,0 days 00:00:30.113000,1.0,MEDIUM,8.0,1
0 days 01:04:10.499000,MAG,2.0,0 days 00:01:37.501000,4.0,0 days 00:00:36.254000,0 days 00:00:30.956000,0 days 00:00:30.291000,1.0,HARD,9.0,1
0 days 01:04:10.900000,GAS,2.0,0 days 00:01:38.899000,2.0,0 days 00:00:37.773000,0 days 00:00:31.009000,0 days 00:00:30.117000,1.0,MEDIUM,11.0,1
0 days 01:04:11.127000,NOR,2.0,0 days 00:01:38.030000,2.0,0 days 00:00:37.052000,0 days 00:00:30.954000,0 days 00:00:30.024000,1.0,MEDIUM,10.0,1
0 days 01:04:11.622000,STR,2.0,0 days 00:01:38.731000,3.0,0 days 00:00:37.506000,0 days 00:00:31.037000,0 days 00:00:30.188000,1.0,MEDIUM,12.0,1
0 days 01:04:12.068000,RIC,2.0,0 days 00:01:38.749000,2.0,0 days 00:00:37.403000,0 days 00:00:31.004000,0 days 00:00:30.342000,1.0,MEDIUM,13.0,1
0 days 01:04:12.582000,HAM,2.0,0 days 00:01:38.649000,3.0,0 days 00:00:37.272000,0 days 00:00:31.107000,0 days 00:00:30.270000,1.0,HARD,14.0,1
0 days 01:04:12.817000,ALB,2.0,0 days 00:01:39.129000,2.0,0 days 00:00:37.659000,0 days 00:00:31.346000,0 days 00:00:30.124000,1.0,MEDIUM,15.0,1
0 days 01:04:13.597000,HUL,2.0,0 days 00:01:39.035000,3.0,0 days 00:00:37.378000,0 days 00:00:31.130000,0 days 00:00:30.527000,1.0,HARD,16.0,1
0 days 01:04:14.171000,LAT,2.0,0 days 00:01:40.289000,2.0,0 days 00:00:37.912000,0 days 00:00:31.569000,0 days 00:00:30.808000,1.0,MEDIUM,18.0,1
0 days 01:04:14.314000,ZHO,2.0,0 days 00:01:38.663000,2.0,0 days 00:00:36.984000,0 days 00:00:31.155000,0 days 00:00:30.524000,1.0,MEDIUM,17.0,1
0 days 01:05:38.507000,PER,3.0,0 days 00:01:34.596000,3.0,0 days 00:00:35.016000,0 days 00:00:30.071000,0 days 00:00:29.509000,1.0,MEDIUM,1.0,1
0 days 01:05:39.825000,LEC,3.0,0 days 00:01:34.794000,3.0,0 days 00:00:35.061000,0 days 00:00:30.109000,0 days 00:00:29.624000,1.0,MEDIUM,2.0,1
0 days 01:05:41.151000,VER,3.0,0 days 00:01:34.890000,3.0,0 days 00:00:35.145000,0 days 00:00:30.204000,0 days 00:00:29.541000,1.0,MEDIUM,3.0,1
0 days 01:05:41.928000,SAI,3.0,0 days 00:01:35.460000,3.0,0 days 00:00:35.341000,0 days 00:00:30.263000,0 days 00:00:29.856000,1.0,MEDIUM,4.0,1
0 days 01:05:44.170000,OCO,3.0,0 days 00:01:37.306000,3.0,0 days 00:00:35.830000,0 days 00:00:30.812000,0 days 00:00:30.664000,1.0,MEDIUM,6.0,1
0 days 01:05:44.681000,RUS,3.0,0 days 00:01:36.513000,3.0,0 days 00:00:36.180000,0 days 00:00:30.434000,0 days 00:00:29.899000,1.0,MEDIUM,5.0,1
0 days 01:05:46.484000,ALO,3.0,0 days 00:01:36.574000,3.0,0 days 00:00:36.141000,0 days 00:00:30.627000,0 days 00:00:29.806000,1.0,MEDIUM,7.0,1
0 days 01:05:47.118000,BOT,3.0,0 days 00:01:36.290000,3.0,0 days 00:00:36.256000,0 days 00:00:30.388000,0 days 00:00:29.646000,1.0,MEDIUM,8.0,1
0 days 01:05:48,MAG,3.0,0 days 00:01:36.830000,5.0,0 days 00:00:36.253000,0 days 00:00:30.602000,0 days 00:00:29.975000,1.0,HARD,9.0,1
0 days 01:05:49.157000,NOR,3.0,0 days 00:01:37.080000,3.0,0 days 00:00:36.404000,0 days 00:00:30.725000,0 days 00:00:29.951000,1.0,MEDIUM,10.0,1
0 days 01:05:49.799000,GAS,3.0,0 days 00:01:36.881000,3.0,0 days 00:00:36.433000,0 days 00:00:30.722000,0 days 00:00:29.726000,1.0,MEDIUM,11.0,1
0 days 01:05:50.353000,STR,3.0,0 days 00:01:37.586000,4.0,0 days 00:00:36.738000,0 days 00:00:30.945000,0 days 00:00:29.903000,1.0,MEDIUM,12.0,1
0 days 01:05:50.817000,RIC,3.0,0 days 00:01:37.376000,3.0,0 days 00:00:36.894000,0 days 00:00:30.797000,0 days 00:00:29.685000,1.0,MEDIUM,13.0,1
0 days 01:05:51.231000,HAM,3.0,0 days 00:01:37.618000,4.0,0 days 00:00:36.801000,0 days 00:00:30.809000,0 days 00:00:30.008000,1.0,HARD,14.0,1
0 days 01:05:51.946000,ALB,3.0,0 days 00:01:37.860000,3.0,0 days 00:00:36.913000,0 days 00:00:30.876000,0 days 00:00:30.071000,1.0,MEDIUM,15.0,1
0 days 01:05:52.632000,HUL,3.0,0 days 00:01:38.064000,4.0,0 days 00:00:36.897000,0 days 00:00:30.863000,0 days 00:00:30.304000,1.0,HARD,17.0,1
0 days 01:05:52.977000,ZHO,3.0,0 days 00:01:37.564000,3.0,0 days 00:00:36.928000,0 days 00:00:30.816000,0 days 00:00:29.820000,1.0,MEDIUM,16.0,1
0 days 01:05:54.460000,LAT,3.0,0 days 00:01:38.121000,3.0,0 days 00:00:36.906000,0 days 00:00:31.004000,0 days 00:00:30.211000,1.0,MEDIUM,18.0,1
0 days 01:07:13.103000,PER,4.0,0 days 00:01:34.440000,4.0,0 days 00:00:34.917000,0 days 00:00:30.054000,0 days 00:00:29.469000,1.0,MEDIUM,1.0,1
0 days 01:07:14.619000,LEC,4.0,0 days 00:01:34.651000,4.0,0 days 00:00:34.936000,0 days 00:00:30.138000,0 days 00:00:29.577000,1.0,MEDIUM,2.0,1
0 days 01:07:16.041000,VER,4.0,0 days 00:01:34.700000,4.0,0 days 00:00:35.025000,0 days 00:00:30.238000,0 days 00:00:29.437000,1.0,MEDIUM,3.0,1
0 days 01:07:17.388000,SAI,4.0,0 days 00:01:35.321000,4.0,0 days 00:00:35.164000,0 days 00:00:30.400000,0 days 00:00:29.757000,1.0,MEDIUM,4.0,1
0 days 01:07:21.194000,RUS,4.0,0 days 00:01:36.341000,4.0,0 days 00:00:35.697000,0 days 00:00:30.384000,0 days 00:00:30.260000,1.0,MEDIUM,5.0,1
